% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
471 +3.816241345e+02 +3.816241345e+02 +3.779141345e+02 +3.779141345e+02 -1.4474e-01 +2.1427e-01 -4.7142e-02 +4.5876e+00 +2.7014e+00 +1.4930e+00 -5.8949e-01 -2.3038e+00 +7.8647e-02 -3.4809e-01 +1.4712e+00 -1.3961e+00 +2.9132e+00 -1.1386e+00 -8.9778e-01 -3.4655e+00 +1.6349e+00 +6.6637e-01 +2.0891e+00 -3.0761e+00
474 +3.713595240e+02 +3.713595240e+02 +3.676495240e+02 +3.676495240e+02 -1.7704e+00 +1.0783e+00 +2.5330e-01 +2.2772e+00 +2.7784e+00 +2.6834e+00 -3.2813e-01 -8.1094e-01 +7.5444e-01 -1.7520e+00 +1.3082e+00 -5.4005e-01 +1.5589e+00 -2.4794e+00 -1.6101e+00 -4.0004e+00 +1.1263e+00 +1.0345e+00 +2.9994e+00 -2.4100e+00
666 +3.617015537e+02 +3.617015537e+02 +3.579915537e+02 +3.579915537e+02 +2.1942e+00 +1.8402e+00 +1.0969e+00 +3.9285e-01 +1.9876e+00 +2.0463e+00 +3.2828e-02 -5.4916e-01 +2.5273e+00 -1.0498e+00 +2.1208e+00 +1.8197e+00 +2.8559e-01 -2.7500e+00 -1.8739e+00 -2.1775e+00 +1.1043e+00 +5.0632e-01 +3.1242e+00 -2.9169e+00
676 +3.376017885e+02 +3.376017885e+02 +3.338917885e+02 +3.338917885e+02 +8.0511e-01 +8.4916e-01 +2.0271e+00 +4.9044e-01 +2.0493e+00 +1.3765e+00 -3.7084e-01 -1.5550e+00 +1.6708e+00 -1.1168e+00 +1.9489e+00 +1.8372e+00 +1.0356e+00 -3.2070e+00 -3.5464e-01 -2.0194e+00 +1.4528e+00 +1.1755e+00 +2.6903e+00 -2.9625e+00
950 +3.210809267e+02 +3.210809267e+02 +3.173709267e+02 +3.173709267e+02 -6.7679e-01 +4.7364e-01 +8.4675e-01 +1.6738e+00 +7.4813e-01 +2.1892e-01 -6.3417e-01 -1.9560e+00 -1.9121e-01 +1.3410e+00 +3.0403e+00 +2.3324e+00 +9.2057e-01 -2.3801e+00 -1.4264e+00 -3.0197e+00 +4.0359e-01 +1.5211e+00 +3.3658e+00 -2.7089e+00
1413 +3.119816669e+02 +3.119816669e+02 +3.082716669e+02 +3.082716669e+02 +2.9686e+00 -3.6379e-01 +2.3913e+00 +1.1905e+00 +2.3078e+00 +3.0091e+00 -6.2347e-01 -1.3808e+00 +2.3541e+00 +2.5679e+00 +1.0199e+00 +1.9728e+00 +3.6739e+00 +3.6892e-01 +7.7055e-02 -3.3548e+00 +1.7436e-01 +3.1972e+00 +2.6082e+00 -3.1247e+00
1419 +2.915839509e+02 +2.915839509e+02 +2.878739509e+02 +2.878739509e+02 +1.2431e+00 +1.7895e+00 +1.8519e+00 +1.5581e+00 +2.7007e+00 +4.3584e+00 -6.9328e-01 -1.4742e+00 +1.5866e+00 +3.1912e+00 +1.9882e+00 +1.5046e+00 +2.8271e+00 +8.7112e-01 +4.6848e-01 -2.7831e+00 +1.1497e+00 +2.2606e+00 +3.6935e+00 -2.7330e+00
1421 +2.756620516e+02 +2.756620516e+02 +2.719520516e+02 +2.719520516e+02 +1.1012e+00 +1.5655e+00 +1.5887e+00 +2.9606e+00 +2.6538e+00 +4.3081e+00 -1.0141e+00 -7.8797e-01 +2.4078e+00 +4.3118e+00 +2.6926e+00 +1.7393e+00 +2.2981e+00 +1.0023e+00 -9.9467e-01 -5.0347e+00 +1.1671e+00 +2.9282e+00 +3.1477e+00 -3.5671e+00
2143 +2.673361347e+02 +2.673361347e+02 +2.636261347e+02 +2.636261347e+02 +2.9663e+00 +2.2713e+00 -2.7830e+00 +1.2941e+00 +7.8974e-01 +3.7375e+00 -1.8253e+00 -9.4899e-01 +1.6939e+00 -6.7094e-01 +2.9862e+00 +7.3055e-02 +2.3027e+00 -3.4566e+00 -1.5297e+00 -1.4903e+00 +7.3768e-01 +1.6028e+00 +3.2573e+00 -2.8423e+00
2508 +2.544070882e+02 +2.544070882e+02 +2.506970882e+02 +2.506970882e+02 +2.3894e+00 +4.8702e-01 -1.0446e-01 +1.3811e+00 +2.3455e+00 +4.5635e+00 -2.6817e+00 -1.4932e+00 +1.7777e+00 +2.1150e-01 +2.5582e+00 +2.5040e+00 +1.7531e+00 -2.2527e+00 -2.1916e+00 -3.2709e+00 +8.9827e-01 +3.6811e-01 +3.2102e+00 -3.7775e+00
3907 +2.308348248e+02 +2.308348248e+02 +2.271248248e+02 +2.271248248e+02 +2.2147e+00 +1.1006e+00 +1.5883e+00 +1.3028e+00 +9.8427e-01 +2.4964e+00 -5.4469e-01 -1.0037e+00 +2.3994e+00 -1.1462e+00 +3.6152e+00 +3.6429e+00 +3.0991e+00 -2.1450e+00 -6.0700e-01 -2.8316e+00 +1.1787e+00 +2.6940e+00 +3.2756e+00 -2.6212e+00
4118 +2.006908576e+02 +2.006908576e+02 +1.969808576e+02 +1.969808576e+02 +2.0633e+00 +6.1092e-01 +1.5167e+00 +4.7212e+00 +6.2794e-01 +1.9202e+00 -2.8453e+00 -2.0401e+00 +1.1765e+00 +1.7020e+00 +3.0396e+00 +3.2891e+00 +2.6705e+00 -1.6142e+00 -4.0720e-01 -1.5384e+00 +5.5383e-01 +1.8575e+00 +2.8818e+00 -2.9000e+00
6890 +1.982714863e+02 +1.982714863e+02 +1.945614863e+02 +1.945614863e+02 +1.9619e+00 -9.7993e-01 +2.5196e-01 +3.2394e+00 +5.9119e-01 +2.9352e+00 -6.8512e-01 -8.7118e-01 +4.4181e-01 +1.1151e+00 +3.9670e+00 +8.1056e-01 +3.1375e+00 -2.7254e+00 -9.3353e-02 -3.2351e+00 +1.5116e+00 +2.2420e+00 +3.4773e+00 -2.4567e+00
7615 +1.844984881e+02 +1.844984881e+02 +1.807884881e+02 +1.807884881e+02 +7.7520e-01 -3.3896e+00 +7.3233e-01 +3.7296e+00 +2.2833e+00 +2.6985e+00 -1.9965e+00 -3.1687e+00 +1.6548e+00 +3.8833e-01 +2.7237e+00 +9.7343e-01 +2.1570e+00 -2.9847e+00 +5.1005e-01 -3.3154e+00 +4.7563e-01 +2.5836e+00 +2.9336e+00 -2.9259e+00
7941 +1.781679264e+02 +1.781679264e+02 +1.744579264e+02 +1.744579264e+02 +1.3972e+00 +2.3133e+00 +1.0029e+00 +2.1429e+00 +6.3240e-01 +5.3260e+00 -1.1278e+00 -2.4805e+00 +1.1596e+00 +4.3922e-01 +3.7481e+00 +1.5335e+00 +2.5983e+00 -1.4473e+00 -9.1516e-03 -3.3576e+00 +1.1316e+00 +1.4953e+00 +2.8105e+00 -3.5992e+00
8151 +1.605352579e+02 +1.605352579e+02 +1.568252579e+02 +1.568252579e+02 +1.9364e+00 -3.4676e-01 +1.5644e+00 +3.1668e+00 +2.4559e+00 +4.1392e+00 -1.0326e+00 -2.5915e+00 +4.4943e-01 +7.1678e-01 +3.2586e+00 +1.2172e+00 +3.1886e+00 -1.7943e+00 +3.6277e-01 -2.4371e+00 +1.1575e+00 +1.1532e+00 +3.3880e+00 -3.2788e+00
8503 +1.578064648e+02 +1.578064648e+02 +1.540964648e+02 +1.540964648e+02 +2.1683e+00 -2.3293e+00 +1.0751e+00 +4.0711e+00 +1.6022e+00 +4.3066e+00 -5.0150e-01 -8.9853e-01 +1.0678e+00 +6.4583e-01 +3.3466e+00 +2.9746e+00 +2.9091e+00 -2.3586e+00 +4.2763e-01 -2.8714e+00 +4.0281e-01 +2.1158e+00 +3.1286e+00 -2.9057e+00
8657 +1.512248744e+02 +1.512248744e+02 +1.475148744e+02 +1.475148744e+02 +1.1671e+00 -2.4550e+00 +9.0096e-01 +4.0732e+00 +2.6458e+00 +3.5650e+00 -5.5839e-01 -2.0227e+00 +4.9781e-01 +1.0634e+00 +3.7670e+00 +2.1833e+00 +3.0919e+00 -1.5934e+00 +1.4097e-01 -3.9719e+00 +7.0171e-01 +1.8621e+00 +2.9184e+00 -3.2307e+00
9304 +1.449492345e+02 +1.449492345e+02 +1.412392345e+02 +1.412392345e+02 +2.3713e+00 -2.3741e+00 +1.7832e+00 +2.9461e+00 +1.4515e+00 +4.3015e+00 +2.2948e-01 -3.3793e+00 -1.3366e-01 +1.1602e+00 +2.8484e+00 +8.9667e-01 +3.1298e+00 -7.7952e-01 +4.2767e-01 -3.6655e+00 +1.5876e+00 +1.8316e+00 +3.2061e+00 -2.9592e+00
12931 +1.173248052e+02 +1.173248052e+02 +1.136148052e+02 +1.136148052e+02 +2.9751e+00 -1.5517e+00 +2.2714e-01 +2.4741e+00 +2.1665e+00 +4.3797e+00 -9.5686e-01 -2.6969e+00 +1.8354e+00 +6.8587e-01 +2.3851e+00 +1.5169e+00 +3.5198e+00 -2.1205e+00 -1.4346e-02 -2.9504e+00 +1.1625e+00 +1.4890e+00 +3.5440e+00 -2.6534e+00
20872 +1.082246653e+02 +1.082246653e+02 +1.045146653e+02 +1.045146653e+02 +1.5250e+00 -3.3082e+00 -5.7095e-03 +2.9399e+00 +2.5129e+00 +2.7981e+00 -4.7155e-01 -2.6004e+00 +1.6322e+00 +1.6312e-01 +3.2010e+00 +1.0163e+00 +3.0980e+00 -2.6295e+00 +8.8560e-02 -3.3814e+00 +1.4946e+00 +1.2924e+00 +2.5656e+00 -2.8830e+00
20929 +1.061138674e+02 +1.061138674e+02 +1.024038674e+02 +1.024038674e+02 +9.1220e-01 -3.1221e+00 +8.6678e-02 +3.8246e+00 +2.3998e+00 +3.0794e+00 -5.4377e-01 -2.5860e+00 +1.5846e+00 +1.2070e-01 +3.1098e+00 +1.1166e+00 +3.2154e+00 -2.9352e+00 +6.6166e-02 -3.2166e+00 +1.5113e+00 +1.4829e+00 +2.5443e+00 -2.9953e+00
21965 +9.126382744e+01 +9.126382744e+01 +8.755382744e+01 +8.755382744e+01 +8.5790e-02 -2.2293e+00 -1.1492e-01 +2.3713e+00 +2.3335e+00 +3.7564e+00 -3.3669e-01 -2.5460e+00 +1.5818e+00 +2.3052e-03 +3.0487e+00 +1.0709e+00 +3.0020e+00 -2.2694e+00 +1.0606e-01 -3.2460e+00 +1.4948e+00 +1.8837e+00 +2.5735e+00 -2.8684e+00
23106 +8.420774407e+01 +8.420774407e+01 +8.049774407e+01 +8.049774407e+01 -1.3430e-02 -2.1070e+00 -1.8826e-02 +3.9330e+00 +3.0656e+00 +3.6687e+00 -4.2889e-01 -2.7832e+00 +1.7456e+00 +8.0929e-02 +3.2673e+00 +1.0327e+00 +3.2018e+00 -2.1455e+00 +1.0659e-01 -3.3339e+00 +1.4669e+00 +1.9846e+00 +2.5579e+00 -2.8538e+00
24408 +8.209790490e+01 +8.209790490e+01 +7.838790490e+01 +7.838790490e+01 +1.8391e-02 -2.4665e+00 -7.5024e-02 +4.7500e+00 +3.1606e+00 +3.6304e+00 -4.6876e-01 -1.3827e+00 +1.7969e+00 +1.7113e-01 +3.1001e+00 +1.0131e+00 +3.0790e+00 -2.2551e+00 +7.3919e-02 -4.1734e+00 +1.4567e+00 +1.1765e+00 +2.5587e+00 -2.9243e+00
24918 +7.657568044e+01 +7.657568044e+01 +7.286568044e+01 +7.286568044e+01 -3.5854e-02 -2.4623e+00 +8.7317e-02 +4.6140e+00 +3.1486e+00 +3.6495e+00 -5.3551e-01 -1.3291e+00 +1.7720e+00 -1.8274e-02 +3.0942e+00 +1.0558e+00 +2.9952e+00 -2.6819e+00 +9.4244e-02 -4.1163e+00 +1.4838e+00 +2.1694e+00 +2.5757e+00 -2.9020e+00
25092 +7.085967744e+01 +7.085967744e+01 +6.714967744e+01 +6.714967744e+01 +1.5638e-01 -2.2008e+00 +1.9045e-01 +4.7123e+00 +3.1532e+00 +3.6895e+00 -6.2957e-01 -1.3610e+00 +1.6687e+00 +1.0922e-01 +3.0586e+00 +1.0665e+00 +3.1989e+00 -2.1911e+00 +1.2748e-01 -4.2179e+00 +1.5035e+00 +1.9295e+00 +2.5483e+00 -2.9252e+00
25485 +6.955690712e+01 +6.955690712e+01 +6.584690712e+01 +6.584690712e+01 +4.7141e-02 -2.3151e+00 +5.7635e-02 +3.8965e+00 +3.1378e+00 +3.7187e+00 -4.7480e-01 -1.4880e+00 +1.6726e+00 +7.2512e-02 +3.2040e+00 +1.0057e+00 +3.1710e+00 -2.2291e+00 +1.3214e-01 -4.1151e+00 +1.5067e+00 +1.5695e+00 +2.5748e+00 -2.9758e+00
25527 +6.918278103e+01 +6.918278103e+01 +6.547278103e+01 +6.547278103e+01 +1.2639e-01 -2.3729e+00 +5.1921e-02 +3.9915e+00 +3.1321e+00 +3.7928e+00 -5.4838e-01 -1.2620e+00 +1.6976e+00 +6.2205e-02 +3.2122e+00 +1.0619e+00 +3.1290e+00 -2.1527e+00 +1.6836e-01 -4.1866e+00 +1.4909e+00 +2.3089e+00 +2.5872e+00 -2.9251e+00
26660 +6.163081962e+01 +6.163081962e+01 +5.792081962e+01 +5.792081962e+01 +1.8905e-02 -2.3369e+00 +1.2295e-01 +3.9110e+00 +3.0996e+00 +3.7196e+00 -4.4390e-01 -1.1792e+00 +1.7977e+00 +5.4950e-02 +3.1324e+00 +1.0734e+00 +3.1216e+00 -2.2342e+00 +8.2166e-02 -4.1496e+00 +1.4895e+00 +1.8950e+00 +2.5301e+00 -2.9378e+00
27017 +5.906205407e+01 +5.906205407e+01 +5.535205407e+01 +5.535205407e+01 +2.1901e-01 -2.2437e+00 +1.1042e-01 +3.8874e+00 +3.1195e+00 +3.7357e+00 -5.1029e-01 -1.4117e+00 +1.6381e+00 +1.2247e-01 +3.1002e+00 +1.0460e+00 +3.1295e+00 -2.2186e+00 +8.7413e-02 -4.1493e+00 +1.5101e+00 +2.2450e+00 +2.5739e+00 -2.8697e+00
27051 +5.436295818e+01 +5.436295818e+01 +5.065295818e+01 +5.065295818e+01 +1.2986e-01 -2.2137e+00 +9.0601e-02 +3.8746e+00 +3.2270e+00 +3.6785e+00 -4.9198e-01 -1.4078e+00 +1.6662e+00 +1.1291e-01 +3.1481e+00 +1.0388e+00 +3.0957e+00 -2.1583e+00 +1.1455e-01 -4.1219e+00 +1.4819e+00 +2.2404e+00 +2.5459e+00 -2.8875e+00
28084 +5.001158332e+01 +5.001158332e+01 +4.630158332e+01 +4.630158332e+01 +5.8034e-02 -2.3457e+00 +3.7326e-02 +3.9271e+00 +3.1482e+00 +3.7449e+00 -5.9320e-01 -1.3296e+00 +1.7341e+00 +8.8819e-02 +3.1972e+00 +1.0324e+00 +3.1195e+00 -2.2048e+00 +1.2112e-01 -4.1343e+00 +1.4968e+00 +2.2180e+00 +2.5342e+00 -2.9290e+00
28144 +4.756371831e+01 +4.756371831e+01 +4.385371831e+01 +4.385371831e+01 +4.6887e-02 -2.3227e+00 +1.7311e-01 +3.9725e+00 +3.0954e+00 +3.6881e+00 -6.0106e-01 -1.3004e+00 +1.6977e+00 +5.0258e-02 +3.2075e+00 +1.0118e+00 +3.0980e+00 -2.2259e+00 +9.6827e-02 -4.1412e+00 +1.5040e+00 +2.3011e+00 +2.5640e+00 -2.9163e+00
29072 +4.667351035e+01 +4.667351035e+01 +4.296351035e+01 +4.296351035e+01 +5.6402e-02 -2.2845e+00 +2.3103e-01 +3.9539e+00 +3.1316e+00 +3.6654e+00 -5.5562e-01 -1.3761e+00 +1.6494e+00 +5.5272e-02 +3.1461e+00 +1.0485e+00 +3.1510e+00 -2.1781e+00 +6.2130e-02 -4.1275e+00 +1.5013e+00 +2.1924e+00 +2.5398e+00 -2.9267e+00
29076 +4.559497071e+01 +4.559497071e+01 +4.188497071e+01 +4.188497071e+01 +2.7715e-02 -2.3381e+00 +1.2111e-01 +3.8929e+00 +3.1467e+00 +3.6780e+00 -6.2726e-01 -1.3995e+00 +1.6278e+00 +3.9485e-02 +3.1787e+00 +1.0589e+00 +3.1680e+00 -2.1301e+00 +7.4668e-02 -4.1336e+00 +1.4966e+00 +2.2421e+00 +2.5541e+00 -2.9199e+00
29623 +4.444977753e+01 +4.444977753e+01 +4.073977753e+01 +4.073977753e+01 +8.8223e-02 -2.2893e+00 +1.2404e-01 +3.9024e+00 +3.1399e+00 +3.7105e+00 -5.9636e-01 -1.3901e+00 +1.6887e+00 +6.9192e-02 +3.1905e+00 +1.1237e+00 +3.0991e+00 -2.1827e+00 +1.0617e-01 -4.1358e+00 +1.4952e+00 +2.2628e+00 +2.5360e+00 -2.9185e+00
30630 +4.265166421e+01 +4.265166421e+01 +3.894166421e+01 +3.894166421e+01 +1.0755e-01 -2.2979e+00 +1.5708e-01 +3.9358e+00 +3.1396e+00 +3.6519e+00 -5.9497e-01 -1.3779e+00 +1.7050e+00 +4.0858e-02 +3.1471e+00 +1.0628e+00 +3.1577e+00 -2.1851e+00 +8.4711e-02 -4.1340e+00 +1.5053e+00 +2.2983e+00 +2.5533e+00 -2.9051e+00
32946 +4.153117218e+01 +4.153117218e+01 +3.782117218e+01 +3.782117218e+01 +9.8820e-02 -2.2776e+00 +9.7058e-02 +3.8985e+00 +3.1353e+00 +3.6659e+00 -6.0889e-01 -1.3754e+00 +1.6622e+00 +6.0690e-02 +3.1862e+00 +1.0456e+00 +3.1043e+00 -2.1763e+00 +1.0396e-01 -4.1276e+00 +1.4890e+00 +2.2628e+00 +2.5507e+00 -2.9069e+00
34155 +4.054438612e+01 +4.054438612e+01 +3.683438612e+01 +3.683438612e+01 +6.7328e-02 -2.2827e+00 +1.5322e-01 +3.9101e+00 +3.1346e+00 +3.6770e+00 -5.9315e-01 -1.3955e+00 +1.6663e+00 +3.5306e-02 +3.1905e+00 +1.0357e+00 +3.1124e+00 -2.1746e+00 +1.0220e-01 -4.1323e+00 +1.5035e+00 +2.2847e+00 +2.5563e+00 -2.9128e+00
44374 +3.981050624e+01 +3.981050624e+01 +3.610050624e+01 +3.610050624e+01 +6.5406e-02 -2.2940e+00 +1.3430e-01 +3.9101e+00 +3.1523e+00 +3.6703e+00 -5.9698e-01 -1.3918e+00 +1.6679e+00 +5.1106e-02 +3.1811e+00 +1.0562e+00 +3.1231e+00 -2.1757e+00 +1.0045e-01 -4.1281e+00 +1.5079e+00 +2.2643e+00 +2.5531e+00 -2.9070e+00
125724 +3.677066253e+01 +3.677066253e+01 +3.306066253e+01 +3.306066253e+01 +3.0648e+00 -2.2796e+00 +1.3137e-01 +3.8999e+00 +2.2908e+00 +3.6498e+00 -6.6287e-01 -2.0013e+00 +1.6542e+00 +1.4712e-01 +3.7364e+00 +2.5852e+00 +3.1558e+00 -1.3069e+00 +6.9396e-02 -4.1115e+00 +1.4636e+00 +2.2263e+00 +3.5432e+00 -3.2040e+00
126930 +3.612774796e+01 +3.612774796e+01 +3.241774796e+01 +3.241774796e+01 +3.0670e+00 -2.2757e+00 +8.7192e-02 +3.9443e+00 +2.2823e+00 +3.6412e+00 -6.2654e-01 -2.0103e+00 +1.7022e+00 +2.3604e-02 +3.6836e+00 +2.5792e+00 +3.1355e+00 -1.2811e+00 +7.9551e-02 -4.1406e+00 +1.4565e+00 +2.1969e+00 +3.5538e+00 -3.1823e+00
127249 +3.467095680e+01 +3.467095680e+01 +3.096095680e+01 +3.096095680e+01 +3.0720e+00 -2.2548e+00 +3.7625e-02 +3.9067e+00 +2.3499e+00 +3.7091e+00 -5.7351e-01 -2.0070e+00 +1.7710e+00 +7.5781e-02 +3.7089e+00 +2.6041e+00 +3.1406e+00 -1.2562e+00 +1.2069e-01 -4.1094e+00 +1.4961e+00 +2.1874e+00 +3.5502e+00 -3.1850e+00
128790 +3.329740688e+01 +3.329740688e+01 +2.958740688e+01 +2.958740688e+01 +3.0639e+00 -2.2152e+00 +1.1893e-01 +3.8358e+00 +2.2791e+00 +3.7569e+00 -5.6905e-01 -1.9854e+00 +1.6357e+00 +4.7580e-02 +3.7434e+00 +2.5825e+00 +3.1119e+00 -1.2493e+00 +1.2042e-01 -4.1038e+00 +1.5063e+00 +2.2840e+00 +3.5307e+00 -3.2086e+00
128847 +3.223258916e+01 +3.223258916e+01 +2.852258916e+01 +2.852258916e+01 +3.1052e+00 -2.3032e+00 +2.2964e-01 +3.9013e+00 +2.3017e+00 +3.7528e+00 -5.8537e-01 -2.0423e+00 +1.6809e+00 +3.9108e-03 +3.7241e+00 +2.5899e+00 +3.1032e+00 -1.2444e+00 +8.1902e-02 -4.1126e+00 +1.4994e+00 +2.2200e+00 +3.5925e+00 -3.2143e+00
129125 +3.105349073e+01 +3.105349073e+01 +2.734349073e+01 +2.734349073e+01 +3.0655e+00 -2.3001e+00 +1.3945e-01 +3.9339e+00 +2.2981e+00 +3.6619e+00 -5.2840e-01 -2.0056e+00 +1.6625e+00 +7.3510e-02 +3.7302e+00 +2.5796e+00 +3.0791e+00 -1.2614e+00 +1.0501e-01 -4.1514e+00 +1.4882e+00 +2.2194e+00 +3.5902e+00 -3.1923e+00
129230 +3.024840335e+01 +3.024840335e+01 +2.653840335e+01 +2.653840335e+01 +3.1113e+00 -2.2894e+00 +8.7004e-02 +3.8969e+00 +2.3242e+00 +3.7299e+00 -5.9586e-01 -1.9473e+00 +1.6549e+00 +6.0665e-02 +3.7239e+00 +2.5709e+00 +3.0985e+00 -1.2597e+00 +8.9569e-02 -4.1212e+00 +1.4966e+00 +2.2285e+00 +3.5934e+00 -3.1961e+00
129720 +3.002317138e+01 +3.002317138e+01 +2.631317138e+01 +2.631317138e+01 +3.1050e+00 -2.3214e+00 +1.4038e-01 +3.9168e+00 +2.3446e+00 +3.6544e+00 -5.8175e-01 -2.0148e+00 +1.6394e+00 -1.8857e-02 +3.7124e+00 +2.5714e+00 +3.1186e+00 -1.2613e+00 +1.2412e-01 -4.1287e+00 +1.5114e+00 +2.2463e+00 +3.5412e+00 -3.2192e+00
129725 +2.924221008e+01 +2.924221008e+01 +2.553221008e+01 +2.553221008e+01 +3.1072e+00 -2.3062e+00 +1.1053e-01 +3.9109e+00 +2.3167e+00 +3.6364e+00 -5.9159e-01 -2.0319e+00 +1.6748e+00 +4.6138e-02 +3.7194e+00 +2.5823e+00 +3.0989e+00 -1.2578e+00 +1.4190e-01 -4.1188e+00 +1.5111e+00 +2.2330e+00 +3.5364e+00 -3.2172e+00
129742 +2.840230879e+01 +2.840230879e+01 +2.469230879e+01 +2.469230879e+01 +3.0980e+00 -2.2912e+00 +1.0224e-01 +3.9307e+00 +2.3135e+00 +3.6541e+00 -6.0712e-01 -2.0341e+00 +1.6537e+00 +3.5267e-02 +3.7248e+00 +2.5900e+00 +3.1039e+00 -1.2400e+00 +1.2198e-01 -4.1227e+00 +1.5094e+00 +2.2231e+00 +3.5582e+00 -3.2162e+00
130337 +2.782442617e+01 +2.782442617e+01 +2.411442617e+01 +2.411442617e+01 +3.0986e+00 -2.3036e+00 +1.2414e-01 +3.9288e+00 +2.3363e+00 +3.6909e+00 -5.8081e-01 -2.0040e+00 +1.6573e+00 +1.2677e-01 +3.7524e+00 +2.6011e+00 +3.1040e+00 -1.2744e+00 +1.3597e-01 -4.1203e+00 +1.5100e+00 +2.2665e+00 +3.5488e+00 -3.2153e+00
130406 +2.738908141e+01 +2.738908141e+01 +2.367908141e+01 +2.367908141e+01 +3.0956e+00 -2.2856e+00 +1.6151e-01 +3.9274e+00 +2.3171e+00 +3.6912e+00 -5.8344e-01 -1.9723e+00 +1.6603e+00 +7.9521e-02 +3.7150e+00 +2.5907e+00 +3.1264e+00 -1.2907e+00 +1.1202e-01 -4.1410e+00 +1.4885e+00 +2.3053e+00 +3.5457e+00 -3.2107e+00
131846 +2.673316193e+01 +2.673316193e+01 +2.302316193e+01 +2.302316193e+01 +3.0750e+00 -2.3052e+00 +1.3976e-01 +3.9378e+00 +2.3433e+00 +3.6824e+00 -6.1541e-01 -1.9908e+00 +1.6816e+00 +3.1822e-02 +3.7180e+00 +2.5895e+00 +3.1006e+00 -1.2588e+00 +1.0583e-01 -4.1419e+00 +1.4879e+00 +2.2460e+00 +3.5554e+00 -3.2277e+00
131849 +2.621878183e+01 +2.621878183e+01 +2.250878183e+01 +2.250878183e+01 +3.0809e+00 -2.2726e+00 +1.6643e-01 +3.9092e+00 +2.3509e+00 +3.6628e+00 -6.2349e-01 -2.0002e+00 +1.6622e+00 +3.7680e-02 +3.7206e+00 +2.5884e+00 +3.0910e+00 -1.2548e+00 +9.7708e-02 -4.1381e+00 +1.5068e+00 +2.2297e+00 +3.5526e+00 -3.2254e+00
131986 +2.557411916e+01 +2.557411916e+01 +2.186411916e+01 +2.186411916e+01 +3.1079e+00 -2.2734e+00 +1.3859e-01 +3.8836e+00 +2.3078e+00 +3.6664e+00 -5.8577e-01 -1.9979e+00 +1.6684e+00 +8.3267e-02 +3.7163e+00 +2.5927e+00 +3.1412e+00 -1.2669e+00 +1.1710e-01 -4.1362e+00 +1.5002e+00 +2.2399e+00 +3.5441e+00 -3.2231e+00
132293 +2.508679748e+01 +2.508679748e+01 +2.137679748e+01 +2.137679748e+01 +3.0957e+00 -2.2341e+00 +1.0567e-01 +3.9263e+00 +2.3226e+00 +3.6848e+00 -5.8832e-01 -1.9739e+00 +1.6596e+00 +4.2515e-02 +3.7364e+00 +2.5911e+00 +3.1179e+00 -1.2581e+00 +1.0955e-01 -4.1190e+00 +1.5057e+00 +2.2476e+00 +3.5520e+00 -3.2255e+00
132704 +2.454044901e+01 +2.454044901e+01 +2.083044901e+01 +2.083044901e+01 +3.0852e+00 -2.2879e+00 +1.5286e-01 +3.9227e+00 +2.3286e+00 +3.6786e+00 -6.1042e-01 -2.0153e+00 +1.6410e+00 +3.4142e-02 +3.7520e+00 +2.5925e+00 +3.1046e+00 -1.2682e+00 +1.0979e-01 -4.1268e+00 +1.5081e+00 +2.2454e+00 +3.5521e+00 -3.2155e+00
133632 +2.384650265e+01 +2.384650265e+01 +2.013650265e+01 +2.013650265e+01 +3.0974e+00 -2.2634e+00 +1.0229e-01 +3.9053e+00 +2.3013e+00 +3.6682e+00 -5.9793e-01 -1.9868e+00 +1.6663e+00 +5.1900e-02 +3.7408e+00 +2.5863e+00 +3.1254e+00 -1.2652e+00 +9.2723e-02 -4.1279e+00 +1.5083e+00 +2.2390e+00 +3.5558e+00 -3.2182e+00
136624 +2.338958181e+01 +2.338958181e+01 +1.967958181e+01 +1.967958181e+01 +3.1176e+00 -2.2902e+00 +1.3295e-01 +3.8915e+00 +2.3206e+00 +3.6753e+00 -5.9812e-01 -1.9897e+00 +1.6600e+00 +6.0898e-02 +3.7465e+00 +2.5898e+00 +3.1269e+00 -1.2599e+00 +9.8991e-02 -4.1251e+00 +1.4980e+00 +2.2305e+00 +3.5503e+00 -3.2161e+00
146124 +2.290698697e+01 +2.290698697e+01 +1.919698697e+01 +1.919698697e+01 +3.1161e+00 -2.2946e+00 +1.3655e-01 +3.9110e+00 +2.3178e+00 +3.6730e+00 -5.9363e-01 -1.9918e+00 +1.6716e+00 +5.2310e-02 +3.7494e+00 +2.5914e+00 +3.1253e+00 -1.2622e+00 +9.9584e-02 -4.1290e+00 +1.5083e+00 +2.2642e+00 +3.5537e+00 -3.2148e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.434976601e+02 +6.434976601e+02 +7.756776601e+02 +7.756776601e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
