% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
94 +1.253664478e+02 +1.253664478e+02 +2.399564478e+02 +2.399564478e+02 +1.7394e+00 +5.9648e-01 -3.0566e+00 +1.9479e+00 -1.9349e+00 -3.1138e+00 +6.1411e+00 +9.1441e+00 -1.9413e-01 -8.8056e+00 +9.8950e+00 -2.8809e-01 +8.7920e+00 +1.7052e+00 -1.1564e+01 -6.5280e+00 +1.6643e+01 -9.8197e+00 -5.4322e+00 +1.2578e+01
96 +1.208020960e+02 +1.208020960e+02 +2.353920960e+02 +2.353920960e+02 +2.1838e+00 +1.5833e-01 -3.8989e+00 +6.7189e+00 -3.2714e+00 -4.0745e+00 +5.9197e+00 +9.9705e+00 -1.8954e+00 -1.1772e+01 +1.4861e+01 +1.4442e+00 +8.0879e+00 +2.8159e-02 -1.3689e+01 -5.8141e+00 +2.0016e+01 -1.3318e+01 -6.2185e+00 +1.5845e+01
99 +1.199628246e+02 +1.199628246e+02 +2.345528246e+02 +2.345528246e+02 +2.2369e+00 -1.3818e-01 -4.9271e+00 +2.7865e+00 -3.1437e+00 -1.9527e+00 +3.6048e+00 +6.5676e+00 -1.5983e+00 -6.5275e+00 +1.1666e+01 -2.1867e-01 +5.7439e+00 +6.3307e-01 -1.1986e+01 -4.7749e+00 +1.6106e+01 -1.1338e+01 -4.8517e+00 +1.1974e+01
104 +1.121091308e+02 +1.121091308e+02 +2.266991308e+02 +2.266991308e+02 +2.7122e+00 +1.3360e+00 -5.5021e+00 +3.4357e+00 -3.7059e+00 -3.9622e+00 +3.1131e+00 +7.4312e+00 -6.8785e-01 -6.9902e+00 +1.3977e+01 -9.8820e-01 +5.9530e+00 +7.6017e-01 -1.4935e+01 -6.0942e+00 +1.6891e+01 -1.2516e+01 -6.6103e+00 +1.4795e+01
113 +1.003101313e+02 +1.003101313e+02 +2.149001313e+02 +2.149001313e+02 +2.8822e+00 +7.8969e-01 -7.4225e+00 +4.1286e+00 -3.5390e+00 -6.5729e+00 +4.4398e+00 +7.7492e+00 +8.8003e-01 -8.0484e+00 +1.3296e+01 -3.3701e-01 +7.7154e+00 -2.8636e-01 -1.7257e+01 -6.3055e+00 +1.8945e+01 -1.2908e+01 -7.5006e+00 +1.5138e+01
116 +9.468793116e+01 +9.468793116e+01 +2.092779312e+02 +2.092779312e+02 +2.4799e+00 +1.5496e+00 -6.2012e+00 +2.7994e+00 -4.3952e+00 -4.1312e+00 +2.8603e+00 +8.5007e+00 +8.2082e-01 -8.7476e+00 +1.5328e+01 -2.6544e+00 +6.6713e+00 -1.2345e+00 -1.7367e+01 -5.6458e+00 +1.8969e+01 -1.5424e+01 -8.6805e+00 +1.7746e+01
126 +7.610774390e+01 +7.610774390e+01 +1.906977439e+02 +1.906977439e+02 +3.2365e+00 +1.3076e+00 -7.2887e+00 +3.4387e+00 -6.1607e+00 -6.3170e+00 +2.8038e+00 +1.0202e+01 +2.4701e+00 -1.0021e+01 +2.3718e+01 -3.7799e+00 +1.0034e+01 -3.5193e+00 -2.4115e+01 -9.0038e+00 +2.6664e+01 -1.7494e+01 -1.1920e+01 +2.6833e+01
133 +6.094072545e+01 +6.094072545e+01 +1.755307254e+02 +1.755307254e+02 +4.1053e+00 -8.0073e-01 -8.6406e+00 +5.0447e+00 -6.3112e+00 -8.5350e+00 +3.9088e+00 +1.0622e+01 +3.3687e+00 -1.3398e+01 +3.1035e+01 -4.1091e+00 +1.3794e+01 -4.8618e+00 -3.0762e+01 -1.1369e+01 +3.5469e+01 -2.1876e+01 -1.6354e+01 +3.7084e+01
142 +5.838611886e+01 +5.838611886e+01 +1.729761189e+02 +1.729761189e+02 +5.1809e+00 -1.1090e+00 -9.2025e+00 +5.0762e+00 -5.9188e+00 -9.0089e+00 +4.0634e+00 +1.2142e+01 +4.4353e+00 -1.4621e+01 +3.4156e+01 -4.9085e+00 +1.3894e+01 -6.5626e+00 -3.3482e+01 -1.1265e+01 +3.8676e+01 -2.3635e+01 -1.8925e+01 +3.9095e+01
144 +5.279281689e+01 +5.279281689e+01 +1.673828169e+02 +1.673828169e+02 +3.4011e+00 -1.7001e+00 -9.4505e+00 +3.2117e+00 -6.8025e+00 -7.5602e+00 +4.4452e+00 +9.8578e+00 +5.4535e+00 -1.2904e+01 +3.1970e+01 -5.3570e+00 +1.2843e+01 -4.5360e+00 -3.1521e+01 -1.0595e+01 +3.5107e+01 -2.1825e+01 -1.6063e+01 +3.5659e+01
154 +5.204747644e+01 +5.204747644e+01 +1.666374764e+02 +1.666374764e+02 +3.9097e+00 -3.1653e+00 -8.4524e+00 +4.4634e+00 -6.3579e+00 -7.0687e+00 +5.9161e+00 +9.8945e+00 +6.5680e+00 -1.2202e+01 +2.9593e+01 -6.0823e+00 +1.3273e+01 -3.8609e+00 -2.7771e+01 -9.4529e+00 +3.0908e+01 -1.9070e+01 -1.4715e+01 +3.2442e+01
158 +5.063867891e+01 +5.063867891e+01 +1.652286789e+02 +1.652286789e+02 +3.0715e+00 -3.6028e+00 -8.0743e+00 +1.9919e+00 -7.5978e+00 -6.0695e+00 +3.2225e+00 +8.0700e+00 +6.1683e+00 -1.1848e+01 +2.9849e+01 -4.3522e+00 +1.1230e+01 -5.2795e+00 -2.8786e+01 -9.0937e+00 +3.2827e+01 -1.9069e+01 -1.5153e+01 +3.3913e+01
162 +4.127714147e+01 +4.127714147e+01 +1.558671415e+02 +1.558671415e+02 +4.3691e+00 -4.3700e+00 -1.2089e+01 +4.4324e+00 -1.1266e+01 -5.9684e+00 +3.9695e+00 +7.0939e+00 +7.3888e+00 -1.2914e+01 +3.7043e+01 -5.3144e+00 +1.4465e+01 -5.7651e+00 -3.4135e+01 -8.8895e+00 +3.9973e+01 -2.2622e+01 -1.8903e+01 +4.0475e+01
173 +4.073083091e+01 +4.073083091e+01 +1.553208309e+02 +1.553208309e+02 +4.6528e+00 -5.0394e+00 -1.0910e+01 +5.0151e+00 -1.0152e+01 -6.9953e+00 +3.9554e+00 +6.7463e+00 +6.8712e+00 -1.2194e+01 +3.5917e+01 -5.0938e+00 +1.5379e+01 -4.6937e+00 -3.2789e+01 -6.7727e+00 +3.9788e+01 -2.3253e+01 -2.1312e+01 +3.8120e+01
177 +3.570064290e+01 +3.570064290e+01 +1.502906429e+02 +1.502906429e+02 +3.7620e+00 -6.1837e+00 -1.2079e+01 +5.8095e+00 -1.2755e+01 -5.9797e+00 +4.7310e+00 +6.2950e+00 +7.0533e+00 -1.1848e+01 +3.5408e+01 -5.2255e+00 +1.4312e+01 -5.1355e+00 -3.2951e+01 -7.5283e+00 +3.7254e+01 -2.0740e+01 -2.0315e+01 +3.6880e+01
193 +3.347304001e+01 +3.347304001e+01 +1.480630400e+02 +1.480630400e+02 +2.9481e+00 -4.5353e+00 -1.1374e+01 +6.6818e+00 -1.4185e+01 -6.0864e+00 +5.1701e+00 +5.7035e+00 +7.0757e+00 -1.1723e+01 +3.7923e+01 -6.4837e+00 +1.3509e+01 -6.3241e+00 -3.5169e+01 -6.0634e+00 +3.7292e+01 -1.9095e+01 -1.9753e+01 +3.7493e+01
200 +3.272753285e+01 +3.272753285e+01 +1.473175329e+02 +1.473175329e+02 +1.9653e+00 -5.4607e+00 -1.0788e+01 +3.6585e+00 -9.8323e+00 -6.1766e+00 +5.6020e+00 +5.2035e+00 +8.0369e+00 -1.0314e+01 +3.0195e+01 -5.7172e+00 +1.2634e+01 -5.4046e+00 -2.8172e+01 -5.5824e+00 +3.2483e+01 -1.5714e+01 -1.9207e+01 +3.2742e+01
204 +3.054189846e+01 +3.054189846e+01 +1.451318985e+02 +1.451318985e+02 +2.5226e+00 -3.6868e+00 -1.1520e+01 +4.7300e+00 -1.0413e+01 -6.9999e+00 +5.8810e+00 +4.0544e+00 +8.3751e+00 -1.0297e+01 +3.6698e+01 -7.1345e+00 +1.2972e+01 -7.4244e+00 -3.3573e+01 -6.3364e+00 +4.0115e+01 -1.7111e+01 -2.2258e+01 +4.0193e+01
212 +2.877931618e+01 +2.877931618e+01 +1.433693162e+02 +1.433693162e+02 +2.9116e+00 -4.1912e+00 -1.4394e+01 +5.0634e+00 -1.3947e+01 -8.8159e+00 +7.6990e+00 +3.5433e+00 +1.0579e+01 -1.3513e+01 +4.5647e+01 -8.1258e+00 +1.6231e+01 -7.6721e+00 -3.9834e+01 -1.0287e+01 +4.9699e+01 -2.0199e+01 -2.6436e+01 +4.7451e+01
221 +2.689389567e+01 +2.689389567e+01 +1.414838957e+02 +1.414838957e+02 +1.1909e+00 -6.3562e+00 -1.0260e+01 +4.9442e+00 -9.9636e+00 -4.9124e+00 +4.5827e+00 +3.0307e+00 +6.7160e+00 -8.4516e+00 +3.2071e+01 -6.9978e+00 +1.1051e+01 -6.9412e+00 -3.0396e+01 -4.8634e+00 +3.5435e+01 -1.7160e+01 -1.8775e+01 +3.6182e+01
226 +2.428291242e+01 +2.428291242e+01 +1.388729124e+02 +1.388729124e+02 +1.1311e+00 -7.4155e+00 -1.1469e+01 +5.4101e+00 -1.1651e+01 -4.7471e+00 +5.8032e+00 +2.5729e+00 +5.8965e+00 -8.7229e+00 +3.4900e+01 -7.2542e+00 +1.2164e+01 -8.0634e+00 -3.2489e+01 -6.7559e+00 +3.8210e+01 -1.8029e+01 -1.9934e+01 +3.8570e+01
233 +1.951041420e+01 +1.951041420e+01 +1.341004142e+02 +1.341004142e+02 -2.0074e-03 -6.4808e+00 -9.6108e+00 +4.4448e+00 -1.1445e+01 -5.0635e+00 +6.2486e+00 +8.7135e-01 +6.7547e+00 -8.8758e+00 +3.3284e+01 -6.7486e+00 +1.1970e+01 -6.7085e+00 -2.8915e+01 -6.7478e+00 +3.6689e+01 -1.6612e+01 -1.9503e+01 +3.6022e+01
245 +1.672809519e+01 +1.672809519e+01 +1.313180952e+02 +1.313180952e+02 +2.6960e-01 -8.8742e+00 -1.2223e+01 +5.1360e+00 -1.4677e+01 -6.1772e+00 +5.8825e+00 -9.4237e-02 +5.2952e+00 -9.9319e+00 +4.0532e+01 -7.3351e+00 +1.3163e+01 -7.8610e+00 -3.3724e+01 -8.2359e+00 +4.4300e+01 -2.0171e+01 -2.2648e+01 +4.1940e+01
254 +1.323212876e+01 +1.323212876e+01 +1.278221288e+02 +1.278221288e+02 +3.5043e-01 -8.0573e+00 -9.8083e+00 +6.1461e+00 -1.1759e+01 -6.7499e+00 +5.2734e+00 -1.6256e+00 +5.0546e+00 -9.2451e+00 +3.8122e+01 -6.3619e+00 +1.0013e+01 -7.3355e+00 -2.7975e+01 -6.2625e+00 +4.1620e+01 -1.9086e+01 -2.0205e+01 +3.8462e+01
261 +1.155094025e+01 +1.155094025e+01 +1.261409402e+02 +1.261409402e+02 +1.2232e+00 -8.1698e+00 -1.0529e+01 +5.0938e+00 -1.1408e+01 -5.6961e+00 +4.7153e+00 -2.9712e+00 +6.0573e+00 -6.9643e+00 +3.7151e+01 -6.7110e+00 +1.1314e+01 -8.1654e+00 -3.2122e+01 -8.0152e+00 +4.0551e+01 -1.7170e+01 -2.0833e+01 +3.6999e+01
262 +7.973694209e+00 +7.973694209e+00 +1.225636942e+02 +1.225636942e+02 +2.3962e+00 -8.4080e+00 -9.4162e+00 +4.5985e+00 -1.2987e+01 -5.6076e+00 +5.7152e+00 -5.2950e+00 +6.0735e+00 -7.5853e+00 +3.9815e+01 -8.0700e+00 +1.2983e+01 -7.9201e+00 -3.3112e+01 -8.7469e+00 +4.2506e+01 -1.6977e+01 -2.1592e+01 +3.8150e+01
270 +6.009685800e+00 +6.009685800e+00 +1.205996858e+02 +1.205996858e+02 +1.0097e+00 -8.1856e+00 -1.0838e+01 +6.3401e+00 -1.2867e+01 -5.1207e+00 +7.5399e+00 -5.5472e+00 +5.9194e+00 -9.5608e+00 +3.9995e+01 -8.4530e+00 +1.3732e+01 -9.9121e+00 -3.5073e+01 -7.8058e+00 +4.2353e+01 -1.7720e+01 -2.1606e+01 +3.9055e+01
280 +5.759706674e+00 +5.759706674e+00 +1.203497067e+02 +1.203497067e+02 -3.4744e-01 -7.3318e+00 -1.1599e+01 +5.6477e+00 -1.3949e+01 -4.3960e+00 +8.9739e+00 -6.5376e+00 +5.8975e+00 -9.4602e+00 +4.3911e+01 -9.5693e+00 +1.5441e+01 -1.1055e+01 -3.8540e+01 -8.4348e+00 +4.5446e+01 -1.9948e+01 -2.2171e+01 +4.2114e+01
281 +4.817669246e+00 +4.817669246e+00 +1.194076692e+02 +1.194076692e+02 -3.0054e-01 -8.9068e+00 -1.2604e+01 +8.5621e+00 -1.5557e+01 -6.6103e+00 +9.0538e+00 -4.9494e+00 +6.4043e+00 -1.2853e+01 +4.8134e+01 -9.8111e+00 +1.7246e+01 -1.2331e+01 -3.9935e+01 -9.7385e+00 +4.8877e+01 -2.1103e+01 -2.4959e+01 +4.7962e+01
284 +4.051262460e+00 +4.051262460e+00 +1.186412625e+02 +1.186412625e+02 -9.4874e-01 -7.7380e+00 -1.3986e+01 +1.0671e+01 -1.3212e+01 -7.0095e+00 +7.7069e+00 -5.2967e+00 +7.0739e+00 -1.1711e+01 +4.9978e+01 -9.2275e+00 +1.9143e+01 -1.2323e+01 -3.9863e+01 -8.3134e+00 +4.8399e+01 -2.0272e+01 -2.5921e+01 +4.9289e+01
285 +3.951581048e+00 +3.951581048e+00 +1.185415810e+02 +1.185415810e+02 -1.0484e+00 -8.9369e+00 -1.4390e+01 +9.3056e+00 -1.8467e+01 -5.9790e+00 +8.7923e+00 -7.4990e+00 +5.6804e+00 -1.4214e+01 +5.4694e+01 -1.1302e+01 +1.7876e+01 -1.3833e+01 -4.2084e+01 -1.1077e+01 +5.4658e+01 -2.5129e+01 -2.6973e+01 +5.3037e+01
289 +3.314233248e+00 +3.314233248e+00 +1.179042332e+02 +1.179042332e+02 -1.6858e+00 -9.2380e+00 -1.2285e+01 +9.9529e+00 -1.6085e+01 -6.4496e+00 +1.0119e+01 -6.8111e+00 +7.8853e+00 -1.4318e+01 +5.0435e+01 -1.0561e+01 +1.8482e+01 -1.1255e+01 -4.1956e+01 -1.1426e+01 +4.8782e+01 -2.1930e+01 -2.6151e+01 +5.0853e+01
293 +2.242848964e+00 +2.242848964e+00 +1.168328490e+02 +1.168328490e+02 -2.7572e+00 -8.5245e+00 -1.4939e+01 +1.2831e+01 -1.8430e+01 -7.4237e+00 +1.2025e+01 -7.0860e+00 +9.2648e+00 -1.6021e+01 +5.7550e+01 -1.2383e+01 +2.3159e+01 -1.2338e+01 -4.6509e+01 -1.2143e+01 +5.4944e+01 -2.6521e+01 -2.8809e+01 +5.7003e+01
294 +2.036842688e+00 +2.036842688e+00 +1.166268427e+02 +1.166268427e+02 -2.9632e+00 -9.9974e+00 -1.2111e+01 +9.0064e+00 -1.3631e+01 -6.3689e+00 +9.6837e+00 -6.3091e+00 +5.7529e+00 -1.2426e+01 +4.5636e+01 -9.5727e+00 +1.5647e+01 -1.0448e+01 -3.7604e+01 -8.9611e+00 +4.2818e+01 -1.7803e+01 -2.3168e+01 +4.4957e+01
306 +1.909793808e-01 +1.909793808e-01 +1.147809794e+02 +1.147809794e+02 -4.8090e+00 -1.0294e+01 -1.3405e+01 +1.0013e+01 -1.5840e+01 -6.7904e+00 +1.0020e+01 -6.3138e+00 +5.5067e+00 -1.3342e+01 +5.5026e+01 -1.1030e+01 +1.9028e+01 -1.2582e+01 -4.3488e+01 -8.7129e+00 +4.8887e+01 -2.1376e+01 -2.6084e+01 +5.2865e+01
313 +0.000000000e+00 +0.000000000e+00 +1.145900000e+02 +1.145900000e+02 -5.5743e+00 -1.2534e+01 -1.3802e+01 +8.9919e+00 -1.6742e+01 -6.4781e+00 +1.0470e+01 -7.2546e+00 +5.7082e+00 -1.3871e+01 +5.5690e+01 -1.0611e+01 +1.9761e+01 -1.2628e+01 -4.3379e+01 -7.5908e+00 +5.0578e+01 -2.2095e+01 -2.8228e+01 +5.2885e+01
% function evaluation | noise-free fitness - Fopt (-3.698300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +2.944612841e+01 +2.944612841e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
3 +3.047086916e+02 +3.047086916e+02 -6.512130837e+01 -6.512130837e+01 -1.2811e+00 -1.0359e+00 -1.3698e+00 -1.7178e-01 +1.3880e+00 +7.0939e-01 +5.7404e-01 -1.1755e+00 +1.1787e+00 +7.2040e-01 -2.2870e+00 -1.3534e+00 +1.0854e+00 -1.7448e+00 +9.2299e-01 +1.5252e+00 -1.4514e-01 -1.5529e+00 +4.9349e+00 +2.0721e+00
17 +2.765307632e+02 +2.765307632e+02 -9.329923681e+01 -9.329923681e+01 +9.4934e-01 -1.6428e+00 -1.6986e-01 +1.8603e+00 -2.7195e-01 +5.3103e-01 +1.2718e+00 +5.2583e-01 +1.5778e+00 +1.6026e+00 -2.1768e+00 +2.8401e-03 +3.0085e+00 +7.3467e-01 +6.6321e-01 +1.7963e+00 +9.9077e-01 -1.7591e+00 +5.6043e+00 +2.1953e+00
22 +2.593254749e+02 +2.593254749e+02 -1.105045251e+02 -1.105045251e+02 +1.4322e+00 -1.5164e+00 -4.2751e-01 +2.3895e+00 -5.1033e-02 +2.4335e+00 +2.0861e+00 +6.3203e-01 +7.0602e-01 +1.4068e+00 -9.7419e-01 -7.8384e-01 +4.0472e+00 +7.3018e-01 +2.6796e-01 +2.8330e+00 -1.5449e-01 -3.0630e+00 +5.9936e+00 +3.0880e+00
26 +2.525478229e+02 +2.525478229e+02 -1.172821771e+02 -1.172821771e+02 +7.6292e-01 -1.8531e+00 +2.4588e-01 +2.1153e+00 -8.6707e-01 +8.9729e-01 +2.1975e+00 +7.5787e-01 +4.6665e-01 +4.3208e-01 -1.4199e+00 +4.3863e-01 +2.9264e+00 +2.3170e+00 -1.2869e-01 +1.5049e+00 +2.1692e+00 -1.3949e+00 +5.4092e+00 +4.3832e+00
27 +2.299832173e+02 +2.299832173e+02 -1.398467827e+02 -1.398467827e+02 +2.5383e+00 -2.0801e+00 -8.4622e-01 +1.6027e+00 -5.4071e-01 +4.8670e-01 -4.7588e-01 +5.8578e-02 +2.0949e+00 +9.2159e-01 -1.7267e+00 +1.4080e+00 +3.0201e+00 +1.4748e+00 +1.2353e+00 +3.8137e+00 +4.9844e-01 -2.3022e+00 +5.6683e+00 +4.5464e+00
33 +2.155373084e+02 +2.155373084e+02 -1.542926916e+02 -1.542926916e+02 +2.2077e+00 -3.0439e+00 -9.5653e-01 -8.0670e-02 -1.8783e+00 -9.6248e-01 +6.3567e-01 +1.8198e+00 +2.3743e+00 +1.7629e+00 -2.5955e+00 +1.5618e+00 +1.8794e+00 +1.6483e+00 +1.2089e+00 +5.8278e+00 +1.0270e+00 -3.9160e+00 +7.3857e+00 +4.9465e+00
34 +1.902509626e+02 +1.902509626e+02 -1.795790374e+02 -1.795790374e+02 +3.2164e+00 -2.4809e+00 -1.9178e+00 +2.6333e+00 +4.2044e-01 -9.6837e-01 -5.7504e-01 -9.5148e-01 -3.0754e-01 +5.7560e-02 -1.7938e+00 +1.6862e+00 +3.6716e+00 +1.1659e+00 +6.0304e-01 +4.3432e+00 +3.6425e+00 -2.8135e+00 +5.9736e+00 +5.2233e+00
43 +1.835807370e+02 +1.835807370e+02 -1.862492630e+02 -1.862492630e+02 +3.8170e+00 -3.9122e+00 -9.0147e-01 +2.1831e+00 +2.5387e-01 -1.1049e+00 +2.2213e-01 +5.7950e-02 -2.0288e-01 -2.1021e-01 -1.2072e+00 +1.8086e+00 +4.2202e+00 +1.3699e+00 +1.6826e+00 +3.9550e+00 +3.6219e+00 -5.4468e+00 +6.4405e+00 +4.4088e+00
44 +1.745608469e+02 +1.745608469e+02 -1.952691531e+02 -1.952691531e+02 +3.7028e+00 -1.7775e+00 -1.4083e+00 +1.7290e+00 +8.0028e-01 -1.1132e+00 -2.5243e+00 -1.4189e+00 -1.6922e-01 +1.8593e+00 -1.2232e+00 +1.6532e+00 +3.4916e+00 +4.4560e-01 +9.1252e-01 +4.1327e+00 +4.2264e+00 -3.9222e+00 +6.5431e+00 +5.6756e+00
50 +1.658794343e+02 +1.658794343e+02 -2.039505657e+02 -2.039505657e+02 +2.9192e+00 -3.7787e+00 -2.5172e+00 +5.5020e-01 +1.9515e+00 +2.9608e-01 -1.6709e+00 +5.8817e-01 +2.8700e-01 -6.6107e-01 -1.2651e+00 +2.5244e+00 +4.8943e+00 +2.6198e+00 +7.7179e-01 +4.9084e+00 +4.4757e+00 -3.3418e+00 +5.6418e+00 +5.8519e+00
56 +1.521196036e+02 +1.521196036e+02 -2.177103964e+02 -2.177103964e+02 +6.0389e+00 -2.9026e+00 -2.4662e+00 +1.6691e+00 +1.4316e+00 +1.1945e+00 -2.5327e+00 +1.6058e+00 +6.2154e-01 -1.1203e-02 -2.1232e+00 +2.3707e+00 +7.1819e+00 +2.9550e+00 +2.1136e+00 +6.9134e+00 +7.0329e+00 -2.9828e+00 +7.2785e+00 +6.7974e+00
64 +1.328215052e+02 +1.328215052e+02 -2.370084948e+02 -2.370084948e+02 +5.8426e+00 -3.3979e+00 -3.2641e+00 +2.4379e+00 +1.7489e+00 +2.1761e+00 -2.6715e+00 +1.6604e+00 +3.7981e-01 +4.2330e-01 -3.0727e+00 +2.3865e+00 +5.9315e+00 +3.5405e+00 +1.6075e+00 +7.7919e+00 +8.1573e+00 -4.2334e+00 +8.4446e+00 +8.9035e+00
68 +1.294502324e+02 +1.294502324e+02 -2.403797676e+02 -2.403797676e+02 +5.1579e+00 -1.9674e+00 -1.5713e+00 +1.9965e+00 +8.4522e-01 +2.1168e+00 -3.9987e+00 +4.8685e-01 +6.2725e-01 +2.7943e-01 -2.5441e+00 +2.3986e+00 +7.6838e+00 +2.7426e+00 +1.7182e+00 +6.7400e+00 +6.9841e+00 -5.2501e+00 +6.1388e+00 +6.5924e+00
73 +1.187901230e+02 +1.187901230e+02 -2.510398770e+02 -2.510398770e+02 +4.8359e+00 +1.6262e-01 -9.5125e-01 +3.2262e+00 +8.3555e-01 +1.4341e+00 -3.6741e+00 -1.4377e+00 +7.2730e-01 +6.3005e-01 -2.4471e+00 +2.8633e+00 +8.2069e+00 +2.8490e+00 +2.2844e+00 +5.4083e+00 +7.0611e+00 -5.8949e+00 +4.8396e+00 +5.8679e+00
90 +1.099699210e+02 +1.099699210e+02 -2.598600790e+02 -2.598600790e+02 +4.6928e+00 +6.7728e-03 +3.8155e-01 +2.2453e+00 +1.2854e+00 +1.4855e+00 -3.1995e+00 -4.4219e+00 +9.4274e-01 +1.1280e+00 -3.1943e+00 +2.8854e+00 +8.8561e+00 +3.7340e+00 +2.1735e+00 +7.4175e+00 +7.2421e+00 -6.5486e+00 +6.2004e+00 +4.6547e+00
91 +9.679771261e+01 +9.679771261e+01 -2.730322874e+02 -2.730322874e+02 +4.9062e+00 -9.6785e-01 -1.4950e+00 +2.6808e+00 +2.4031e+00 +1.8998e+00 -4.5583e+00 -1.8407e+00 -1.6069e-01 +1.1208e+00 -5.6338e+00 +2.0751e+00 +9.3139e+00 +3.4225e+00 +2.9585e+00 +5.4366e+00 +6.6956e+00 -6.6610e+00 +6.2311e+00 +8.2731e+00
92 +9.127709612e+01 +9.127709612e+01 -2.785529039e+02 -2.785529039e+02 +4.3982e+00 +1.6538e+00 -1.5563e+00 -3.0109e-01 +3.0511e+00 -2.9795e-01 -6.0107e+00 -1.9025e+00 -2.9392e+00 +1.4991e+00 -4.2911e+00 +2.8472e+00 +7.6246e+00 +3.2780e+00 +2.9370e+00 +6.5232e+00 +5.7124e+00 -6.6105e+00 +5.1351e+00 +6.9529e+00
93 +9.033788004e+01 +9.033788004e+01 -2.794921200e+02 -2.794921200e+02 +4.5437e+00 -3.1456e-01 -7.4483e-01 +4.7076e+00 +4.5427e+00 +3.1337e+00 -4.2877e+00 -2.1045e+00 -2.4969e-01 +3.1582e+00 -7.3188e+00 +1.0305e+00 +1.1063e+01 +3.0263e+00 +2.4428e+00 +7.3003e+00 +5.4976e+00 -5.1775e+00 +5.6662e+00 +8.9417e+00
107 +8.252520262e+01 +8.252520262e+01 -2.873047974e+02 -2.873047974e+02 +6.2968e+00 +1.5841e+00 -1.7035e-01 +5.9164e+00 +4.1070e+00 +1.9147e+00 -5.0162e+00 -2.3053e+00 -1.6551e+00 +3.6749e+00 -7.0470e+00 +4.5228e-01 +1.1987e+01 +3.2798e+00 +3.2599e+00 +6.6872e+00 +5.2628e+00 -5.0234e+00 +6.4744e+00 +9.1677e+00
115 +7.831357293e+01 +7.831357293e+01 -2.915164271e+02 -2.915164271e+02 +7.9762e+00 +2.0032e+00 +6.4279e-01 +6.4054e+00 +3.9817e+00 +1.9165e+00 -7.3050e+00 -4.2779e+00 -2.9098e+00 +3.5776e+00 -7.4327e+00 +1.6790e-01 +1.2296e+01 +2.5542e+00 +3.9222e+00 +7.4573e+00 +5.0487e+00 -5.7917e+00 +6.5622e+00 +1.0228e+01
117 +6.471977466e+01 +6.471977466e+01 -3.051102253e+02 -3.051102253e+02 +6.5191e+00 +1.8776e+00 -9.1491e-01 +5.3536e+00 +7.2965e+00 +2.8403e+00 -6.2871e+00 -4.8860e+00 -2.1627e+00 +6.0235e+00 -7.0174e+00 -1.3700e+00 +1.0499e+01 +4.0934e+00 +4.2258e+00 +6.2439e+00 +5.4647e+00 -6.2320e+00 +6.7994e+00 +8.6464e+00
125 +6.141337335e+01 +6.141337335e+01 -3.084166267e+02 -3.084166267e+02 +5.6043e+00 +1.4522e+00 +4.3130e-02 +6.5969e+00 +7.0408e+00 +4.0331e+00 -5.9221e+00 -5.2285e+00 -2.1392e+00 +5.4887e+00 -5.8875e+00 -1.1723e+00 +1.0166e+01 +3.4165e+00 +5.2297e+00 +7.2506e+00 +5.8859e+00 -7.4214e+00 +5.4242e+00 +8.5734e+00
132 +5.484115745e+01 +5.484115745e+01 -3.149888425e+02 -3.149888425e+02 +4.9835e+00 +1.4716e+00 -1.0759e+00 +5.1747e+00 +5.7047e+00 +4.6475e+00 -4.9462e+00 -3.3683e+00 -1.7657e+00 +5.0209e+00 -6.5232e+00 +9.3318e-01 +8.8054e+00 +3.4784e+00 +5.2342e+00 +6.4012e+00 +6.5538e+00 -6.0297e+00 +5.1432e+00 +6.7313e+00
143 +4.827197858e+01 +4.827197858e+01 -3.215580214e+02 -3.215580214e+02 +7.2165e+00 +1.3909e+00 -2.2429e+00 +4.6098e+00 +4.9872e+00 +5.7136e+00 -4.6290e+00 -3.7810e+00 -1.8399e+00 +5.6336e+00 -6.7870e+00 +7.9740e-01 +8.9497e+00 +5.2482e+00 +5.8142e+00 +8.3020e+00 +6.6826e+00 -8.8138e+00 +7.8068e+00 +5.5306e+00
152 +4.331571190e+01 +4.331571190e+01 -3.265142881e+02 -3.265142881e+02 +7.0281e+00 +2.0070e+00 -2.1120e+00 +4.0083e+00 +5.2057e+00 +6.4953e+00 -4.2637e+00 -5.4275e+00 -2.8473e+00 +6.3911e+00 -5.4002e+00 +1.0684e+00 +9.0062e+00 +4.8570e+00 +5.9209e+00 +7.0891e+00 +6.7799e+00 -9.1388e+00 +9.1475e+00 +5.7510e+00
