% function evaluation | noise-free fitness - Fopt (-9.210000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
154 +5.489258123e+01 +5.489258123e+01 +9.965625812e+02 +9.965625812e+02 -6.7829e+00 -8.8390e+00 +3.4761e+00 +7.3203e-01 -4.1052e+00 -3.4603e+00 -1.7563e+01 -2.7902e+00 +3.2875e+00 -9.8002e+00 -3.5054e+00 +3.8707e+00 -1.0718e+01 -7.9572e+00 +7.5777e+00 +1.3385e+01 -1.3732e+01 +7.2828e+00 +2.6548e+01 +1.6721e+01
162 +4.176378124e+01 +4.176378124e+01 +9.834337812e+02 +9.834337812e+02 -9.9298e+00 -1.0682e+01 +4.2921e+00 -6.7810e-01 -4.7867e+00 -4.6257e+00 -1.9968e+01 -4.8393e+00 +4.0381e+00 -1.0806e+01 -3.4513e+00 +4.9063e+00 -1.2216e+01 -9.9201e+00 +1.3087e+01 +1.6882e+01 -1.7271e+01 +6.9743e+00 +3.1724e+01 +2.0458e+01
177 +3.141406442e+01 +3.141406442e+01 +9.730840644e+02 +9.730840644e+02 -1.5296e+01 -1.6141e+01 +6.8486e+00 -9.6352e-01 -7.3485e+00 -6.0254e+00 -2.6610e+01 -5.6154e+00 +5.7523e+00 -1.2273e+01 -1.7968e+00 +7.3950e+00 -1.5373e+01 -1.2697e+01 +1.6468e+01 +2.0801e+01 -2.4211e+01 +8.1819e+00 +4.0431e+01 +2.5014e+01
182 +2.393099452e+01 +2.393099452e+01 +9.656009945e+02 +9.656009945e+02 -1.8735e+01 -1.6380e+01 +8.7365e+00 +1.2434e+00 -7.7060e+00 -7.6160e+00 -3.3230e+01 -7.1646e+00 +5.5051e+00 -1.4480e+01 -5.1438e-01 +1.0425e+01 -1.6729e+01 -1.5826e+01 +2.0920e+01 +2.4427e+01 -2.8299e+01 +8.9440e+00 +4.7835e+01 +3.2577e+01
198 +2.042000577e+01 +2.042000577e+01 +9.620900058e+02 +9.620900058e+02 -2.1413e+01 -1.9264e+01 +8.9273e+00 +2.5317e+00 -8.6822e+00 -8.8284e+00 -3.7830e+01 -7.4941e+00 +6.6778e+00 -1.5001e+01 -2.0941e-02 +1.3250e+01 -1.7904e+01 -1.7178e+01 +2.4582e+01 +2.8623e+01 -3.3812e+01 +1.0122e+01 +5.5129e+01 +3.9267e+01
204 +1.817015059e+01 +1.817015059e+01 +9.598401506e+02 +9.598401506e+02 -1.7432e+01 -1.4297e+01 +6.3994e+00 +1.0874e+00 -7.2657e+00 -5.7801e+00 -2.7983e+01 -6.2971e+00 +6.0278e+00 -1.1386e+01 +1.2670e+00 +1.2047e+01 -1.3711e+01 -1.4334e+01 +2.1395e+01 +2.2112e+01 -2.7321e+01 +9.8417e+00 +4.5395e+01 +3.4019e+01
210 +1.315667646e+01 +1.315667646e+01 +9.548266765e+02 +9.548266765e+02 -2.4465e+01 -2.1141e+01 +1.1551e+01 +3.5348e+00 -8.3560e+00 -9.6278e+00 -4.1442e+01 -7.5364e+00 +9.2981e+00 -1.6412e+01 +1.7114e+00 +1.3752e+01 -2.0062e+01 -1.9991e+01 +2.8089e+01 +3.3018e+01 -3.9419e+01 +1.2135e+01 +6.2882e+01 +4.5417e+01
212 +8.472285022e+00 +8.472285022e+00 +9.501422850e+02 +9.501422850e+02 -3.5690e+01 -2.9874e+01 +1.6566e+01 +7.3235e+00 -1.1542e+01 -1.3723e+01 -5.9207e+01 -1.1344e+01 +1.2564e+01 -2.4289e+01 +2.4784e+00 +2.0159e+01 -2.8424e+01 -3.0414e+01 +4.2933e+01 +4.6595e+01 -5.8083e+01 +1.8726e+01 +9.0188e+01 +6.4414e+01
215 +8.134338151e+00 +8.134338151e+00 +9.498043382e+02 +9.498043382e+02 -2.4746e+01 -2.1824e+01 +1.1855e+01 +4.4010e+00 -8.8898e+00 -9.1402e+00 -4.2144e+01 -7.4249e+00 +9.2688e+00 -1.7824e+01 +2.8354e+00 +1.5972e+01 -1.9951e+01 -2.1024e+01 +2.7648e+01 +3.5160e+01 -3.8792e+01 +1.2506e+01 +6.2981e+01 +4.5275e+01
217 +7.030770029e+00 +7.030770029e+00 +9.487007700e+02 +9.487007700e+02 -2.8706e+01 -2.4630e+01 +1.2360e+01 +5.0737e+00 -1.1235e+01 -1.0933e+01 -4.8939e+01 -8.0457e+00 +1.1938e+01 -1.9257e+01 +2.9074e+00 +1.7408e+01 -2.2917e+01 -2.3197e+01 +3.5657e+01 +3.8555e+01 -4.7063e+01 +1.3668e+01 +7.4069e+01 +5.5110e+01
224 +0.000000000e+00 +0.000000000e+00 +9.416700000e+02 +9.416700000e+02 -3.5350e+01 -2.9192e+01 +1.4681e+01 +7.8836e+00 -1.2601e+01 -1.4548e+01 -5.8808e+01 -1.0407e+01 +1.3632e+01 -2.2866e+01 +5.2002e+00 +2.1534e+01 -2.6284e+01 -3.0149e+01 +4.2976e+01 +4.8571e+01 -5.6554e+01 +1.7019e+01 +9.0162e+01 +6.6925e+01
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.992761284e+02 +3.992761284e+02 +3.618261284e+02 +3.618261284e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +3.648679498e+02 +3.648679498e+02 +3.274179498e+02 +3.274179498e+02 +6.5485e-01 -1.5108e+00 +1.1462e+00 -2.8220e-01 +3.8078e-01 -4.9657e-01 -4.6900e-01 -4.8347e-01 -5.7318e-03 +2.3696e+00 -1.1612e+00 +9.9586e-01 -2.9021e-01 -7.7184e-01 +1.7821e-01 -1.2768e-01 -1.5907e+00 -1.4100e+00 +7.9072e-01 -1.5892e+00
7 +3.528549895e+02 +3.528549895e+02 +3.154049895e+02 +3.154049895e+02 -1.7525e+00 -3.2392e-02 +2.4484e-01 -4.0744e-02 +2.7259e+00 +2.3122e+00 -3.2923e+00 -1.5414e+00 -4.6891e+00 +5.1694e-01 -1.2770e+00 +1.7118e+00 -1.1041e+00 +1.5511e+00 +3.5526e+00 +7.0179e-01 +1.1706e+00 +2.8109e+00 +2.6047e+00 -1.9325e-01
14 +3.350065671e+02 +3.350065671e+02 +2.975565671e+02 +2.975565671e+02 -1.7261e+00 +1.0100e-01 -1.5113e+00 +1.0004e+00 +1.2615e+00 +1.5376e+00 -2.9201e+00 -1.0043e-01 -3.7130e+00 +6.4532e-01 -1.0516e+00 -7.9266e-01 -2.2543e+00 +1.2946e+00 +2.1411e+00 -7.3370e-03 +6.9042e-01 +4.3155e+00 +3.8695e+00 -1.0317e+00
17 +3.287754456e+02 +3.287754456e+02 +2.913254456e+02 +2.913254456e+02 -2.3501e+00 +6.1700e-01 -4.1349e-01 -1.6392e+00 +1.6975e-01 +2.2076e+00 -2.7212e+00 -1.0037e+00 -4.8940e+00 -1.3832e-01 -2.1884e+00 +1.7314e+00 -1.2868e+00 +7.7265e-01 +2.7604e+00 +2.6535e-02 +4.2434e-01 +2.9642e+00 +3.4900e+00 -1.5713e+00
22 +3.118016125e+02 +3.118016125e+02 +2.743516125e+02 +2.743516125e+02 -2.2189e+00 +6.2791e-01 -6.8293e-01 -8.6928e-01 +1.0995e+00 +1.0297e+00 -3.3165e+00 -9.6601e-01 -4.1895e+00 -3.8737e-01 -7.9667e-01 +1.8683e+00 -7.1399e-01 -1.4323e+00 +3.8860e+00 -8.4493e-01 +1.1970e+00 +4.0169e+00 +3.5409e+00 -2.0354e+00
27 +3.076879351e+02 +3.076879351e+02 +2.702379351e+02 +2.702379351e+02 -3.4613e+00 +9.7276e-01 +3.5882e-01 -2.3083e+00 +2.5339e+00 +3.6403e+00 -2.9482e+00 +5.3480e-01 -5.3358e+00 +3.2280e-02 -8.5874e-01 +1.1022e+00 -2.1999e+00 -2.6533e-01 +3.2907e+00 +7.4664e-01 +6.3081e-01 +3.5670e+00 +3.9888e+00 -1.5448e+00
34 +2.641075374e+02 +2.641075374e+02 +2.266575374e+02 +2.266575374e+02 -1.9137e+00 +8.5301e-02 +8.3056e-02 -9.8407e-01 +4.0978e+00 +4.5724e+00 -4.8769e-01 +6.6346e-01 -5.2629e+00 +1.9122e+00 -2.9836e+00 +9.5294e-01 -1.0346e+00 -4.7536e-02 +3.9812e+00 +5.0732e-01 +6.4314e-01 +4.7066e+00 +4.4025e+00 -4.9923e+00
43 +2.618185730e+02 +2.618185730e+02 +2.243685730e+02 +2.243685730e+02 -1.8933e+00 +1.2185e+00 +1.6372e-01 -1.4174e+00 +4.9215e+00 +4.9794e+00 +1.6436e+00 +1.3444e+00 -5.3621e+00 +2.2612e+00 -2.1664e+00 +2.1052e+00 +1.1406e-01 -6.8882e-01 +3.5893e+00 +8.6187e-01 +7.8648e-01 +5.2024e+00 +5.5122e+00 -3.5240e+00
44 +2.274693166e+02 +2.274693166e+02 +1.900193166e+02 +1.900193166e+02 -1.3160e+00 +1.8578e-02 +2.4637e+00 +1.9919e-01 +1.9723e+00 +3.2754e+00 -6.5137e-01 +5.8758e-01 -4.4160e+00 +2.1064e+00 -1.7904e+00 +1.8673e-01 -2.4673e+00 +5.2864e-01 +5.3234e+00 +1.2440e+00 -1.8978e+00 +4.5284e+00 +4.4218e+00 -6.7302e+00
53 +1.985800775e+02 +1.985800775e+02 +1.611300775e+02 +1.611300775e+02 +2.0936e-01 +8.2100e-01 +3.5635e+00 +1.9006e+00 +1.1395e+00 +3.0682e+00 -1.3121e+00 +3.4033e-01 -3.5721e+00 +2.5570e+00 -1.5432e+00 +8.5596e-02 -4.1570e+00 +1.4294e-01 +4.5386e+00 +3.9656e+00 -2.5451e+00 +3.2979e+00 +5.6199e+00 -7.9278e+00
64 +1.642167179e+02 +1.642167179e+02 +1.267667179e+02 +1.267667179e+02 +9.6914e-01 +1.9248e+00 +4.9379e+00 +2.2948e+00 -1.3884e+00 +2.9999e+00 -1.6885e+00 +2.8086e-01 -2.1634e+00 +1.5353e+00 -1.7988e+00 +5.0151e-02 -4.3019e+00 -1.6746e+00 +2.6922e+00 +4.9961e+00 -4.8058e+00 +4.1592e+00 +5.6274e+00 -8.9428e+00
82 +1.373211013e+02 +1.373211013e+02 +9.987110125e+01 +9.987110125e+01 +7.6334e-01 +4.0325e-01 +5.0162e+00 +3.9091e+00 -3.2857e+00 +5.5013e+00 +3.8438e-01 -5.8470e-01 -2.2532e+00 +1.4169e+00 -5.7762e-01 +6.7322e-01 -5.5907e+00 -6.5659e-01 +3.8080e+00 +6.2653e+00 -7.4634e+00 +5.0697e+00 +6.2737e+00 -8.9129e+00
95 +1.260061904e+02 +1.260061904e+02 +8.855619039e+01 +8.855619039e+01 -8.8041e-01 +7.2078e-01 +5.7377e+00 +5.4641e+00 -3.7498e+00 +6.8502e+00 +1.7052e+00 +1.7277e-01 -3.0433e-01 +2.3262e+00 +4.7465e-01 +1.6612e+00 -6.7184e+00 -7.7860e-01 +3.3318e+00 +8.0412e+00 -7.7200e+00 +5.0496e+00 +7.2009e+00 -1.0793e+01
111 +1.239249268e+02 +1.239249268e+02 +8.647492675e+01 +8.647492675e+01 -1.5953e+00 +2.3442e+00 +4.8229e+00 +5.9938e+00 -4.0215e+00 +8.0433e+00 +2.1338e+00 -9.7834e-01 +3.1937e-01 +2.5163e+00 -3.8489e-01 +2.1560e+00 -6.7846e+00 -1.8731e+00 +3.9423e+00 +7.5170e+00 -8.2484e+00 +3.4856e+00 +8.3767e+00 -1.1070e+01
112 +1.168453104e+02 +1.168453104e+02 +7.939531039e+01 +7.939531039e+01 -3.6821e-01 +1.5595e+00 +4.5492e+00 +6.0777e+00 -1.7909e+00 +8.9521e+00 +2.7672e+00 +5.3264e-01 -1.5660e+00 +4.2946e+00 -1.1789e+00 +1.6177e+00 -8.0741e+00 -2.5468e+00 +4.6435e+00 +5.3901e+00 -7.9130e+00 +4.8050e+00 +8.3239e+00 -1.1147e+01
113 +1.083511980e+02 +1.083511980e+02 +7.090119804e+01 +7.090119804e+01 -1.2784e+00 +2.6348e-01 +4.2977e+00 +7.2524e+00 -3.5849e+00 +8.5348e+00 +3.1313e+00 +5.1424e-01 +1.6745e+00 +2.8355e-01 +1.7446e+00 +4.4370e+00 -7.1501e+00 -1.7833e+00 +3.5818e+00 +6.2385e+00 -9.4218e+00 +5.4958e+00 +7.6681e+00 -1.0840e+01
117 +1.055263417e+02 +1.055263417e+02 +6.807634175e+01 +6.807634175e+01 -8.4455e-01 +3.2188e+00 +2.9602e+00 +5.3613e+00 -3.1936e+00 +6.8389e+00 +8.4479e-01 -9.7739e-01 -1.5215e-01 +2.2710e+00 -4.2275e-01 +3.3574e+00 -7.2618e+00 -3.7692e+00 +3.6919e+00 +5.9903e+00 -9.6635e+00 +5.7582e+00 +7.1593e+00 -1.0017e+01
123 +8.627903492e+01 +8.627903492e+01 +4.882903492e+01 +4.882903492e+01 -1.7715e+00 +4.7392e+00 +4.9213e+00 +4.8647e+00 -2.6551e+00 +7.1618e+00 +1.2932e+00 -2.9028e+00 +1.4419e+00 +4.0835e+00 -5.4184e-01 +4.5808e+00 -9.5456e+00 -3.0350e+00 +3.7661e+00 +7.5253e+00 -1.1856e+01 +6.1890e+00 +5.0412e+00 -1.1414e+01
138 +7.386122841e+01 +7.386122841e+01 +3.641122841e+01 +3.641122841e+01 -2.2435e+00 +4.1052e+00 +3.8711e+00 +5.7258e+00 -2.7079e+00 +9.1923e+00 +1.9544e+00 -3.4573e+00 +2.5101e+00 +3.5530e+00 +9.9530e-01 +6.4247e+00 -1.0259e+01 -4.5609e+00 +3.4118e+00 +8.9811e+00 -1.3349e+01 +6.2617e+00 +5.6900e+00 -1.2651e+01
142 +7.024354501e+01 +7.024354501e+01 +3.279354501e+01 +3.279354501e+01 -1.2365e+00 +4.7935e+00 +5.8183e+00 +4.3183e+00 -2.1405e+00 +9.8715e+00 +2.7325e+00 -3.6019e+00 +5.4984e+00 +5.6598e+00 -7.7757e-01 +6.1442e+00 -1.4125e+01 -5.6843e+00 +3.9316e+00 +8.6413e+00 -1.5589e+01 +7.0293e+00 +3.5856e+00 -1.5251e+01
143 +5.799234188e+01 +5.799234188e+01 +2.054234188e+01 +2.054234188e+01 -4.3962e-01 +3.2733e+00 +4.4021e+00 +5.2929e+00 -2.7468e+00 +8.9448e+00 +4.1949e+00 -2.9260e+00 +3.1622e+00 +4.0521e+00 +4.0590e-01 +4.9515e+00 -1.2620e+01 -4.6728e+00 +5.1537e+00 +6.9819e+00 -1.2655e+01 +7.3038e+00 +5.6680e+00 -1.5028e+01
147 +5.234084304e+01 +5.234084304e+01 +1.489084304e+01 +1.489084304e+01 -3.1873e+00 +4.9362e+00 +5.8621e+00 +6.7287e+00 -4.6138e+00 +1.0494e+01 +4.8760e+00 -3.3978e+00 +4.5582e+00 +6.3611e+00 -1.3752e+00 +5.2720e+00 -1.4188e+01 -5.2732e+00 +5.1158e+00 +8.9037e+00 -1.3729e+01 +5.6621e+00 +5.4290e+00 -1.2270e+01
165 +4.678987788e+01 +4.678987788e+01 +9.339877876e+00 +9.339877876e+00 -3.6549e+00 +4.8120e+00 +7.2983e+00 +4.9037e+00 -2.8473e+00 +1.0432e+01 +5.1628e+00 -4.3814e+00 +4.5288e+00 +5.6891e+00 +2.1998e+00 +4.2797e+00 -1.5607e+01 -7.6728e+00 +4.0186e+00 +8.0615e+00 -1.4798e+01 +5.8780e+00 +6.3047e+00 -1.2750e+01
169 +4.505354542e+01 +4.505354542e+01 +7.603545416e+00 +7.603545416e+00 -3.0327e+00 +3.7774e+00 +5.6644e+00 +4.3530e+00 -4.2018e+00 +8.1563e+00 +3.2501e+00 -4.8144e+00 +3.4481e+00 +6.6226e+00 +1.2067e+00 +5.4307e+00 -1.3437e+01 -5.7547e+00 +5.7514e+00 +1.0518e+01 -1.2140e+01 +7.8378e+00 +6.5140e+00 -1.1761e+01
170 +4.406532716e+01 +4.406532716e+01 +6.615327161e+00 +6.615327161e+00 -3.0544e+00 +4.1064e+00 +9.4974e+00 +7.4565e+00 -6.0448e+00 +1.2655e+01 +7.7165e+00 -4.7052e+00 +9.2573e+00 +5.8049e+00 +3.5893e+00 +6.0492e+00 -1.7375e+01 -9.2110e+00 +4.4347e+00 +1.3413e+01 -1.9228e+01 +6.0984e+00 +4.0324e+00 -1.4795e+01
172 +4.064058219e+01 +4.064058219e+01 +3.190582188e+00 +3.190582188e+00 -2.1952e+00 +5.1977e+00 +7.6549e+00 +9.6648e+00 -4.1982e+00 +1.2876e+01 +7.9061e+00 -5.2350e+00 +9.1543e+00 +7.3577e+00 +4.2263e+00 +4.8462e+00 -1.7853e+01 -9.5538e+00 +4.3532e+00 +1.3892e+01 -1.9491e+01 +6.6598e+00 +4.5104e+00 -1.5263e+01
173 +3.628891337e+01 +3.628891337e+01 -1.161086629e+00 -1.161086629e+00 -4.1773e+00 +3.5111e+00 +9.6162e+00 +7.8212e+00 -6.0415e+00 +1.2964e+01 +6.8895e+00 -3.2233e+00 +8.2347e+00 +5.8153e+00 +4.1552e+00 +5.2701e+00 -1.4912e+01 -1.1351e+01 +6.0757e+00 +1.2727e+01 -1.9665e+01 +6.4582e+00 +5.5368e+00 -1.2833e+01
174 +3.207302497e+01 +3.207302497e+01 -5.376975029e+00 -5.376975029e+00 -2.4376e+00 +6.2353e+00 +1.0669e+01 +8.0265e+00 -8.7227e+00 +1.2987e+01 +1.0139e+01 -4.2851e+00 +1.1118e+01 +5.4891e+00 +3.7662e+00 +6.2425e+00 -1.9604e+01 -1.0263e+01 +5.0535e+00 +1.5480e+01 -2.2036e+01 +6.5949e+00 +4.9907e+00 -1.5042e+01
191 +2.990294252e+01 +2.990294252e+01 -7.547057484e+00 -7.547057484e+00 -2.7374e+00 +7.1957e+00 +1.1312e+01 +8.7660e+00 -9.6294e+00 +1.3169e+01 +1.1778e+01 -4.7393e+00 +1.2417e+01 +5.5709e+00 +4.4776e+00 +6.5818e+00 -1.9950e+01 -9.7654e+00 +5.5966e+00 +1.7553e+01 -2.3033e+01 +6.0060e+00 +5.4150e+00 -1.3925e+01
204 +2.714445118e+01 +2.714445118e+01 -1.030554882e+01 -1.030554882e+01 -4.9782e+00 +7.6591e+00 +1.0135e+01 +6.9338e+00 -8.6355e+00 +1.2108e+01 +8.1784e+00 -6.4502e+00 +1.1041e+01 +7.4810e+00 +5.6451e+00 +6.4924e+00 -1.9205e+01 -1.0173e+01 +6.0261e+00 +1.5333e+01 -2.2946e+01 +7.4585e+00 +5.6945e+00 -1.4205e+01
213 +2.490234455e+01 +2.490234455e+01 -1.254765545e+01 -1.254765545e+01 -1.9776e+00 +5.9549e+00 +8.3303e+00 +5.0895e+00 -6.7277e+00 +8.9703e+00 +7.7830e+00 -5.5257e+00 +7.7328e+00 +8.1558e+00 +3.9846e+00 +6.6819e+00 -1.6778e+01 -7.7344e+00 +6.2810e+00 +1.1548e+01 -1.9384e+01 +6.3032e+00 +5.9622e+00 -1.1338e+01
223 +2.414552963e+01 +2.414552963e+01 -1.330447037e+01 -1.330447037e+01 -1.7664e+00 +6.3880e+00 +8.3059e+00 +4.2931e+00 -6.9583e+00 +1.0871e+01 +7.0505e+00 -6.2846e+00 +7.5459e+00 +8.9011e+00 +3.8060e+00 +6.7499e+00 -1.7590e+01 -6.4373e+00 +6.0569e+00 +1.1558e+01 -2.0277e+01 +7.1877e+00 +5.9009e+00 -1.2405e+01
225 +2.274530363e+01 +2.274530363e+01 -1.470469637e+01 -1.470469637e+01 -2.5514e+00 +7.4383e+00 +1.0427e+01 +5.5627e+00 -1.0098e+01 +1.0510e+01 +1.0019e+01 -7.6607e+00 +1.4232e+01 +8.9637e+00 +7.0789e+00 +9.1112e+00 -2.2873e+01 -1.0867e+01 +5.1889e+00 +1.5311e+01 -2.7951e+01 +5.3571e+00 +5.5102e+00 -1.4136e+01
233 +2.172861782e+01 +2.172861782e+01 -1.572138218e+01 -1.572138218e+01 -3.2101e+00 +6.6557e+00 +7.4898e+00 +4.3160e+00 -9.5197e+00 +1.1404e+01 +9.3955e+00 -6.4808e+00 +1.2720e+01 +8.4015e+00 +5.5870e+00 +1.0152e+01 -2.2822e+01 -9.1494e+00 +6.5388e+00 +1.4504e+01 -2.3776e+01 +4.9850e+00 +5.5888e+00 -1.3453e+01
236 +1.998665119e+01 +1.998665119e+01 -1.746334881e+01 -1.746334881e+01 -2.5312e+00 +5.6200e+00 +7.2679e+00 +3.5051e+00 -7.7768e+00 +9.3995e+00 +6.3975e+00 -7.5471e+00 +1.2218e+01 +8.0730e+00 +4.9634e+00 +7.7373e+00 -1.7831e+01 -9.3841e+00 +4.9820e+00 +1.3779e+01 -2.2909e+01 +7.3239e+00 +6.4967e+00 -1.0950e+01
253 +1.662606258e+01 +1.662606258e+01 -2.082393742e+01 -2.082393742e+01 -1.8577e+00 +7.6770e+00 +1.0587e+01 +1.7909e+00 -9.3715e+00 +1.0829e+01 +9.7820e+00 -1.1461e+01 +1.9860e+01 +7.9241e+00 +6.7728e+00 +1.0236e+01 -2.1077e+01 -1.2017e+01 +6.1469e+00 +1.8399e+01 -3.0946e+01 +7.3520e+00 +7.9247e+00 -1.5189e+01
259 +1.468144125e+01 +1.468144125e+01 -2.276855875e+01 -2.276855875e+01 -1.5954e+00 +5.3300e+00 +9.8737e+00 +6.2137e-01 -8.9976e+00 +9.8855e+00 +8.6757e+00 -9.6335e+00 +1.8775e+01 +9.5101e+00 +7.6377e+00 +9.7527e+00 -1.9571e+01 -1.3583e+01 +8.6339e+00 +2.0124e+01 -2.7888e+01 +9.0896e+00 +6.7551e+00 -1.5593e+01
263 +1.390847602e+01 +1.390847602e+01 -2.354152398e+01 -2.354152398e+01 -1.3693e+00 +3.6549e+00 +8.6244e+00 -8.1439e-01 -6.9306e+00 +6.6632e+00 +7.7613e+00 -9.5515e+00 +1.5513e+01 +9.0444e+00 +5.7955e+00 +8.9809e+00 -1.6356e+01 -1.4017e+01 +8.5742e+00 +1.8036e+01 -2.4855e+01 +7.1033e+00 +6.8293e+00 -1.4456e+01
265 +1.370064247e+01 +1.370064247e+01 -2.374935753e+01 -2.374935753e+01 -6.8751e-01 +3.9529e+00 +8.7616e+00 -2.5578e-01 -7.4326e+00 +1.0825e+01 +7.3467e+00 -8.4416e+00 +1.4818e+01 +8.6248e+00 +4.9980e+00 +8.7200e+00 -1.7645e+01 -9.6447e+00 +8.6962e+00 +1.6891e+01 -2.5568e+01 +8.7696e+00 +8.0358e+00 -1.4386e+01
270 +1.315293179e+01 +1.315293179e+01 -2.429706821e+01 -2.429706821e+01 +2.5874e-01 +7.9934e+00 +1.1560e+01 +8.4773e-01 -1.0831e+01 +1.0802e+01 +1.0414e+01 -1.0642e+01 +2.2276e+01 +1.0438e+01 +9.3830e+00 +1.1463e+01 -2.3646e+01 -1.7254e+01 +8.7394e+00 +2.6166e+01 -3.3326e+01 +9.6599e+00 +6.3542e+00 -1.8530e+01
272 +1.168781909e+01 +1.168781909e+01 -2.576218091e+01 -2.576218091e+01 -2.8776e-01 +6.9169e+00 +9.9055e+00 -5.5073e-01 -1.0864e+01 +9.1878e+00 +9.8484e+00 -1.0277e+01 +1.9223e+01 +9.4410e+00 +8.6414e+00 +1.0083e+01 -2.1546e+01 -1.6415e+01 +8.8522e+00 +2.1380e+01 -3.0612e+01 +8.9443e+00 +5.2411e+00 -1.7220e+01
273 +1.105933344e+01 +1.105933344e+01 -2.639066656e+01 -2.639066656e+01 +2.7794e-02 +7.0575e+00 +1.0868e+01 -7.6827e-01 -9.5704e+00 +1.2126e+01 +8.5767e+00 -1.0063e+01 +2.2237e+01 +8.0193e+00 +9.5655e+00 +1.2116e+01 -2.2018e+01 -1.8711e+01 +8.0336e+00 +2.6185e+01 -3.4299e+01 +9.7193e+00 +7.4301e+00 -1.8086e+01
278 +9.495131094e+00 +9.495131094e+00 -2.795486891e+01 -2.795486891e+01 +1.7088e+00 +7.5764e+00 +1.0449e+01 -6.8705e-01 -8.7467e+00 +9.6943e+00 +7.4395e+00 -9.9798e+00 +2.0377e+01 +8.1187e+00 +9.0038e+00 +9.5265e+00 -2.0661e+01 -1.4959e+01 +9.5522e+00 +2.3045e+01 -2.9363e+01 +9.6625e+00 +6.7287e+00 -1.7630e+01
282 +8.263673910e+00 +8.263673910e+00 -2.918632609e+01 -2.918632609e+01 +2.5387e+00 +6.3962e+00 +1.0232e+01 -9.6626e-01 -8.8656e+00 +9.8240e+00 +5.6046e+00 -9.9607e+00 +1.8514e+01 +8.2250e+00 +8.6330e+00 +9.8286e+00 -1.9534e+01 -1.3811e+01 +1.0047e+01 +2.0755e+01 -2.6892e+01 +9.0286e+00 +6.1829e+00 -1.7789e+01
285 +7.566341184e+00 +7.566341184e+00 -2.988365882e+01 -2.988365882e+01 +1.8612e+00 +1.0905e+01 +1.0989e+01 -1.9220e+00 -1.0779e+01 +1.0939e+01 +8.5416e+00 -1.2148e+01 +2.7165e+01 +9.1729e+00 +1.0133e+01 +9.7991e+00 -2.5189e+01 -1.8382e+01 +1.0144e+01 +2.7981e+01 -3.4502e+01 +9.7199e+00 +5.3693e+00 -2.0181e+01
299 +6.263026297e+00 +6.263026297e+00 -3.118697370e+01 -3.118697370e+01 +1.5444e+00 +1.1309e+01 +8.7203e+00 -3.0483e+00 -1.0103e+01 +1.1235e+01 +7.2624e+00 -1.2474e+01 +2.9284e+01 +1.0928e+01 +1.1049e+01 +9.8397e+00 -2.8412e+01 -1.9137e+01 +1.0385e+01 +2.9391e+01 -3.4764e+01 +1.0408e+01 +5.6394e+00 -2.1332e+01
303 +4.365576518e+00 +4.365576518e+00 -3.308442348e+01 -3.308442348e+01 +1.8198e+00 +1.4626e+01 +9.7150e+00 -4.1759e+00 -1.5613e+01 +1.3383e+01 +1.2790e+01 -1.4543e+01 +4.1590e+01 +1.4551e+01 +1.5788e+01 +1.1770e+01 -3.6761e+01 -2.7010e+01 +1.1152e+01 +3.7650e+01 -4.5076e+01 +1.1528e+01 +6.1602e+00 -2.7710e+01
308 +3.172640093e+00 +3.172640093e+00 -3.427735991e+01 -3.427735991e+01 +2.1944e+00 +1.2281e+01 +9.0074e+00 -5.0758e+00 -1.2389e+01 +1.2446e+01 +8.6026e+00 -1.4695e+01 +3.2340e+01 +1.1923e+01 +1.1593e+01 +9.0111e+00 -3.3740e+01 -1.9971e+01 +1.0289e+01 +3.3355e+01 -3.6644e+01 +1.2522e+01 +4.9586e+00 -2.2069e+01
316 +1.636717925e+00 +1.636717925e+00 -3.581328208e+01 -3.581328208e+01 +3.7808e+00 +1.6133e+01 +1.1870e+01 -7.1996e+00 -1.5656e+01 +1.5322e+01 +1.1564e+01 -1.6118e+01 +3.9629e+01 +1.4289e+01 +1.4835e+01 +1.1403e+01 -4.0468e+01 -2.3271e+01 +1.0626e+01 +4.0425e+01 -4.3572e+01 +1.3579e+01 +4.9529e+00 -2.6562e+01
323 +0.000000000e+00 +0.000000000e+00 -3.745000000e+01 -3.745000000e+01 +5.6460e+00 +1.8090e+01 +1.3252e+01 -8.1989e+00 -1.8160e+01 +1.5553e+01 +1.2467e+01 -1.6269e+01 +4.3696e+01 +1.4080e+01 +1.6345e+01 +1.3735e+01 -4.4432e+01 -2.4064e+01 +1.1358e+01 +4.4780e+01 -4.7132e+01 +1.4374e+01 +6.2055e+00 -2.5857e+01
% function evaluation | noise-free fitness - Fopt (3.680300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
