% function evaluation | noise-free fitness - Fopt (6.870000000000e+00) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.716939245e+00 +6.716939245e+00 +1.358693924e+01 +1.358693924e+01 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
167 +6.559156576e+00 +6.559156576e+00 +1.342915658e+01 +1.342915658e+01 +2.4147e+00 -4.2422e+00 -1.9092e+00 +2.4213e+00 +4.7992e+00
175 +5.998049215e+00 +5.998049215e+00 +1.286804921e+01 +1.286804921e+01 +2.9814e+00 -1.9447e+00 -1.8886e+00 +5.3594e+00 +5.0065e+00
195 +5.443614986e+00 +5.443614986e+00 +1.231361499e+01 +1.231361499e+01 +2.7159e+00 -5.1669e-01 -1.0981e+00 +5.3368e+00 +4.5799e+00
308 +5.254302585e+00 +5.254302585e+00 +1.212430258e+01 +1.212430258e+01 +4.3619e+00 +1.5293e+00 -3.7990e+00 +1.9104e+00 -4.6584e+00
309 +2.918486913e+00 +2.918486913e+00 +9.788486913e+00 +9.788486913e+00 +3.8114e+00 +1.2961e+00 -5.5354e+00 +2.4548e+00 -2.8020e+00
1687 +2.870393158e+00 +2.870393158e+00 +9.740393158e+00 +9.740393158e+00 +3.0070e+00 -1.8745e+00 -2.5477e+00 -3.2701e+00 +4.8844e-01
1906 +2.170089789e+00 +2.170089789e+00 +9.040089789e+00 +9.040089789e+00 -1.2727e-01 -4.7641e+00 -3.9064e+00 +2.5433e+00 +1.2541e-01
2034 +1.872437691e+00 +1.872437691e+00 +8.742437691e+00 +8.742437691e+00 -8.8115e-01 -2.6978e+00 -1.5535e+00 +7.0936e-01 +8.1872e-01
12668 +1.331489406e+00 +1.331489406e+00 +8.201489406e+00 +8.201489406e+00 -5.1794e+00 -6.5516e-01 +6.1879e-01 -6.9986e-01 +3.1156e+00
37499 +1.251528096e+00 +1.251528096e+00 +8.121528096e+00 +8.121528096e+00 -3.4976e+00 +5.4324e+00 +1.4000e+00 +4.6984e+00 +4.2926e+00
37930 +1.057255284e+00 +1.057255284e+00 +7.927255284e+00 +7.927255284e+00 -3.2824e+00 +4.8955e+00 +1.4716e+00 +5.1039e+00 +4.3421e+00
89813 +1.021686284e+00 +1.021686284e+00 +7.891686284e+00 +7.891686284e+00 -2.0946e+00 -5.7697e+00 +1.6824e+00 -2.8398e-01 +4.6491e+00
89839 +9.893512521e-01 +9.893512521e-01 +7.859351252e+00 +7.859351252e+00 -2.0950e+00 -5.7690e+00 +1.6826e+00 -2.8400e-01 +4.6503e+00
89891 +9.701381757e-01 +9.701381757e-01 +7.840138176e+00 +7.840138176e+00 -2.1004e+00 -5.7705e+00 +1.6818e+00 -2.8049e-01 +4.6520e+00
89914 +9.383893718e-01 +9.383893718e-01 +7.808389372e+00 +7.808389372e+00 -2.0991e+00 -5.7703e+00 +1.6820e+00 -2.8116e-01 +4.6517e+00
89976 +9.272600330e-01 +9.272600330e-01 +7.797260033e+00 +7.797260033e+00 -2.1001e+00 -5.7694e+00 +1.6816e+00 -2.8174e-01 +4.6544e+00
90076 +9.110555048e-01 +9.110555048e-01 +7.781055505e+00 +7.781055505e+00 -2.0982e+00 -5.7706e+00 +1.6823e+00 -2.8098e-01 +4.6482e+00
