% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.492259551e+01 +1.492259551e+01 -2.017404487e+00 -2.017404487e+00
6 +1.454871953e+01 +1.454871953e+01 -2.391280470e+00 -2.391280470e+00
8 +1.185942239e+01 +1.185942239e+01 -5.080577606e+00 -5.080577606e+00
13 +1.139141775e+01 +1.139141775e+01 -5.548582252e+00 -5.548582252e+00
16 +1.106344522e+01 +1.106344522e+01 -5.876554777e+00 -5.876554777e+00
24 +1.061635539e+01 +1.061635539e+01 -6.323644610e+00 -6.323644610e+00
1777 +9.597175600e+00 +9.597175600e+00 -7.342824400e+00 -7.342824400e+00
5154 +9.471207230e+00 +9.471207230e+00 -7.468792770e+00 -7.468792770e+00
5200 +9.178300014e+00 +9.178300014e+00 -7.761699986e+00 -7.761699986e+00
5245 +9.037060118e+00 +9.037060118e+00 -7.902939882e+00 -7.902939882e+00
5452 +8.290229099e+00 +8.290229099e+00 -8.649770901e+00 -8.649770901e+00
8472 +7.488093009e+00 +7.488093009e+00 -9.451906991e+00 -9.451906991e+00
8489 +7.311061377e+00 +7.311061377e+00 -9.628938623e+00 -9.628938623e+00
9996 +6.514694411e+00 +6.514694411e+00 -1.042530559e+01 -1.042530559e+01
10016 +6.291584788e+00 +6.291584788e+00 -1.064841521e+01 -1.064841521e+01
11575 +6.128451913e+00 +6.128451913e+00 -1.081154809e+01 -1.081154809e+01
11587 +5.543035495e+00 +5.543035495e+00 -1.139696451e+01 -1.139696451e+01
11892 +5.431569421e+00 +5.431569421e+00 -1.150843058e+01 -1.150843058e+01
14868 +5.264701328e+00 +5.264701328e+00 -1.167529867e+01 -1.167529867e+01
14942 +5.205660988e+00 +5.205660988e+00 -1.173433901e+01 -1.173433901e+01
14943 +4.736337386e+00 +4.736337386e+00 -1.220366261e+01 -1.220366261e+01
14951 +4.582076128e+00 +4.582076128e+00 -1.235792387e+01 -1.235792387e+01
14967 +4.263230099e+00 +4.263230099e+00 -1.267676990e+01 -1.267676990e+01
15855 +4.119495499e+00 +4.119495499e+00 -1.282050450e+01 -1.282050450e+01
22094 +3.770633403e+00 +3.770633403e+00 -1.316936660e+01 -1.316936660e+01
22115 +3.418197889e+00 +3.418197889e+00 -1.352180211e+01 -1.352180211e+01
23435 +3.037175083e+00 +3.037175083e+00 -1.390282492e+01 -1.390282492e+01
23843 +2.919589941e+00 +2.919589941e+00 -1.402041006e+01 -1.402041006e+01
23853 +2.740092372e+00 +2.740092372e+00 -1.419990763e+01 -1.419990763e+01
31233 +2.547707624e+00 +2.547707624e+00 -1.439229238e+01 -1.439229238e+01
33851 +2.496012015e+00 +2.496012015e+00 -1.444398799e+01 -1.444398799e+01
33944 +2.321223695e+00 +2.321223695e+00 -1.461877631e+01 -1.461877631e+01
34550 +2.210332724e+00 +2.210332724e+00 -1.472966728e+01 -1.472966728e+01
34576 +1.950533320e+00 +1.950533320e+00 -1.498946668e+01 -1.498946668e+01
34727 +1.886283433e+00 +1.886283433e+00 -1.505371657e+01 -1.505371657e+01
38500 +1.728702039e+00 +1.728702039e+00 -1.521129796e+01 -1.521129796e+01
44166 +1.590610057e+00 +1.590610057e+00 -1.534938994e+01 -1.534938994e+01
45587 +1.534271427e+00 +1.534271427e+00 -1.540572857e+01 -1.540572857e+01
47281 +1.495380803e+00 +1.495380803e+00 -1.544461920e+01 -1.544461920e+01
47314 +1.466919919e+00 +1.466919919e+00 -1.547308008e+01 -1.547308008e+01
47351 +1.359695753e+00 +1.359695753e+00 -1.558030425e+01 -1.558030425e+01
53173 +1.306212435e+00 +1.306212435e+00 -1.563378756e+01 -1.563378756e+01
53210 +1.268273498e+00 +1.268273498e+00 -1.567172650e+01 -1.567172650e+01
53214 +1.162269347e+00 +1.162269347e+00 -1.577773065e+01 -1.577773065e+01
58844 +1.128781376e+00 +1.128781376e+00 -1.581121862e+01 -1.581121862e+01
