% function evaluation | noise-free fitness - Fopt (-1.694000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
60667 +2.850677180e-03 +2.850677180e-03 +3.718285068e+01 +3.718285068e+01 -3.8863e+00 +2.0685e+00 +1.9946e+00 +1.7422e+00 -3.5039e+00 -1.3194e+00 +4.2377e-01 -3.3454e+00 -1.8058e+00 +2.9507e+00 -2.0037e-01 -3.5280e+00 +1.3947e+00 -2.8811e+00 +3.6117e+00 +8.8959e-01 +2.5764e-01 -1.3803e+00 -3.1619e+00 +1.6613e+00
61044 +2.764741577e-03 +2.764741577e-03 +3.718276474e+01 +3.718276474e+01 -3.8862e+00 +2.0686e+00 +1.9942e+00 +1.7431e+00 -3.5032e+00 -1.3195e+00 +4.2390e-01 -3.3453e+00 -1.8061e+00 +2.9503e+00 -2.0046e-01 -3.5282e+00 +1.3943e+00 -2.8809e+00 +3.6119e+00 +8.8982e-01 +2.5751e-01 -1.3808e+00 -3.1624e+00 +1.6614e+00
61130 +2.569495977e-03 +2.569495977e-03 +3.718256950e+01 +3.718256950e+01 -3.8863e+00 +2.0686e+00 +1.9942e+00 +1.7429e+00 -3.5033e+00 -1.3194e+00 +4.2412e-01 -3.3455e+00 -1.8061e+00 +2.9504e+00 -2.0040e-01 -3.5283e+00 +1.3943e+00 -2.8810e+00 +3.6119e+00 +8.8976e-01 +2.5753e-01 -1.3807e+00 -3.1624e+00 +1.6615e+00
61454 +2.470189124e-03 +2.470189124e-03 +3.718247019e+01 +3.718247019e+01 -3.8865e+00 +2.0686e+00 +1.9942e+00 +1.7427e+00 -3.5037e+00 -1.3194e+00 +4.2375e-01 -3.3453e+00 -1.8058e+00 +2.9506e+00 -2.0035e-01 -3.5281e+00 +1.3948e+00 -2.8808e+00 +3.6120e+00 +8.8988e-01 +2.5765e-01 -1.3806e+00 -3.1621e+00 +1.6615e+00
63822 +2.384501626e-03 +2.384501626e-03 +3.718238450e+01 +3.718238450e+01 -3.8865e+00 +2.0687e+00 +1.9943e+00 +1.7424e+00 -3.5033e+00 -1.3193e+00 +4.2384e-01 -3.3454e+00 -1.8061e+00 +2.9507e+00 -2.0045e-01 -3.5277e+00 +1.3946e+00 -2.8805e+00 +3.6120e+00 +8.8982e-01 +2.5712e-01 -1.3805e+00 -3.1622e+00 +1.6612e+00
64082 +2.313031444e-03 +2.313031444e-03 +3.718231303e+01 +3.718231303e+01 -3.8868e+00 +2.0686e+00 +1.9942e+00 +1.7426e+00 -3.5033e+00 -1.3193e+00 +4.2385e-01 -3.3456e+00 -1.8061e+00 +2.9506e+00 -2.0038e-01 -3.5280e+00 +1.3947e+00 -2.8807e+00 +3.6121e+00 +8.8989e-01 +2.5747e-01 -1.3804e+00 -3.1623e+00 +1.6613e+00
64084 +2.273854992e-03 +2.273854992e-03 +3.718227385e+01 +3.718227385e+01 -3.8867e+00 +2.0686e+00 +1.9942e+00 +1.7424e+00 -3.5034e+00 -1.3192e+00 +4.2380e-01 -3.3456e+00 -1.8062e+00 +2.9506e+00 -2.0034e-01 -3.5279e+00 +1.3947e+00 -2.8805e+00 +3.6120e+00 +8.9000e-01 +2.5748e-01 -1.3805e+00 -3.1622e+00 +1.6613e+00
64114 +2.206904525e-03 +2.206904525e-03 +3.718220690e+01 +3.718220690e+01 -3.8868e+00 +2.0687e+00 +1.9942e+00 +1.7425e+00 -3.5033e+00 -1.3192e+00 +4.2382e-01 -3.3456e+00 -1.8064e+00 +2.9507e+00 -2.0025e-01 -3.5280e+00 +1.3944e+00 -2.8806e+00 +3.6122e+00 +8.8999e-01 +2.5747e-01 -1.3805e+00 -3.1621e+00 +1.6613e+00
64848 +2.146137012e-03 +2.146137012e-03 +3.718214614e+01 +3.718214614e+01 -3.8869e+00 +2.0688e+00 +1.9941e+00 +1.7427e+00 -3.5031e+00 -1.3192e+00 +4.2384e-01 -3.3456e+00 -1.8064e+00 +2.9505e+00 -2.0039e-01 -3.5280e+00 +1.3946e+00 -2.8807e+00 +3.6121e+00 +8.9002e-01 +2.5746e-01 -1.3805e+00 -3.1624e+00 +1.6612e+00
64939 +2.127189008e-03 +2.127189008e-03 +3.718212719e+01 +3.718212719e+01 -3.8870e+00 +2.0686e+00 +1.9941e+00 +1.7428e+00 -3.5030e+00 -1.3192e+00 +4.2377e-01 -3.3456e+00 -1.8068e+00 +2.9507e+00 -2.0037e-01 -3.5281e+00 +1.3944e+00 -2.8809e+00 +3.6122e+00 +8.9002e-01 +2.5740e-01 -1.3804e+00 -3.1625e+00 +1.6612e+00
66030 +2.061300836e-03 +2.061300836e-03 +3.718206130e+01 +3.718206130e+01 -3.8869e+00 +2.0687e+00 +1.9942e+00 +1.7428e+00 -3.5032e+00 -1.3193e+00 +4.2381e-01 -3.3456e+00 -1.8065e+00 +2.9506e+00 -2.0036e-01 -3.5281e+00 +1.3944e+00 -2.8809e+00 +3.6121e+00 +8.8999e-01 +2.5737e-01 -1.3805e+00 -3.1624e+00 +1.6613e+00
67968 +2.008968097e-03 +2.008968097e-03 +3.718200897e+01 +3.718200897e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7427e+00 -3.5031e+00 -1.3191e+00 +4.2393e-01 -3.3456e+00 -1.8067e+00 +2.9506e+00 -2.0035e-01 -3.5282e+00 +1.3945e+00 -2.8807e+00 +3.6123e+00 +8.9016e-01 +2.5726e-01 -1.3803e+00 -3.1624e+00 +1.6612e+00
68378 +1.921404079e-03 +1.921404079e-03 +3.718192140e+01 +3.718192140e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7426e+00 -3.5031e+00 -1.3191e+00 +4.2390e-01 -3.3455e+00 -1.8066e+00 +2.9506e+00 -2.0025e-01 -3.5280e+00 +1.3945e+00 -2.8807e+00 +3.6123e+00 +8.9014e-01 +2.5731e-01 -1.3804e+00 -3.1624e+00 +1.6611e+00
68461 +1.867656177e-03 +1.867656177e-03 +3.718186766e+01 +3.718186766e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7426e+00 -3.5031e+00 -1.3192e+00 +4.2392e-01 -3.3456e+00 -1.8067e+00 +2.9507e+00 -2.0032e-01 -3.5282e+00 +1.3944e+00 -2.8807e+00 +3.6124e+00 +8.9019e-01 +2.5745e-01 -1.3803e+00 -3.1624e+00 +1.6611e+00
70405 +1.831320599e-03 +1.831320599e-03 +3.718183132e+01 +3.718183132e+01 -3.8869e+00 +2.0688e+00 +1.9942e+00 +1.7427e+00 -3.5032e+00 -1.3192e+00 +4.2398e-01 -3.3456e+00 -1.8066e+00 +2.9507e+00 -2.0029e-01 -3.5281e+00 +1.3945e+00 -2.8808e+00 +3.6123e+00 +8.9011e-01 +2.5752e-01 -1.3804e+00 -3.1624e+00 +1.6612e+00
72685 +1.808841817e-03 +1.808841817e-03 +3.718180884e+01 +3.718180884e+01 -3.8871e+00 +2.0689e+00 +1.9943e+00 +1.7426e+00 -3.5031e+00 -1.3192e+00 +4.2389e-01 -3.3456e+00 -1.8067e+00 +2.9506e+00 -2.0033e-01 -3.5281e+00 +1.3944e+00 -2.8806e+00 +3.6124e+00 +8.9016e-01 +2.5748e-01 -1.3804e+00 -3.1623e+00 +1.6611e+00
75452 +1.764197750e-03 +1.764197750e-03 +3.718176420e+01 +3.718176420e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7425e+00 -3.5030e+00 -1.3191e+00 +4.2385e-01 -3.3457e+00 -1.8067e+00 +2.9506e+00 -2.0025e-01 -3.5282e+00 +1.3945e+00 -2.8806e+00 +3.6123e+00 +8.9008e-01 +2.5745e-01 -1.3804e+00 -3.1624e+00 +1.6611e+00
75635 +1.731792666e-03 +1.731792666e-03 +3.718173179e+01 +3.718173179e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7426e+00 -3.5030e+00 -1.3191e+00 +4.2384e-01 -3.3458e+00 -1.8067e+00 +2.9506e+00 -2.0022e-01 -3.5282e+00 +1.3945e+00 -2.8806e+00 +3.6123e+00 +8.9008e-01 +2.5743e-01 -1.3804e+00 -3.1624e+00 +1.6611e+00
75871 +1.649422367e-03 +1.649422367e-03 +3.718164942e+01 +3.718164942e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7426e+00 -3.5030e+00 -1.3191e+00 +4.2386e-01 -3.3457e+00 -1.8068e+00 +2.9506e+00 -2.0024e-01 -3.5281e+00 +1.3945e+00 -2.8806e+00 +3.6124e+00 +8.9009e-01 +2.5736e-01 -1.3804e+00 -3.1624e+00 +1.6610e+00
76091 +1.620432444e-03 +1.620432444e-03 +3.718162043e+01 +3.718162043e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7425e+00 -3.5030e+00 -1.3191e+00 +4.2385e-01 -3.3457e+00 -1.8068e+00 +2.9506e+00 -2.0022e-01 -3.5282e+00 +1.3945e+00 -2.8806e+00 +3.6123e+00 +8.9007e-01 +2.5739e-01 -1.3804e+00 -3.1624e+00 +1.6610e+00
76389 +1.576879653e-03 +1.576879653e-03 +3.718157688e+01 +3.718157688e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7426e+00 -3.5031e+00 -1.3191e+00 +4.2385e-01 -3.3457e+00 -1.8067e+00 +2.9506e+00 -2.0023e-01 -3.5282e+00 +1.3945e+00 -2.8807e+00 +3.6123e+00 +8.9008e-01 +2.5742e-01 -1.3804e+00 -3.1624e+00 +1.6610e+00
80012 +1.541836701e-03 +1.541836701e-03 +3.718154184e+01 +3.718154184e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7426e+00 -3.5030e+00 -1.3191e+00 +4.2385e-01 -3.3457e+00 -1.8067e+00 +2.9506e+00 -2.0021e-01 -3.5281e+00 +1.3945e+00 -2.8807e+00 +3.6123e+00 +8.9007e-01 +2.5738e-01 -1.3804e+00 -3.1624e+00 +1.6610e+00
81447 +1.498340413e-03 +1.498340413e-03 +3.718149834e+01 +3.718149834e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7426e+00 -3.5030e+00 -1.3191e+00 +4.2386e-01 -3.3457e+00 -1.8067e+00 +2.9506e+00 -2.0020e-01 -3.5282e+00 +1.3945e+00 -2.8807e+00 +3.6123e+00 +8.9006e-01 +2.5741e-01 -1.3804e+00 -3.1624e+00 +1.6610e+00
89768 +1.473668743e-03 +1.473668743e-03 +3.718147367e+01 +3.718147367e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7426e+00 -3.5030e+00 -1.3191e+00 +4.2388e-01 -3.3457e+00 -1.8067e+00 +2.9506e+00 -2.0022e-01 -3.5282e+00 +1.3945e+00 -2.8807e+00 +3.6123e+00 +8.9008e-01 +2.5742e-01 -1.3804e+00 -3.1624e+00 +1.6610e+00
91205 +1.434742145e-03 +1.434742145e-03 +3.718143474e+01 +3.718143474e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7426e+00 -3.5030e+00 -1.3191e+00 +4.2387e-01 -3.3457e+00 -1.8067e+00 +2.9506e+00 -2.0022e-01 -3.5282e+00 +1.3945e+00 -2.8807e+00 +3.6123e+00 +8.9009e-01 +2.5742e-01 -1.3804e+00 -3.1624e+00 +1.6610e+00
93049 +1.407104244e-03 +1.407104244e-03 +3.718140710e+01 +3.718140710e+01 -3.8871e+00 +2.0687e+00 +1.9942e+00 +1.7426e+00 -3.5030e+00 -1.3191e+00 +4.2387e-01 -3.3457e+00 -1.8067e+00 +2.9506e+00 -2.0021e-01 -3.5282e+00 +1.3945e+00 -2.8807e+00 +3.6123e+00 +8.9008e-01 +2.5742e-01 -1.3804e+00 -3.1624e+00 +1.6610e+00
% function evaluation | noise-free fitness - Fopt (-1.479000000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.445935349e+01 +1.445935349e+01 -1.334406465e+02 -1.334406465e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 +1.345587002e+01 +1.345587002e+01 -1.344441300e+02 -1.344441300e+02 +1.8237e+00 +1.6929e+00 -3.6424e+00 -2.0381e+00 -2.4689e-01 +3.4806e-01 -1.4489e-01 -1.7900e+00 +3.3460e-01 +5.4987e-03 +2.6826e-01 +3.8792e+00 +1.2805e-03 -1.2340e+00 +1.9668e+00 +2.7214e+00 +1.2731e+00 -3.3853e-01 +3.8272e-01 -2.0203e+00
26 +1.317339297e+01 +1.317339297e+01 -1.347266070e+02 -1.347266070e+02 +2.8885e-01 -6.8122e-02 -9.8077e-01 -5.8363e-01 -3.0868e-01 -1.5603e+00 +1.5349e+00 -1.7985e+00 -1.7479e+00 +1.7633e+00 -8.8723e-01 +2.4578e+00 -7.5407e-01 -4.3293e+00 +1.8384e+00 +3.0906e+00 +1.2335e+00 -2.6094e+00 -7.1845e-01 -3.1387e+00
27 +1.226940363e+01 +1.226940363e+01 -1.356305964e+02 -1.356305964e+02 -3.6807e-01 +1.4387e+00 +1.5981e+00 +7.9465e-02 +2.3905e-01 +4.4768e-01 -1.4539e+00 +5.1489e-01 +5.6220e-01 +4.7003e-01 +1.3345e+00 +2.7309e+00 -1.5070e+00 -1.8917e+00 -1.3827e-01 +1.5100e+00 -9.3068e-01 +6.6595e-01 -3.2797e-01 +7.9249e-01
58 +1.191761652e+01 +1.191761652e+01 -1.359823835e+02 -1.359823835e+02 -1.6446e+00 +2.2289e+00 +3.0911e+00 +2.1599e-01 +1.6831e+00 -1.3309e+00 -2.4266e+00 +1.0771e+00 -7.5607e-01 +2.1385e+00 +1.7735e-01 +2.1169e+00 +1.2063e-02 -3.2200e+00 -5.2177e-01 +2.7926e+00 -1.2350e+00 +1.6904e+00 +1.3913e+00 +2.4359e+00
60 +1.114526429e+01 +1.114526429e+01 -1.367547357e+02 -1.367547357e+02 -2.1715e+00 +4.6410e+00 +4.0261e-01 +3.6542e+00 -9.8334e-01 -1.3576e+00 -7.0782e-01 -1.5173e+00 -2.6638e+00 +1.4016e+00 -4.3560e-01 +4.2272e+00 +9.1231e-01 -4.2294e+00 -1.1899e+00 +4.1123e+00 -7.0955e-01 -3.5226e-01 +6.9959e-01 +2.1402e+00
63 +1.090790602e+01 +1.090790602e+01 -1.369920940e+02 -1.369920940e+02 -2.3177e+00 +4.3130e+00 +9.2875e-01 +2.2186e+00 -4.2032e-01 -2.4792e+00 -1.5082e+00 -8.3940e-01 -3.8788e+00 +2.7195e+00 -5.9368e-01 +3.1386e+00 +1.8540e-01 -2.6180e+00 -5.0734e-02 +3.2822e+00 +5.5757e-01 -5.6249e-01 -8.2412e-01 +1.4147e+00
73 +9.020477120e+00 +9.020477120e+00 -1.388795229e+02 -1.388795229e+02 -1.2648e+00 +2.7372e+00 +1.5952e+00 +6.4430e-01 -8.6763e-01 -2.5460e+00 -9.3747e-01 -3.5595e+00 -4.1851e+00 +1.6565e+00 -6.0583e-01 +3.4183e+00 -8.0022e-01 -2.4414e+00 +1.1676e+00 +4.2279e+00 +1.1014e+00 -6.8228e-01 -1.4165e+00 +8.8765e-01
157 +8.486205675e+00 +8.486205675e+00 -1.394137943e+02 -1.394137943e+02 -4.0900e+00 +3.1085e+00 +4.8081e+00 +1.0278e+00 -1.3011e+00 -1.3442e+00 -1.1759e-01 -3.1507e+00 -6.6873e-01 +4.8172e+00 -3.0876e+00 +2.5348e+00 -3.2715e-01 -2.2686e+00 -6.9040e-01 +2.5910e+00 +1.4931e+00 -8.4463e-01 -6.9598e-02 -1.3946e-01
804 +8.287684345e+00 +8.287684345e+00 -1.396123157e+02 -1.396123157e+02 +6.4079e-01 +9.3827e-01 +1.6587e+00 -8.2383e-01 -2.3860e+00 -2.6794e+00 +6.9563e-02 -4.5248e-01 -2.9121e+00 +8.5505e-01 +1.7809e+00 +4.6412e+00 +5.2286e-01 -3.0644e+00 +2.3684e+00 +7.0921e-01 -9.4022e-01 +3.6974e-01 -9.5538e-01 +3.0743e+00
815 +7.357413324e+00 +7.357413324e+00 -1.405425867e+02 -1.405425867e+02 +3.8388e-01 +2.2877e-01 +2.2661e+00 +7.2398e-01 -1.5474e+00 -2.1357e+00 +1.8090e-02 +2.1746e-01 -2.4498e+00 +1.1502e+00 +1.8075e+00 +2.6582e+00 +1.0828e+00 -3.2663e+00 +2.4635e+00 -6.3316e-01 -1.5690e+00 -3.5364e-01 -2.5220e+00 +2.0598e+00
1612 +6.310407555e+00 +6.310407555e+00 -1.415895924e+02 -1.415895924e+02 +2.6787e-01 +2.3621e+00 +4.6996e-01 -1.2118e+00 -2.6297e+00 +5.6128e-01 -3.1668e+00 +8.0088e-02 -2.1069e+00 +2.4208e+00 -3.3515e-01 +1.6404e+00 -5.5081e-01 -4.1426e+00 +9.2026e-01 -4.9434e-01 -1.9091e+00 -8.5825e-01 -2.7925e+00 +2.0412e+00
1678 +6.081657387e+00 +6.081657387e+00 -1.418183426e+02 -1.418183426e+02 -4.7571e-01 +2.0737e+00 +9.9870e-01 -1.9134e+00 -1.0793e+00 +1.4224e+00 -1.3720e+00 +2.5458e-01 -3.2008e+00 +4.4007e+00 +4.1893e-01 +1.1514e+00 -6.9758e-01 -4.9991e+00 +1.5175e+00 -4.8241e-01 -2.8375e+00 -2.1032e+00 -2.6979e+00 -4.7091e-03
2604 +5.198226349e+00 +5.198226349e+00 -1.427017737e+02 -1.427017737e+02 -1.4277e+00 -2.7883e+00 +1.1748e+00 -2.8738e+00 -3.9691e+00 +1.2497e-01 +4.4169e-02 -2.2866e+00 -2.7347e+00 +2.2977e+00 -2.9346e+00 +2.0932e+00 +4.0873e+00 -2.3662e+00 +2.3269e+00 +3.4674e+00 -3.8650e+00 -3.7852e+00 -3.1721e+00 +3.2872e+00
2714 +5.026917785e+00 +5.026917785e+00 -1.428730822e+02 -1.428730822e+02 -1.2046e+00 +1.5462e-01 +1.0440e+00 -3.5654e+00 -1.4639e+00 +1.0202e+00 +7.1406e-01 -2.1709e+00 -3.4691e+00 +2.5923e+00 -2.4226e+00 +4.1233e+00 -2.9949e+00 -3.5623e+00 +1.4955e+00 +2.5245e+00 -4.4126e+00 -4.1530e+00 -2.7982e+00 +3.4168e+00
2721 +3.606793019e+00 +3.606793019e+00 -1.442932070e+02 -1.442932070e+02 -1.9125e+00 -1.8620e+00 -7.7854e-01 -3.1848e+00 -1.4617e+00 +2.0246e+00 -4.9478e-01 -3.3984e+00 -2.8618e+00 +2.4309e+00 -4.6270e+00 +4.4236e+00 -1.3711e+00 -2.9844e+00 +9.6366e-01 +3.1700e+00 -3.1675e+00 -2.6037e+00 -4.1290e+00 +2.0894e+00
3594 +2.533535213e+00 +2.533535213e+00 -1.453664648e+02 -1.453664648e+02 -4.9763e-01 -1.2945e+00 -8.1798e-02 -5.6442e-01 -4.2581e+00 +1.1822e+00 -1.8056e+00 -1.7916e+00 -3.6672e+00 +1.7630e+00 -2.5920e+00 +3.7054e+00 +1.5794e-01 -3.4562e+00 +1.7277e+00 +1.8589e+00 -3.5962e+00 -2.8508e+00 -3.3267e+00 +2.4499e+00
5775 +1.881389166e+00 +1.881389166e+00 -1.460186108e+02 -1.460186108e+02 -1.7742e+00 -1.4681e-01 +4.5319e-01 -6.2484e-01 -4.1456e+00 +5.2785e-01 -1.4687e+00 -2.2947e+00 -3.4545e+00 +2.1279e+00 -2.7346e+00 +3.0319e+00 -6.0714e-01 -2.4040e+00 +1.4935e+00 +3.4568e+00 -3.4786e+00 -2.9368e+00 -3.6109e+00 +3.4529e+00
6471 +1.793221197e+00 +1.793221197e+00 -1.461067788e+02 -1.461067788e+02 -7.6430e-01 -6.8571e-01 +8.4588e-01 -1.8251e+00 -3.1876e+00 +1.6929e+00 -1.0417e+00 -2.5225e+00 -3.6013e+00 +1.6149e+00 -3.3233e+00 +3.4776e+00 +1.9011e-01 -2.9983e+00 +3.6295e-01 +2.1620e+00 -3.3436e+00 -3.1200e+00 -2.4464e+00 +2.1425e+00
7662 +1.634648133e+00 +1.634648133e+00 -1.462653519e+02 -1.462653519e+02 -2.3514e+00 -1.1929e-01 +8.1040e-01 -1.1984e+00 -2.9591e+00 +1.0569e+00 -2.0588e+00 -2.4494e+00 -3.8260e+00 +2.0841e+00 -3.8346e+00 +3.9546e+00 -1.0245e+00 -4.1863e+00 +1.6030e+00 +1.9409e+00 -3.3787e+00 -2.8636e+00 -3.6857e+00 +2.8535e+00
7681 +1.228583497e+00 +1.228583497e+00 -1.466714165e+02 -1.466714165e+02 -2.1182e+00 -2.7955e-01 +5.2997e-01 -1.5138e+00 -2.8595e+00 +1.1959e+00 -1.3842e+00 -2.0029e+00 -3.7958e+00 +1.8263e+00 -3.7500e+00 +3.7094e+00 -9.4557e-01 -3.9355e+00 +1.5973e+00 +1.8833e+00 -3.0897e+00 -2.6357e+00 -3.2590e+00 +2.5049e+00
7685 +1.105030745e+00 +1.105030745e+00 -1.467949693e+02 -1.467949693e+02 -2.0067e+00 -3.4451e-01 +1.1533e+00 -1.6248e+00 -3.0478e+00 +1.3876e+00 -1.2580e+00 -2.1321e+00 -3.7977e+00 +1.8351e+00 -3.8424e+00 +3.9568e+00 -1.2612e+00 -3.2926e+00 +1.4551e+00 +1.9306e+00 -3.5062e+00 -2.3428e+00 -3.1491e+00 +3.2260e+00
9430 +1.068394801e+00 +1.068394801e+00 -1.468316052e+02 -1.468316052e+02 -1.8858e+00 -7.0710e-01 +3.6663e-01 -1.2128e+00 -3.0072e+00 +1.8092e+00 -1.6772e+00 -2.9617e+00 -3.6343e+00 +1.7118e+00 -3.3226e+00 +3.8310e+00 -6.0206e-01 -3.2697e+00 +1.6478e+00 +2.9039e+00 -4.0654e+00 -2.4883e+00 -3.3203e+00 +2.8423e+00
9455 +1.001160107e+00 +1.001160107e+00 -1.468988399e+02 -1.468988399e+02 -1.6011e+00 -2.6228e-01 +6.9051e-01 -1.3218e+00 -3.5682e+00 +1.4277e+00 -2.2130e+00 -2.6646e+00 -3.6997e+00 +1.6608e+00 -3.3532e+00 +3.9030e+00 -5.0691e-01 -3.2003e+00 +1.7441e+00 +2.4777e+00 -4.3546e+00 -2.8025e+00 -2.5011e+00 +2.5754e+00
9481 +9.336565312e-01 +9.336565312e-01 -1.469663435e+02 -1.469663435e+02 -1.6643e+00 -2.9361e-01 +4.6020e-01 -1.3599e+00 -3.3834e+00 +1.5100e+00 -1.7917e+00 -2.5346e+00 -3.3598e+00 +1.9791e+00 -3.1975e+00 +3.9753e+00 -6.6613e-01 -3.0493e+00 +1.6541e+00 +2.2093e+00 -4.4229e+00 -2.7317e+00 -2.9984e+00 +3.2210e+00
10029 +9.094786591e-01 +9.094786591e-01 -1.469905213e+02 -1.469905213e+02 -1.9435e+00 -3.8682e-01 +6.9622e-01 -1.5687e+00 -3.7727e+00 +1.2510e+00 -2.2195e+00 -1.9831e+00 -3.9937e+00 +1.9560e+00 -3.0317e+00 +3.8532e+00 -4.1178e-01 -3.1050e+00 +1.3561e+00 +2.1933e+00 -3.7600e+00 -2.5328e+00 -3.2015e+00 +3.4220e+00
12654 +8.864309578e-01 +8.864309578e-01 -1.470135690e+02 -1.470135690e+02 -1.9526e+00 -3.9952e-01 +5.7589e-01 -1.4441e+00 -3.7712e+00 +1.1787e+00 -2.3822e+00 -2.7491e+00 -3.5976e+00 +2.1310e+00 -3.5238e+00 +3.6651e+00 -1.8823e-01 -3.6969e+00 +1.5291e+00 +2.8923e+00 -4.0538e+00 -2.5592e+00 -3.4233e+00 +2.7842e+00
12738 +7.025162068e-01 +7.025162068e-01 -1.471974838e+02 -1.471974838e+02 -1.9955e+00 -5.3580e-01 +8.2473e-01 -1.2144e+00 -3.5062e+00 +1.1389e+00 -2.5017e+00 -2.3595e+00 -3.1864e+00 +1.9608e+00 -2.8073e+00 +3.6845e+00 -7.1490e-01 -3.8276e+00 +1.7333e+00 +3.0005e+00 -4.0691e+00 -2.3229e+00 -3.2931e+00 +2.5468e+00
13128 +6.639871115e-01 +6.639871115e-01 -1.472360129e+02 -1.472360129e+02 -2.2520e+00 +1.9078e-01 +6.8779e-01 -1.6344e+00 -3.3243e+00 +1.3563e+00 -2.3853e+00 -2.4439e+00 -3.4499e+00 +2.1568e+00 -3.0172e+00 +4.0504e+00 -5.7087e-01 -3.7739e+00 +2.1745e+00 +2.4072e+00 -4.3936e+00 -2.3919e+00 -3.1663e+00 +3.1519e+00
14695 +6.544146777e-01 +6.544146777e-01 -1.472455853e+02 -1.472455853e+02 -2.1965e+00 +8.9518e-03 +8.4546e-01 -1.7007e+00 -3.3387e+00 +1.4602e+00 -1.8337e+00 -2.4903e+00 -3.6370e+00 +2.2083e+00 -3.4021e+00 +3.4732e+00 -6.5643e-01 -3.4594e+00 +1.8003e+00 +2.4682e+00 -4.4236e+00 -2.9590e+00 -2.7956e+00 +2.9153e+00
14909 +6.098059280e-01 +6.098059280e-01 -1.472901941e+02 -1.472901941e+02 -1.8896e+00 -6.0851e-02 +9.0808e-01 -1.9957e+00 -3.2096e+00 +1.8897e+00 -1.7166e+00 -2.3085e+00 -3.5623e+00 +2.0468e+00 -3.6923e+00 +3.6469e+00 -3.2147e-01 -3.1889e+00 +1.9029e+00 +2.2167e+00 -4.0958e+00 -2.7955e+00 -2.7717e+00 +3.1906e+00
15614 +5.962619049e-01 +5.962619049e-01 -1.473037381e+02 -1.473037381e+02 -1.9075e+00 -1.5921e-01 +1.0995e+00 -1.5297e+00 -3.1648e+00 +1.4371e+00 -1.6173e+00 -2.5793e+00 -3.6047e+00 +1.7942e+00 -3.8854e+00 +3.4917e+00 -1.2390e+00 -4.0769e+00 +1.7233e+00 +2.5268e+00 -4.4392e+00 -2.5642e+00 -2.9022e+00 +2.3989e+00
15764 +5.773963675e-01 +5.773963675e-01 -1.473226036e+02 -1.473226036e+02 -1.9970e+00 +3.2305e-01 +9.5294e-01 -1.9890e+00 -3.0820e+00 +1.5475e+00 -1.7742e+00 -2.4884e+00 -3.7502e+00 +2.0583e+00 -3.5369e+00 +3.6273e+00 -1.2259e+00 -3.7591e+00 +1.7694e+00 +2.3729e+00 -4.1138e+00 -2.8312e+00 -3.3368e+00 +2.7007e+00
16023 +5.712556578e-01 +5.712556578e-01 -1.473287443e+02 -1.473287443e+02 -2.0725e+00 -6.8191e-02 +9.5518e-01 -1.8024e+00 -3.1756e+00 +1.3403e+00 -1.6525e+00 -2.7476e+00 -3.6730e+00 +2.0600e+00 -3.7446e+00 +3.6514e+00 -1.1753e+00 -3.5381e+00 +1.7830e+00 +2.4018e+00 -4.3302e+00 -2.6174e+00 -2.8790e+00 +2.7035e+00
16062 +4.717941972e-01 +4.717941972e-01 -1.474282058e+02 -1.474282058e+02 -2.0216e+00 +9.0762e-03 +1.1651e+00 -1.8823e+00 -3.4032e+00 +1.2362e+00 -1.6383e+00 -2.5891e+00 -3.4987e+00 +2.0462e+00 -3.8255e+00 +3.5907e+00 -1.0144e+00 -3.7533e+00 +1.7161e+00 +2.6256e+00 -4.1443e+00 -2.8431e+00 -2.9941e+00 +2.9511e+00
16565 +4.512699529e-01 +4.512699529e-01 -1.474487300e+02 -1.474487300e+02 -1.5956e+00 +2.5358e-01 +1.3456e+00 -1.8708e+00 -2.9919e+00 +1.4376e+00 -1.6838e+00 -2.3478e+00 -3.8248e+00 +2.0229e+00 -3.5856e+00 +4.0820e+00 -1.0378e+00 -3.6719e+00 +1.7991e+00 +2.0864e+00 -3.9900e+00 -2.8550e+00 -2.8519e+00 +2.8100e+00
