% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.202573670e+02 +7.202573670e+02 +7.502273670e+02 +7.502273670e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 +3.044215837e+02 +3.044215837e+02 +3.343915837e+02 +3.343915837e+02 -3.9069e-01 -4.9334e-01 -2.7360e+00
13 +2.665833551e+02 +2.665833551e+02 +2.965533551e+02 +2.965533551e+02 +1.2872e+00 -9.7803e-01 -2.1689e+00
15 +2.601029039e+02 +2.601029039e+02 +2.900729039e+02 +2.900729039e+02 -8.1432e-01 -8.1794e-01 -3.5141e+00
17 +1.160141824e+02 +1.160141824e+02 +1.459841824e+02 +1.459841824e+02 +2.1178e+00 -3.6557e+00 -2.7238e+00
26 +4.904148277e+01 +4.904148277e+01 +7.901148277e+01 +7.901148277e+01 +2.3034e+00 -3.8556e+00 -1.7433e+00
74 +2.910157961e+01 +2.910157961e+01 +5.907157961e+01 +5.907157961e+01 +1.2910e+00 -2.0752e+00 -3.3490e+00
128 +1.033049427e+01 +1.033049427e+01 +4.030049427e+01 +4.030049427e+01 +9.3714e-01 -1.8310e+00 -3.6357e+00
318 +3.083295714e+00 +3.083295714e+00 +3.305329571e+01 +3.305329571e+01 +6.2209e-01 -1.3217e+00 -3.9839e+00
340 +2.388340505e+00 +2.388340505e+00 +3.235834051e+01 +3.235834051e+01 +6.9790e-01 -1.4569e+00 -3.8762e+00
348 +1.844020950e+00 +1.844020950e+00 +3.181402095e+01 +3.181402095e+01 +6.9043e-01 -1.4286e+00 -3.8950e+00
422 +1.379799507e+00 +1.379799507e+00 +3.134979951e+01 +3.134979951e+01 +7.5058e-01 -1.5104e+00 -3.8317e+00
454 +1.001341484e+00 +1.001341484e+00 +3.097134148e+01 +3.097134148e+01 +7.5977e-01 -1.5338e+00 -3.8167e+00
465 +8.958231411e-01 +8.958231411e-01 +3.086582314e+01 +3.086582314e+01 +7.5077e-01 -1.5270e+00 -3.8196e+00
493 +7.949613413e-01 +7.949613413e-01 +3.076496134e+01 +3.076496134e+01 +7.4953e-01 -1.5236e+00 -3.8236e+00
505 +5.093538820e-01 +5.093538820e-01 +3.047935388e+01 +3.047935388e+01 +7.5196e-01 -1.5226e+00 -3.8200e+00
525 +4.581564645e-01 +4.581564645e-01 +3.042815646e+01 +3.042815646e+01 +7.5327e-01 -1.5233e+00 -3.8210e+00
569 +3.608255903e-01 +3.608255903e-01 +3.033082559e+01 +3.033082559e+01 +7.5399e-01 -1.5260e+00 -3.8188e+00
638 +3.205381875e-01 +3.205381875e-01 +3.029053819e+01 +3.029053819e+01 +7.5359e-01 -1.5251e+00 -3.8192e+00
658 +3.153661570e-01 +3.153661570e-01 +3.028536616e+01 +3.028536616e+01 +7.5354e-01 -1.5249e+00 -3.8193e+00
928 +3.089030998e-01 +3.089030998e-01 +3.027890310e+01 +3.027890310e+01 +7.5358e-01 -1.5249e+00 -3.8193e+00
40759 +2.836121162e-01 +2.836121162e-01 +3.025361212e+01 +3.025361212e+01 +9.6337e-01 -1.8347e+00 -3.5450e+00
40808 +1.915572080e-01 +1.915572080e-01 +3.016155721e+01 +3.016155721e+01 +9.6184e-01 -1.8333e+00 -3.5462e+00
40842 +1.862680103e-01 +1.862680103e-01 +3.015626801e+01 +3.015626801e+01 +9.6243e-01 -1.8347e+00 -3.5451e+00
40851 +1.802849478e-01 +1.802849478e-01 +3.015028495e+01 +3.015028495e+01 +9.6257e-01 -1.8345e+00 -3.5452e+00
40913 +1.709869681e-01 +1.709869681e-01 +3.014098697e+01 +3.014098697e+01 +9.6272e-01 -1.8349e+00 -3.5449e+00
40954 +1.687636689e-01 +1.687636689e-01 +3.013876367e+01 +3.013876367e+01 +9.6262e-01 -1.8348e+00 -3.5451e+00
41018 +1.641728411e-01 +1.641728411e-01 +3.013417284e+01 +3.013417284e+01 +9.6243e-01 -1.8345e+00 -3.5453e+00
82666 +1.237084723e-01 +1.237084723e-01 +3.009370847e+01 +3.009370847e+01 +8.4845e-01 -1.6667e+00 -3.6942e+00
82693 +8.714775617e-02 +8.714775617e-02 +3.005714776e+01 +3.005714776e+01 +8.5402e-01 -1.6731e+00 -3.6876e+00
82754 +6.026275984e-02 +6.026275984e-02 +3.003026276e+01 +3.003026276e+01 +8.5292e-01 -1.6724e+00 -3.6892e+00
82781 +5.682398834e-02 +5.682398834e-02 +3.002682399e+01 +3.002682399e+01 +8.5312e-01 -1.6720e+00 -3.6890e+00
82788 +4.748728418e-02 +4.748728418e-02 +3.001748728e+01 +3.001748728e+01 +8.5304e-01 -1.6720e+00 -3.6891e+00
