% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
11087 +1.244871408e-01 +1.244871408e-01 +2.201044871e+02 +2.201044871e+02 +1.1150e+00 -3.6801e+00 -2.4013e-01 -2.6126e-01 -8.9995e-02 +2.3976e+00 -3.1330e+00 +1.5757e+00 -3.4577e+00 -2.2940e+00 +6.4094e-01 -2.9821e+00 +6.8345e-01 +1.6930e-01 +2.0121e+00 -1.2179e+00 -3.2640e+00 -1.0493e+00 +2.3523e-01 +3.1843e+00
11335 +1.198361231e-01 +1.198361231e-01 +2.200998361e+02 +2.200998361e+02 +9.3187e-01 -3.7968e+00 -1.3761e-01 -2.9009e-01 -4.9674e-02 +2.1652e+00 -3.2240e+00 +1.4301e+00 -3.3686e+00 -2.4886e+00 +7.5101e-01 -2.9633e+00 +7.8586e-01 +1.3664e-01 +1.7987e+00 -1.2360e+00 -3.3304e+00 -1.0598e+00 +1.7791e-01 +3.2520e+00
11343 +1.075044722e-01 +1.075044722e-01 +2.200875045e+02 +2.200875045e+02 +9.5276e-01 -3.8307e+00 -2.3522e-01 -2.7483e-01 +1.4164e-02 +2.2456e+00 -3.2474e+00 +1.5231e+00 -3.3996e+00 -2.4495e+00 +7.3188e-01 -2.9503e+00 +7.3393e-01 +1.3753e-01 +1.7286e+00 -1.2287e+00 -3.3121e+00 -1.0534e+00 +1.6243e-01 +3.1789e+00
11566 +9.827927040e-02 +9.827927040e-02 +2.200782793e+02 +2.200782793e+02 +1.0554e+00 -3.7166e+00 -1.3629e-01 -7.9908e-02 -8.6397e-02 +2.2786e+00 -3.2003e+00 +1.4360e+00 -3.4791e+00 -2.3356e+00 +8.3926e-01 -3.1147e+00 +7.0072e-01 -5.2888e-02 +1.8944e+00 -1.0903e+00 -3.3688e+00 -1.1620e+00 +2.7714e-01 +3.3232e+00
11579 +9.155515474e-02 +9.155515474e-02 +2.200715552e+02 +2.200715552e+02 +1.0407e+00 -3.7500e+00 -7.9918e-02 -2.3020e-01 -1.3289e-01 +2.3681e+00 -3.2289e+00 +1.4974e+00 -3.5335e+00 -2.3281e+00 +7.7616e-01 -3.1209e+00 +6.8306e-01 +1.6623e-02 +1.8256e+00 -1.1124e+00 -3.3206e+00 -1.1258e+00 +3.5729e-01 +3.3445e+00
12483 +8.582689024e-02 +8.582689024e-02 +2.200658269e+02 +2.200658269e+02 +1.0982e+00 -3.7681e+00 -2.3046e-01 -2.1964e-01 +1.9660e-02 +2.2750e+00 -3.2391e+00 +1.5991e+00 -3.3978e+00 -2.2361e+00 +7.3182e-01 -3.1128e+00 +8.0891e-01 -2.2786e-02 +1.8241e+00 -1.1000e+00 -3.2831e+00 -1.0744e+00 +2.6283e-01 +3.3373e+00
12549 +8.369880192e-02 +8.369880192e-02 +2.200636988e+02 +2.200636988e+02 +1.0303e+00 -3.7794e+00 -2.0941e-01 -2.7246e-01 -6.2197e-03 +2.1973e+00 -3.1456e+00 +1.4834e+00 -3.4143e+00 -2.3379e+00 +6.1852e-01 -2.9565e+00 +7.9412e-01 -1.2275e-01 +1.8541e+00 -1.1785e+00 -3.3695e+00 -1.1882e+00 +2.7431e-01 +3.1867e+00
12554 +8.103685137e-02 +8.103685137e-02 +2.200610369e+02 +2.200610369e+02 +1.0630e+00 -3.7586e+00 -2.0961e-01 -2.1698e-01 -7.9140e-02 +2.2308e+00 -3.1318e+00 +1.4520e+00 -3.3766e+00 -2.3406e+00 +6.4706e-01 -3.0267e+00 +7.3965e-01 -1.3547e-01 +1.8750e+00 -1.1398e+00 -3.4407e+00 -1.1661e+00 +2.1836e-01 +3.1636e+00
12563 +6.746950699e-02 +6.746950699e-02 +2.200474695e+02 +2.200474695e+02 +1.0199e+00 -3.6955e+00 -2.4817e-01 -2.1181e-01 -3.1314e-02 +2.2780e+00 -3.2437e+00 +1.4874e+00 -3.3363e+00 -2.3592e+00 +6.7685e-01 -3.0817e+00 +6.8743e-01 +1.8071e-02 +1.8842e+00 -1.1650e+00 -3.4475e+00 -1.0597e+00 +1.7093e-01 +3.2334e+00
12707 +6.196424657e-02 +6.196424657e-02 +2.200419642e+02 +2.200419642e+02 +1.0021e+00 -3.7451e+00 -2.5271e-01 -2.6397e-01 -1.5679e-02 +2.2565e+00 -3.2541e+00 +1.5090e+00 -3.4607e+00 -2.4522e+00 +7.3926e-01 -3.0476e+00 +8.0843e-01 -1.5478e-02 +1.9167e+00 -1.1849e+00 -3.2671e+00 -1.0558e+00 +3.1415e-01 +3.2816e+00
12731 +5.449026875e-02 +5.449026875e-02 +2.200344903e+02 +2.200344903e+02 +1.0092e+00 -3.6738e+00 -1.6437e-01 -2.7533e-01 -5.0118e-02 +2.2628e+00 -3.2431e+00 +1.4784e+00 -3.4004e+00 -2.3206e+00 +7.7823e-01 -3.0214e+00 +7.7658e-01 -8.6868e-02 +1.8563e+00 -1.1814e+00 -3.2363e+00 -1.0660e+00 +2.9496e-01 +3.2103e+00
12837 +3.896684831e-02 +3.896684831e-02 +2.200189668e+02 +2.200189668e+02 +1.1024e+00 -3.7313e+00 -1.6209e-01 -2.5003e-01 -1.1927e-01 +2.3123e+00 -3.1886e+00 +1.4361e+00 -3.4944e+00 -2.2769e+00 +7.1843e-01 -2.9580e+00 +7.0479e-01 +3.4921e-02 +1.8522e+00 -1.2083e+00 -3.2876e+00 -1.0797e+00 +3.0087e-01 +3.2460e+00
13888 +3.084236714e-02 +3.084236714e-02 +2.200108424e+02 +2.200108424e+02 +1.0397e+00 -3.8144e+00 -2.9476e-01 -3.3127e-01 -3.6206e-02 +2.2706e+00 -3.1574e+00 +1.4633e+00 -3.5119e+00 -2.3388e+00 +7.3752e-01 -2.9643e+00 +7.0795e-01 -6.1128e-02 +1.8429e+00 -1.1566e+00 -3.3820e+00 -1.0846e+00 +1.5358e-01 +3.2503e+00
14408 +2.758989623e-02 +2.758989623e-02 +2.200075899e+02 +2.200075899e+02 +1.0114e+00 -3.7433e+00 -1.8829e-01 -2.7497e-01 -1.0292e-01 +2.2728e+00 -3.2944e+00 +1.5427e+00 -3.4867e+00 -2.3319e+00 +7.5960e-01 -2.9979e+00 +7.0477e-01 +2.2777e-02 +1.8078e+00 -1.2025e+00 -3.3220e+00 -1.0878e+00 +2.0612e-01 +3.2253e+00
14420 +2.264960335e-02 +2.264960335e-02 +2.200026496e+02 +2.200026496e+02 +1.0291e+00 -3.7820e+00 -1.8290e-01 -2.8500e-01 -9.3009e-02 +2.2597e+00 -3.1811e+00 +1.4735e+00 -3.4667e+00 -2.2728e+00 +7.5422e-01 -3.0019e+00 +6.4366e-01 -2.1081e-02 +1.8132e+00 -1.2100e+00 -3.3984e+00 -1.0864e+00 +1.9760e-01 +3.2229e+00
14445 +1.897306525e-02 +1.897306525e-02 +2.199989731e+02 +2.199989731e+02 +1.0029e+00 -3.7620e+00 -1.9233e-01 -3.0181e-01 -4.1543e-02 +2.3019e+00 -3.2111e+00 +1.5069e+00 -3.5135e+00 -2.3884e+00 +7.9605e-01 -2.9957e+00 +7.2320e-01 -4.2238e-02 +1.8274e+00 -1.1434e+00 -3.3905e+00 -1.0740e+00 +2.2917e-01 +3.2923e+00
15136 +1.722428498e-02 +1.722428498e-02 +2.199972243e+02 +2.199972243e+02 +1.0003e+00 -3.7677e+00 -2.0758e-01 -2.7863e-01 -5.4733e-02 +2.2839e+00 -3.2126e+00 +1.4867e+00 -3.4590e+00 -2.3294e+00 +7.1423e-01 -2.9532e+00 +7.5547e-01 -5.0638e-02 +1.8338e+00 -1.1556e+00 -3.3481e+00 -1.0523e+00 +1.9809e-01 +3.3288e+00
15245 +1.510862041e-02 +1.510862041e-02 +2.199951086e+02 +2.199951086e+02 +1.0299e+00 -3.8010e+00 -1.9954e-01 -2.6041e-01 -7.4865e-02 +2.3726e+00 -3.1446e+00 +1.4550e+00 -3.4882e+00 -2.3031e+00 +7.6910e-01 -2.9826e+00 +7.4083e-01 -3.0973e-02 +1.8873e+00 -1.1663e+00 -3.3379e+00 -1.0543e+00 +1.9732e-01 +3.2248e+00
15838 +1.338687983e-02 +1.338687983e-02 +2.199933869e+02 +2.199933869e+02 +1.0533e+00 -3.7814e+00 -1.9482e-01 -2.6770e-01 -6.8086e-02 +2.3106e+00 -3.1756e+00 +1.5093e+00 -3.5230e+00 -2.3473e+00 +7.2504e-01 -2.9957e+00 +7.3196e-01 -3.3657e-02 +1.8344e+00 -1.1819e+00 -3.3852e+00 -1.0485e+00 +2.3119e-01 +3.3391e+00
15850 +1.303774579e-02 +1.303774579e-02 +2.199930377e+02 +2.199930377e+02 +1.0218e+00 -3.7662e+00 -1.8755e-01 -2.7389e-01 -5.8383e-02 +2.2878e+00 -3.1809e+00 +1.4923e+00 -3.5182e+00 -2.3179e+00 +7.1514e-01 -3.0122e+00 +7.6600e-01 -4.6597e-02 +1.7863e+00 -1.1734e+00 -3.3264e+00 -1.0735e+00 +2.1550e-01 +3.2963e+00
16173 +1.012541927e-02 +1.012541927e-02 +2.199901254e+02 +2.199901254e+02 +9.9664e-01 -3.7199e+00 -2.0243e-01 -2.7718e-01 -8.4293e-02 +2.3488e+00 -3.1794e+00 +1.5019e+00 -3.4667e+00 -2.3220e+00 +7.4935e-01 -3.0125e+00 +7.1088e-01 -1.8576e-02 +1.8686e+00 -1.1929e+00 -3.3560e+00 -1.0550e+00 +2.2970e-01 +3.3116e+00
16186 +9.875848357e-03 +9.875848357e-03 +2.199898758e+02 +2.199898758e+02 +9.9061e-01 -3.7342e+00 -2.0349e-01 -2.7708e-01 -6.6296e-02 +2.3236e+00 -3.1812e+00 +1.5146e+00 -3.4631e+00 -2.3665e+00 +7.1276e-01 -3.0210e+00 +7.2289e-01 -2.1035e-02 +1.8748e+00 -1.1810e+00 -3.3555e+00 -1.0660e+00 +2.1997e-01 +3.2974e+00
17235 +9.153517896e-03 +9.153517896e-03 +2.199891535e+02 +2.199891535e+02 +1.0564e+00 -3.7790e+00 -2.0074e-01 -2.8158e-01 -6.7538e-02 +2.3047e+00 -3.2292e+00 +1.5054e+00 -3.4961e+00 -2.3500e+00 +7.3218e-01 -3.0278e+00 +7.0152e-01 -5.1261e-02 +1.8424e+00 -1.1922e+00 -3.3319e+00 -1.0784e+00 +2.0019e-01 +3.2711e+00
17330 +5.584035470e-03 +5.584035470e-03 +2.199855840e+02 +2.199855840e+02 +1.0513e+00 -3.7654e+00 -1.9433e-01 -2.2183e-01 -6.5452e-02 +2.3006e+00 -3.1636e+00 +1.5034e+00 -3.5069e+00 -2.3524e+00 +7.2523e-01 -3.0259e+00 +7.2578e-01 -2.1930e-02 +1.8527e+00 -1.2057e+00 -3.3354e+00 -1.0472e+00 +1.9804e-01 +3.2813e+00
17849 +5.081376576e-03 +5.081376576e-03 +2.199850814e+02 +2.199850814e+02 +1.0203e+00 -3.7381e+00 -2.0145e-01 -2.6030e-01 -5.8859e-02 +2.3222e+00 -3.1656e+00 +1.4872e+00 -3.4811e+00 -2.3197e+00 +7.3622e-01 -3.0042e+00 +7.1014e-01 -3.9882e-02 +1.8575e+00 -1.2093e+00 -3.3577e+00 -1.0425e+00 +1.8148e-01 +3.2280e+00
17891 +4.621545554e-03 +4.621545554e-03 +2.199846215e+02 +2.199846215e+02 +1.0082e+00 -3.7631e+00 -2.2679e-01 -2.4372e-01 -5.4061e-02 +2.2878e+00 -3.1792e+00 +1.4981e+00 -3.4679e+00 -2.3396e+00 +7.5532e-01 -3.0077e+00 +7.3295e-01 +1.2812e-02 +1.8746e+00 -1.1869e+00 -3.3283e+00 -1.0721e+00 +2.1668e-01 +3.2675e+00
18252 +4.365717006e-03 +4.365717006e-03 +2.199843657e+02 +2.199843657e+02 +1.0348e+00 -3.7672e+00 -2.4755e-01 -2.6419e-01 -8.8416e-02 +2.3168e+00 -3.1877e+00 +1.5024e+00 -3.5001e+00 -2.3403e+00 +7.5655e-01 -2.9834e+00 +7.5322e-01 -3.3879e-02 +1.8567e+00 -1.1887e+00 -3.3397e+00 -1.0696e+00 +2.0707e-01 +3.2547e+00
18282 +3.893272211e-03 +3.893272211e-03 +2.199838933e+02 +2.199838933e+02 +1.0348e+00 -3.7529e+00 -2.0233e-01 -2.5327e-01 -1.0331e-01 +2.3037e+00 -3.1950e+00 +1.4879e+00 -3.5080e+00 -2.3423e+00 +7.3843e-01 -3.0217e+00 +7.1520e-01 -2.2877e-02 +1.8625e+00 -1.1915e+00 -3.3353e+00 -1.0671e+00 +2.0569e-01 +3.2575e+00
19084 +3.645235494e-03 +3.645235494e-03 +2.199836452e+02 +2.199836452e+02 +1.0012e+00 -3.7509e+00 -1.9472e-01 -2.7037e-01 -7.7689e-02 +2.3017e+00 -3.1823e+00 +1.5035e+00 -3.5042e+00 -2.3422e+00 +7.4914e-01 -2.9855e+00 +7.4661e-01 -2.1891e-02 +1.8435e+00 -1.2010e+00 -3.3312e+00 -1.0792e+00 +2.0266e-01 +3.2580e+00
19217 +2.829652811e-03 +2.829652811e-03 +2.199828297e+02 +2.199828297e+02 +1.0252e+00 -3.7492e+00 -1.8459e-01 -2.5168e-01 -7.4135e-02 +2.2956e+00 -3.1776e+00 +1.5056e+00 -3.4846e+00 -2.3191e+00 +7.7602e-01 -3.0224e+00 +7.3013e-01 -2.0761e-02 +1.8331e+00 -1.1784e+00 -3.3713e+00 -1.0638e+00 +2.1278e-01 +3.2625e+00
19667 +2.047738927e-03 +2.047738927e-03 +2.199820477e+02 +2.199820477e+02 +1.0460e+00 -3.7623e+00 -2.1607e-01 -2.6809e-01 -8.2712e-02 +2.3051e+00 -3.1765e+00 +1.5080e+00 -3.4882e+00 -2.3224e+00 +7.6160e-01 -2.9988e+00 +7.3827e-01 -1.8153e-02 +1.8463e+00 -1.1740e+00 -3.3624e+00 -1.0612e+00 +2.2864e-01 +3.2701e+00
20404 +1.674424660e-03 +1.674424660e-03 +2.199816744e+02 +2.199816744e+02 +1.0395e+00 -3.7460e+00 -2.0692e-01 -2.5177e-01 -5.3854e-02 +2.3069e+00 -3.1693e+00 +1.4984e+00 -3.4815e+00 -2.3285e+00 +7.6432e-01 -2.9953e+00 +7.2998e-01 -3.6664e-02 +1.8509e+00 -1.1734e+00 -3.3456e+00 -1.0681e+00 +2.1662e-01 +3.2522e+00
20455 +1.611873010e-03 +1.611873010e-03 +2.199816119e+02 +2.199816119e+02 +1.0376e+00 -3.7402e+00 -1.9354e-01 -2.6990e-01 -6.6552e-02 +2.2990e+00 -3.1700e+00 +1.4903e+00 -3.4869e+00 -2.3376e+00 +7.4531e-01 -3.0030e+00 +7.4232e-01 -3.4776e-02 +1.8414e+00 -1.1954e+00 -3.3371e+00 -1.0624e+00 +1.9984e-01 +3.2629e+00
20498 +1.556751674e-03 +1.556751674e-03 +2.199815568e+02 +2.199815568e+02 +1.0177e+00 -3.7444e+00 -2.0995e-01 -2.5827e-01 -7.8325e-02 +2.2997e+00 -3.1607e+00 +1.4879e+00 -3.4814e+00 -2.3268e+00 +7.5919e-01 -3.0136e+00 +7.2776e-01 -1.8913e-02 +1.8545e+00 -1.1828e+00 -3.3522e+00 -1.0749e+00 +1.9587e-01 +3.2757e+00
20699 +1.518001622e-03 +1.518001622e-03 +2.199815180e+02 +2.199815180e+02 +1.0404e+00 -3.7416e+00 -2.0930e-01 -2.6933e-01 -8.2074e-02 +2.2961e+00 -3.1732e+00 +1.5003e+00 -3.4841e+00 -2.3207e+00 +7.5457e-01 -3.0126e+00 +7.4316e-01 -6.7335e-03 +1.8463e+00 -1.2049e+00 -3.3526e+00 -1.0501e+00 +2.1446e-01 +3.2690e+00
20743 +1.354597987e-03 +1.354597987e-03 +2.199813546e+02 +2.199813546e+02 +1.0481e+00 -3.7623e+00 -1.9698e-01 -2.7519e-01 -7.8088e-02 +2.2942e+00 -3.1700e+00 +1.4925e+00 -3.4837e+00 -2.3327e+00 +7.4649e-01 -3.0039e+00 +7.1863e-01 -2.5421e-02 +1.8483e+00 -1.1831e+00 -3.3544e+00 -1.0597e+00 +1.9868e-01 +3.2666e+00
21186 +1.254006871e-03 +1.254006871e-03 +2.199812540e+02 +2.199812540e+02 +1.0453e+00 -3.7452e+00 -2.1750e-01 -2.5325e-01 -6.3926e-02 +2.3025e+00 -3.1895e+00 +1.5080e+00 -3.4806e+00 -2.3210e+00 +7.5063e-01 -3.0099e+00 +7.2113e-01 -2.7891e-02 +1.8553e+00 -1.2024e+00 -3.3450e+00 -1.0680e+00 +1.9897e-01 +3.2585e+00
21435 +8.796210585e-04 +8.796210585e-04 +2.199808796e+02 +2.199808796e+02 +1.0398e+00 -3.7449e+00 -2.0762e-01 -2.7314e-01 -6.6355e-02 +2.2978e+00 -3.1723e+00 +1.5101e+00 -3.4991e+00 -2.3282e+00 +7.5732e-01 -3.0101e+00 +7.2844e-01 -1.1133e-02 +1.8522e+00 -1.1887e+00 -3.3438e+00 -1.0630e+00 +2.0610e-01 +3.2627e+00
21852 +7.605813249e-04 +7.605813249e-04 +2.199807606e+02 +2.199807606e+02 +1.0411e+00 -3.7594e+00 -2.0240e-01 -2.5761e-01 -6.8161e-02 +2.2991e+00 -3.1724e+00 +1.5123e+00 -3.4941e+00 -2.3278e+00 +7.6230e-01 -3.0119e+00 +7.3661e-01 -2.0227e-02 +1.8369e+00 -1.1953e+00 -3.3412e+00 -1.0641e+00 +2.0460e-01 +3.2562e+00
23293 +5.855708252e-04 +5.855708252e-04 +2.199805856e+02 +2.199805856e+02 +1.0376e+00 -3.7497e+00 -2.0379e-01 -2.5293e-01 -7.3179e-02 +2.3115e+00 -3.1666e+00 +1.5072e+00 -3.4897e+00 -2.3302e+00 +7.5151e-01 -3.0064e+00 +7.4002e-01 -2.2308e-02 +1.8583e+00 -1.1918e+00 -3.3583e+00 -1.0576e+00 +2.0281e-01 +3.2595e+00
23381 +5.747749345e-04 +5.747749345e-04 +2.199805748e+02 +2.199805748e+02 +1.0246e+00 -3.7649e+00 -2.0707e-01 -2.6977e-01 -7.4240e-02 +2.2957e+00 -3.1705e+00 +1.5069e+00 -3.4910e+00 -2.3263e+00 +7.6191e-01 -3.0037e+00 +7.3692e-01 -2.8571e-02 +1.8568e+00 -1.1950e+00 -3.3534e+00 -1.0583e+00 +2.1229e-01 +3.2547e+00
23539 +5.304102409e-04 +5.304102409e-04 +2.199805304e+02 +2.199805304e+02 +1.0306e+00 -3.7553e+00 -2.0349e-01 -2.6575e-01 -6.9372e-02 +2.2992e+00 -3.1769e+00 +1.5055e+00 -3.4846e+00 -2.3397e+00 +7.5037e-01 -3.0038e+00 +7.3721e-01 -2.7848e-02 +1.8531e+00 -1.1891e+00 -3.3542e+00 -1.0555e+00 +2.0009e-01 +3.2685e+00
23593 +5.223584232e-04 +5.223584232e-04 +2.199805224e+02 +2.199805224e+02 +1.0361e+00 -3.7527e+00 -2.1370e-01 -2.5848e-01 -7.3028e-02 +2.3010e+00 -3.1699e+00 +1.5093e+00 -3.4813e+00 -2.3323e+00 +7.5458e-01 -3.0042e+00 +7.4213e-01 -1.6548e-02 +1.8473e+00 -1.2010e+00 -3.3583e+00 -1.0629e+00 +2.0350e-01 +3.2637e+00
23606 +4.616355853e-04 +4.616355853e-04 +2.199804616e+02 +2.199804616e+02 +1.0417e+00 -3.7570e+00 -2.1313e-01 -2.6123e-01 -6.5434e-02 +2.2954e+00 -3.1739e+00 +1.5007e+00 -3.4814e+00 -2.3275e+00 +7.5141e-01 -3.0056e+00 +7.3995e-01 -1.7374e-02 +1.8484e+00 -1.1986e+00 -3.3587e+00 -1.0615e+00 +2.0469e-01 +3.2583e+00
23652 +4.549064346e-04 +4.549064346e-04 +2.199804549e+02 +2.199804549e+02 +1.0411e+00 -3.7578e+00 -2.1392e-01 -2.5553e-01 -7.5251e-02 +2.2994e+00 -3.1753e+00 +1.5002e+00 -3.4853e+00 -2.3281e+00 +7.6269e-01 -3.0098e+00 +7.4138e-01 -2.1493e-02 +1.8508e+00 -1.1851e+00 -3.3477e+00 -1.0653e+00 +2.0114e-01 +3.2559e+00
23932 +4.353960252e-04 +4.353960252e-04 +2.199804354e+02 +2.199804354e+02 +1.0413e+00 -3.7472e+00 -2.1132e-01 -2.5723e-01 -7.0501e-02 +2.2963e+00 -3.1728e+00 +1.5052e+00 -3.4811e+00 -2.3262e+00 +7.5589e-01 -3.0149e+00 +7.3781e-01 -1.5976e-02 +1.8490e+00 -1.1892e+00 -3.3457e+00 -1.0643e+00 +2.0318e-01 +3.2621e+00
24100 +3.752173889e-04 +3.752173889e-04 +2.199803752e+02 +2.199803752e+02 +1.0311e+00 -3.7540e+00 -2.0732e-01 -2.6068e-01 -7.9908e-02 +2.3014e+00 -3.1703e+00 +1.4977e+00 -3.4896e+00 -2.3298e+00 +7.5746e-01 -3.0097e+00 +7.3908e-01 -2.9323e-02 +1.8610e+00 -1.1953e+00 -3.3507e+00 -1.0647e+00 +2.0244e-01 +3.2571e+00
24105 +3.643605083e-04 +3.643605083e-04 +2.199803644e+02 +2.199803644e+02 +1.0328e+00 -3.7547e+00 -2.0844e-01 -2.5725e-01 -7.1258e-02 +2.2948e+00 -3.1707e+00 +1.4978e+00 -3.4864e+00 -2.3318e+00 +7.5235e-01 -3.0070e+00 +7.4091e-01 -2.8023e-02 +1.8607e+00 -1.1972e+00 -3.3543e+00 -1.0639e+00 +1.9960e-01 +3.2570e+00
24116 +3.422924071e-04 +3.422924071e-04 +2.199803423e+02 +2.199803423e+02 +1.0382e+00 -3.7538e+00 -2.0724e-01 -2.5613e-01 -7.3454e-02 +2.2964e+00 -3.1682e+00 +1.4996e+00 -3.4873e+00 -2.3315e+00 +7.5088e-01 -3.0051e+00 +7.4055e-01 -2.2942e-02 +1.8490e+00 -1.1926e+00 -3.3553e+00 -1.0664e+00 +2.0553e-01 +3.2576e+00
24288 +2.864881036e-04 +2.864881036e-04 +2.199802865e+02 +2.199802865e+02 +1.0372e+00 -3.7589e+00 -2.1298e-01 -2.6277e-01 -6.2795e-02 +2.2989e+00 -3.1712e+00 +1.5019e+00 -3.4936e+00 -2.3302e+00 +7.5572e-01 -3.0077e+00 +7.3606e-01 -2.4299e-02 +1.8587e+00 -1.1889e+00 -3.3473e+00 -1.0631e+00 +2.0338e-01 +3.2593e+00
24808 +1.865765756e-04 +1.865765756e-04 +2.199801866e+02 +2.199801866e+02 +1.0343e+00 -3.7510e+00 -2.0742e-01 -2.6199e-01 -6.9811e-02 +2.2987e+00 -3.1711e+00 +1.4993e+00 -3.4831e+00 -2.3274e+00 +7.6031e-01 -3.0039e+00 +7.3216e-01 -2.1119e-02 +1.8530e+00 -1.1897e+00 -3.3533e+00 -1.0590e+00 +2.0053e-01 +3.2656e+00
25649 +1.779562084e-04 +1.779562084e-04 +2.199801780e+02 +2.199801780e+02 +1.0304e+00 -3.7573e+00 -2.0775e-01 -2.5657e-01 -7.7691e-02 +2.3003e+00 -3.1742e+00 +1.5030e+00 -3.4863e+00 -2.3282e+00 +7.5569e-01 -3.0069e+00 +7.3396e-01 -2.0567e-02 +1.8525e+00 -1.1873e+00 -3.3452e+00 -1.0572e+00 +2.0216e-01 +3.2596e+00
25714 +1.767844730e-04 +1.767844730e-04 +2.199801768e+02 +2.199801768e+02 +1.0346e+00 -3.7631e+00 -2.0627e-01 -2.6069e-01 -7.1269e-02 +2.2986e+00 -3.1758e+00 +1.5018e+00 -3.4791e+00 -2.3282e+00 +7.5383e-01 -3.0097e+00 +7.3908e-01 -1.9343e-02 +1.8559e+00 -1.1924e+00 -3.3490e+00 -1.0582e+00 +2.0358e-01 +3.2618e+00
25750 +1.646211162e-04 +1.646211162e-04 +2.199801646e+02 +2.199801646e+02 +1.0314e+00 -3.7548e+00 -2.0578e-01 -2.6065e-01 -7.4336e-02 +2.2988e+00 -3.1734e+00 +1.5040e+00 -3.4803e+00 -2.3280e+00 +7.5642e-01 -3.0046e+00 +7.3335e-01 -1.7435e-02 +1.8494e+00 -1.1952e+00 -3.3511e+00 -1.0577e+00 +2.0058e-01 +3.2573e+00
25771 +1.565877582e-04 +1.565877582e-04 +2.199801566e+02 +2.199801566e+02 +1.0319e+00 -3.7551e+00 -2.0580e-01 -2.5818e-01 -7.1534e-02 +2.2981e+00 -3.1721e+00 +1.5011e+00 -3.4776e+00 -2.3263e+00 +7.5074e-01 -3.0065e+00 +7.3268e-01 -2.1435e-02 +1.8489e+00 -1.1912e+00 -3.3489e+00 -1.0597e+00 +2.0859e-01 +3.2584e+00
25780 +1.508022011e-04 +1.508022011e-04 +2.199801508e+02 +2.199801508e+02 +1.0315e+00 -3.7612e+00 -2.0612e-01 -2.5668e-01 -7.0997e-02 +2.2993e+00 -3.1682e+00 +1.5063e+00 -3.4807e+00 -2.3255e+00 +7.5374e-01 -3.0037e+00 +7.3320e-01 -2.1307e-02 +1.8498e+00 -1.1932e+00 -3.3531e+00 -1.0605e+00 +2.0976e-01 +3.2615e+00
26027 +1.297904736e-04 +1.297904736e-04 +2.199801298e+02 +2.199801298e+02 +1.0340e+00 -3.7540e+00 -2.0673e-01 -2.5993e-01 -7.4386e-02 +2.3035e+00 -3.1739e+00 +1.5050e+00 -3.4832e+00 -2.3290e+00 +7.5272e-01 -3.0029e+00 +7.3471e-01 -2.0829e-02 +1.8543e+00 -1.1926e+00 -3.3454e+00 -1.0584e+00 +2.0625e-01 +3.2653e+00
26116 +1.272920738e-04 +1.272920738e-04 +2.199801273e+02 +2.199801273e+02 +1.0327e+00 -3.7555e+00 -2.1154e-01 -2.6142e-01 -7.1682e-02 +2.2968e+00 -3.1769e+00 +1.5002e+00 -3.4850e+00 -2.3239e+00 +7.5909e-01 -3.0079e+00 +7.3317e-01 -2.0565e-02 +1.8543e+00 -1.1952e+00 -3.3510e+00 -1.0621e+00 +2.0298e-01 +3.2628e+00
26357 +1.077470415e-04 +1.077470415e-04 +2.199801077e+02 +2.199801077e+02 +1.0334e+00 -3.7556e+00 -2.0627e-01 -2.6097e-01 -6.9326e-02 +2.3023e+00 -3.1675e+00 +1.5025e+00 -3.4834e+00 -2.3279e+00 +7.5667e-01 -3.0087e+00 +7.3584e-01 -2.1170e-02 +1.8493e+00 -1.1922e+00 -3.3519e+00 -1.0596e+00 +2.0415e-01 +3.2642e+00
26370 +9.026095904e-05 +9.026095904e-05 +2.199800903e+02 +2.199800903e+02 +1.0351e+00 -3.7538e+00 -2.0606e-01 -2.6245e-01 -6.9720e-02 +2.3021e+00 -3.1705e+00 +1.5003e+00 -3.4855e+00 -2.3279e+00 +7.5487e-01 -3.0076e+00 +7.3137e-01 -2.2805e-02 +1.8515e+00 -1.1942e+00 -3.3522e+00 -1.0590e+00 +2.0737e-01 +3.2634e+00
26381 +7.612950441e-05 +7.612950441e-05 +2.199800761e+02 +2.199800761e+02 +1.0352e+00 -3.7552e+00 -2.0478e-01 -2.6041e-01 -7.2514e-02 +2.2997e+00 -3.1701e+00 +1.5001e+00 -3.4851e+00 -2.3300e+00 +7.5421e-01 -3.0080e+00 +7.3064e-01 -2.2472e-02 +1.8509e+00 -1.1938e+00 -3.3460e+00 -1.0611e+00 +2.0717e-01 +3.2636e+00
27569 +7.553958432e-05 +7.553958432e-05 +2.199800755e+02 +2.199800755e+02 +1.0322e+00 -3.7567e+00 -2.0670e-01 -2.5716e-01 -7.1565e-02 +2.3034e+00 -3.1701e+00 +1.5018e+00 -3.4835e+00 -2.3275e+00 +7.5732e-01 -3.0095e+00 +7.3017e-01 -2.0266e-02 +1.8540e+00 -1.1900e+00 -3.3482e+00 -1.0624e+00 +2.0406e-01 +3.2646e+00
