% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.503646976e+01 +2.503646976e+01 +1.045164698e+02 +1.045164698e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
14 +1.445484851e+01 +1.445484851e+01 +9.393484851e+01 +9.393484851e+01 +6.2551e-03 -5.4292e-01 -1.0057e+00 +8.6594e-01 -6.1053e-01 +8.8481e-01 -1.7364e-01 +9.2332e-01 -1.3331e-01 -7.2370e-01
15 +1.402400111e+01 +1.402400111e+01 +9.350400111e+01 +9.350400111e+01 +1.1228e+00 -2.2191e-02 -1.6548e+00 -1.4956e-01 -6.0741e-01 -2.6965e-01 +1.6941e-01 -8.0853e-01 -6.7141e-01 -2.6979e+00
22 +1.207222076e+01 +1.207222076e+01 +9.155222076e+01 +9.155222076e+01 +4.7189e-01 +6.7674e-01 -1.4743e+00 +2.7838e+00 -1.6347e+00 -6.8936e-01 -4.5146e-01 -2.0423e+00 -1.9753e+00 -2.7433e+00
23 +1.106263419e+01 +1.106263419e+01 +9.054263419e+01 +9.054263419e+01 +9.9844e-01 -1.4587e+00 -6.8280e-01 +4.6360e-01 -1.5307e+00 -3.9561e-02 +2.1412e+00 -9.8387e-01 -1.0637e+00 -2.7764e+00
122 +9.668899852e+00 +9.668899852e+00 +8.914889985e+01 +8.914889985e+01 +1.3568e+00 -2.4651e+00 -2.0603e+00 +2.6713e+00 -2.6249e+00 +5.2137e-01 +1.7277e+00 +3.9677e-02 -7.3412e-01 -2.6478e+00
140 +8.021474925e+00 +8.021474925e+00 +8.750147492e+01 +8.750147492e+01 +1.3791e+00 -2.2891e+00 -1.5846e+00 +3.3391e+00 -3.1893e+00 +1.6013e+00 +4.4416e-01 -3.6976e-01 -1.4943e+00 -2.3095e+00
146 +5.545425356e+00 +5.545425356e+00 +8.502542536e+01 +8.502542536e+01 +9.8089e-01 -2.5185e+00 -8.3341e-01 +2.4035e+00 -2.5388e+00 +1.6300e+00 -9.6425e-01 +3.6450e-01 -1.0724e+00 -2.4300e+00
177 +3.082907974e+00 +3.082907974e+00 +8.256290797e+01 +8.256290797e+01 +8.7259e-02 -1.0951e+00 +6.3567e-02 +1.9244e+00 -3.1675e+00 -8.1055e-01 -6.4754e-01 -4.2054e-01 -1.8597e+00 -2.9540e+00
316 +2.860596271e+00 +2.860596271e+00 +8.234059627e+01 +8.234059627e+01 +4.0467e-01 -9.0921e-01 -1.4214e+00 +1.0940e+00 -2.6070e+00 +1.0211e+00 +2.9150e-01 +1.9144e-01 -1.7953e+00 -2.0235e+00
