% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.291370946e+01 +8.291370946e+01 -3.791762905e+02 -3.791762905e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00
8 +7.463759976e+01 +7.463759976e+01 -3.874524002e+02 -3.874524002e+02 +1.0663e+00 +1.9875e+00 +4.0666e-01
13 +7.406685603e+01 +7.406685603e+01 -3.880231440e+02 -3.880231440e+02 +1.4098e+00 +8.7587e-01 -9.9952e-02
14 +6.614203608e+01 +6.614203608e+01 -3.959479639e+02 -3.959479639e+02 +2.5029e+00 +3.7348e+00 +1.6780e+00
18 +3.377462832e+01 +3.377462832e+01 -4.283153717e+02 -4.283153717e+02 +4.6289e-02 +2.0962e+00 +1.9255e+00
27 +2.157479944e+01 +2.157479944e+01 -4.405152006e+02 -4.405152006e+02 +1.5240e-01 +2.3035e+00 +1.6201e+00
109 +1.956641576e+01 +1.956641576e+01 -4.425235842e+02 -4.425235842e+02 +1.2792e+00 +1.1310e+00 +1.9437e+00
146 +1.845975098e+01 +1.845975098e+01 -4.436302490e+02 -4.436302490e+02 +4.5489e-01 +7.6131e-01 +1.5005e+00
261 +1.811269087e+01 +1.811269087e+01 -4.439773091e+02 -4.439773091e+02 +5.3329e-01 +7.2807e-01 +1.9309e+00
293 +1.457945213e+01 +1.457945213e+01 -4.475105479e+02 -4.475105479e+02 +5.2673e-01 +1.8182e+00 +1.9405e+00
446 +1.317471102e+01 +1.317471102e+01 -4.489152890e+02 -4.489152890e+02 +1.2608e+00 +1.6722e+00 +1.5870e+00
455 +1.264364266e+01 +1.264364266e+01 -4.494463573e+02 -4.494463573e+02 +5.8528e-01 +1.8082e+00 +1.9021e+00
574 +1.212013877e+01 +1.212013877e+01 -4.499698612e+02 -4.499698612e+02 +3.8872e-01 +2.2442e+00 +1.5699e+00
665 +8.637798994e+00 +8.637798994e+00 -4.534522010e+02 -4.534522010e+02 +1.4193e+00 +1.7341e+00 +1.5425e+00
702 +8.504672144e+00 +8.504672144e+00 -4.535853279e+02 -4.535853279e+02 +3.1932e-01 +2.2206e+00 +1.9013e+00
838 +6.259487385e+00 +6.259487385e+00 -4.558305126e+02 -4.558305126e+02 +2.4442e+00 +1.6593e+00 +2.2489e+00
1220 +5.759236398e+00 +5.759236398e+00 -4.563307636e+02 -4.563307636e+02 +4.7136e-01 +2.3060e+00 +1.8998e+00
1368 +3.628066868e+00 +3.628066868e+00 -4.584619331e+02 -4.584619331e+02 +1.3529e+00 +1.7275e+00 +1.9170e+00
1615 +3.192993933e+00 +3.192993933e+00 -4.588970061e+02 -4.588970061e+02 +1.3867e+00 +2.8182e+00 +2.2060e+00
1695 +2.673130579e+00 +2.673130579e+00 -4.594168694e+02 -4.594168694e+02 +1.3845e+00 +2.8282e+00 +2.2139e+00
1951 +2.430836792e+00 +2.430836792e+00 -4.596591632e+02 -4.596591632e+02 +1.3521e+00 +2.8330e+00 +2.1993e+00
2124 +2.320214164e+00 +2.320214164e+00 -4.597697858e+02 -4.597697858e+02 +1.3605e+00 +2.8237e+00 +2.2087e+00
2177 +2.225863588e+00 +2.225863588e+00 -4.598641364e+02 -4.598641364e+02 +1.3398e+00 +2.8242e+00 +2.2073e+00
