% function evaluation | noise-free fitness - Fopt (-2.098800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.724536382e+06 +6.724536382e+06 +6.724326502e+06 +6.724326502e+06 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +3.750809405e+06 +3.750809405e+06 +3.750599525e+06 +3.750599525e+06 -4.5025e+00 +7.8879e+00 +2.3875e+00 +2.8134e+00 -2.4778e+00 +3.6009e+00 -1.1256e-02 +4.4220e-01 -5.8895e-01 +7.7438e-01
8 +2.704252830e+06 +2.704252830e+06 +2.704042950e+06 +2.704042950e+06 -5.1092e-01 -2.2028e+00 -3.7705e-02 +4.1399e-01 -1.4649e+00 -8.2982e-01 -2.8723e-01 -1.2316e+00 +1.6948e+00 +1.6734e+00
12 +2.518873030e+06 +2.518873030e+06 +2.518663150e+06 +2.518663150e+06 -3.8048e-01 -3.3122e+00 -3.1148e-01 +7.3310e-02 -1.2517e+00 -1.1644e+00 -8.8838e-01 -2.3748e+00 +1.8838e+00 +2.0585e+00
15 +1.112261509e+06 +1.112261509e+06 +1.112051629e+06 +1.112051629e+06 -9.1423e-01 -1.7504e+00 -2.4210e-01 -3.7840e-01 -3.0179e+00 -7.3113e-01 +9.0587e-01 -1.5508e+00 +4.7165e-01 +3.2430e+00
17 +7.377173909e+05 +7.377173909e+05 +7.375075109e+05 +7.375075109e+05 -2.0909e+00 -1.5939e+00 +3.2365e-01 +4.7874e-01 -3.1101e+00 +7.2597e-02 -8.4203e-01 -1.0842e+00 +5.2697e-01 +2.3230e+00
23 +4.190429724e+05 +4.190429724e+05 +4.188330924e+05 +4.188330924e+05 -1.5182e+00 -3.1717e+00 +8.7026e-01 +5.2845e-01 -1.8156e+00 -2.5257e+00 -1.2478e+00 -7.2818e-01 -1.2163e-01 +2.5095e+00
33 +2.945792736e+05 +2.945792736e+05 +2.943693936e+05 +2.943693936e+05 -2.1907e+00 -1.5212e+00 +2.5866e+00 -1.2259e-01 -2.7775e+00 -1.8939e+00 -1.7156e+00 +2.5713e-02 -1.0639e+00 +2.8734e+00
83 +1.788934568e+05 +1.788934568e+05 +1.786835768e+05 +1.786835768e+05 -3.6077e+00 -3.5087e+00 +2.7029e+00 +3.1175e-01 -3.9686e-01 -3.1529e+00 -1.0334e-01 -2.4191e-01 -1.0847e+00 +2.3745e+00
97 +1.316011874e+05 +1.316011874e+05 +1.313913074e+05 +1.313913074e+05 -2.9557e+00 -2.3639e+00 +1.7738e+00 +6.2614e-01 -8.9462e-01 -1.8025e+00 -1.0734e-01 -3.5728e-01 -1.0724e+00 +2.7670e+00
133 +1.204646142e+05 +1.204646142e+05 +1.202547342e+05 +1.202547342e+05 -3.2535e+00 -2.3208e+00 +2.4443e+00 +1.5742e+00 -1.3521e+00 -5.5651e-01 -3.9753e-01 +5.3410e-01 -1.0270e+00 +2.6483e+00
142 +1.177092243e+05 +1.177092243e+05 +1.174993443e+05 +1.174993443e+05 -2.7920e+00 -2.1038e+00 +2.6803e+00 +1.4683e+00 -1.6635e+00 -5.0046e-01 -6.3835e-01 +2.7535e-01 -1.0689e+00 +2.5684e+00
159 +1.133288301e+05 +1.133288301e+05 +1.131189501e+05 +1.131189501e+05 -2.9461e+00 -2.4103e+00 +2.4732e+00 +6.9607e-01 -1.8685e+00 -5.9481e-02 -3.3310e-01 -1.2743e-01 -1.3026e+00 +2.4783e+00
163 +6.816473561e+04 +6.816473561e+04 +6.795485561e+04 +6.795485561e+04 -2.7650e+00 -2.5177e+00 +2.2181e+00 +5.2998e-01 -2.4480e+00 +9.2173e-02 +2.6317e-01 +1.4761e-01 -1.1455e+00 +2.5879e+00
211 +3.219389841e+04 +3.219389841e+04 +3.198401841e+04 +3.198401841e+04 -1.5644e+00 -3.4136e+00 +3.5697e+00 +7.1326e-01 -4.1633e+00 +1.6764e+00 +1.2163e+00 -5.7994e-02 -1.1806e+00 +2.5798e+00
282 +2.896046533e+04 +2.896046533e+04 +2.875058533e+04 +2.875058533e+04 -1.8128e+00 -2.8496e+00 +2.8025e+00 -3.5600e-01 -2.7187e+00 +1.9568e+00 +1.5159e+00 -4.8086e-01 -1.0582e+00 +2.6734e+00
299 +2.479824466e+04 +2.479824466e+04 +2.458836466e+04 +2.458836466e+04 -1.7373e+00 -2.7051e+00 +2.3380e+00 -7.5721e-01 -2.9472e+00 +2.0237e+00 +1.5467e+00 -4.3887e-01 -1.1324e+00 +2.5664e+00
312 +2.266162449e+04 +2.266162449e+04 +2.245174449e+04 +2.245174449e+04 -1.5404e+00 -2.7446e+00 +2.1627e+00 -1.6877e+00 -3.1700e+00 +2.8556e+00 +2.0285e+00 -2.5301e-01 -1.0348e+00 +2.6870e+00
332 +1.863706074e+04 +1.863706074e+04 +1.842718074e+04 +1.842718074e+04 -1.3416e+00 -2.5500e+00 +1.7090e+00 -1.8256e+00 -3.2525e+00 +2.8782e+00 +1.9109e+00 -5.5800e-03 -1.0853e+00 +2.5470e+00
337 +1.525463265e+04 +1.525463265e+04 +1.504475265e+04 +1.504475265e+04 -1.4460e+00 -2.5674e+00 +1.8464e+00 -2.1268e+00 -2.7153e+00 +2.4247e+00 +2.1983e+00 +1.3774e-01 -1.0348e+00 +2.5995e+00
413 +1.457462232e+04 +1.457462232e+04 +1.436474232e+04 +1.436474232e+04 -1.3108e+00 -2.4499e+00 +2.3010e+00 -1.3709e+00 -2.6604e+00 +2.0766e+00 +2.3601e+00 +9.5189e-02 -1.1890e+00 +2.6260e+00
434 +1.415603766e+04 +1.415603766e+04 +1.394615766e+04 +1.394615766e+04 -1.1909e+00 -2.5481e+00 +2.4119e+00 -1.5532e+00 -2.1862e+00 +2.0221e+00 +2.5091e+00 +3.7131e-02 -9.9240e-01 +2.5913e+00
437 +1.289675542e+04 +1.289675542e+04 +1.268687542e+04 +1.268687542e+04 -1.2481e+00 -2.5689e+00 +2.3244e+00 -1.7611e+00 -1.8777e+00 +2.3848e+00 +2.5911e+00 +1.4804e-01 -1.0567e+00 +2.6266e+00
440 +1.189306187e+04 +1.189306187e+04 +1.168318187e+04 +1.168318187e+04 -1.7222e+00 -2.6983e+00 +2.1457e+00 -1.2220e+00 -2.2493e+00 +1.9904e+00 +2.3424e+00 -1.2701e-01 -1.0566e+00 +2.5710e+00
502 +1.072504927e+04 +1.072504927e+04 +1.051516927e+04 +1.051516927e+04 -1.6101e+00 -3.0497e+00 +2.1101e+00 -6.5838e-01 -1.4856e+00 +1.6290e+00 +2.1629e+00 +3.0751e-02 -1.0290e+00 +2.5960e+00
549 +1.052366724e+04 +1.052366724e+04 +1.031378724e+04 +1.031378724e+04 -1.8061e+00 -2.8944e+00 +1.9026e+00 -9.2711e-01 -1.3009e+00 +1.5833e+00 +2.4806e+00 -1.2769e-01 -1.1839e+00 +2.6371e+00
551 +1.028688575e+04 +1.028688575e+04 +1.007700575e+04 +1.007700575e+04 -1.7393e+00 -2.9448e+00 +1.9210e+00 -7.6832e-01 -8.9984e-01 +1.8400e+00 +2.5666e+00 -9.2800e-02 -1.1507e+00 +2.6670e+00
556 +9.784554009e+03 +9.784554009e+03 +9.574674009e+03 +9.574674009e+03 -1.8824e+00 -3.1251e+00 +1.9382e+00 -7.5230e-01 -6.9652e-01 +2.1060e+00 +2.6824e+00 -1.0704e-01 -1.1636e+00 +2.6586e+00
557 +6.790968001e+03 +6.790968001e+03 +6.581088001e+03 +6.581088001e+03 -1.8239e+00 -2.7308e+00 +1.9343e+00 -7.6302e-01 -6.9927e-01 +1.8740e+00 +2.6030e+00 +4.7584e-02 -1.0964e+00 +2.5932e+00
572 +6.588664951e+03 +6.588664951e+03 +6.378784951e+03 +6.378784951e+03 -1.8221e+00 -2.8165e+00 +2.1387e+00 -7.2252e-01 -8.2413e-01 +1.9506e+00 +2.4704e+00 -1.7646e-01 -1.0411e+00 +2.5886e+00
605 +6.300352219e+03 +6.300352219e+03 +6.090472219e+03 +6.090472219e+03 -1.8956e+00 -2.5947e+00 +1.9464e+00 -5.9009e-01 -8.0401e-01 +1.7368e+00 +2.5126e+00 -1.1897e-01 -1.1065e+00 +2.6158e+00
