% function evaluation | noise-free fitness - Fopt (-5.235000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
65185 +2.087480060e-04 +2.087480060e-04 +3.992020875e+01 +3.992020875e+01 +3.9699e+00 -1.0600e+00 +2.3629e+00 -2.2808e+00 -2.0387e+00 +2.3422e+00 +2.2487e+00 -6.1228e-01 +3.0557e+00 +3.4085e+00 -3.6985e-01 +2.0407e-01 -1.0706e-01 +1.5053e-01 -1.5690e+00 +6.3234e-01 +2.2135e-01 +1.0514e+00 +9.6734e-01 -3.5541e+00
66839 +2.031555100e-04 +2.031555100e-04 +3.992020316e+01 +3.992020316e+01 +3.9697e+00 -1.0609e+00 +2.3622e+00 -2.2810e+00 -2.0390e+00 +2.3417e+00 +2.2479e+00 -6.1170e-01 +3.0559e+00 +3.4096e+00 -3.6947e-01 +2.0337e-01 -1.0700e-01 +1.5124e-01 -1.5685e+00 +6.3345e-01 +2.2015e-01 +1.0497e+00 +9.6791e-01 -3.5544e+00
68713 +1.986183060e-04 +1.986183060e-04 +3.992019862e+01 +3.992019862e+01 +3.9686e+00 -1.0606e+00 +2.3626e+00 -2.2799e+00 -2.0377e+00 +2.3414e+00 +2.2479e+00 -6.1140e-01 +3.0558e+00 +3.4074e+00 -3.6964e-01 +2.0483e-01 -1.0616e-01 +1.5088e-01 -1.5679e+00 +6.3370e-01 +2.1972e-01 +1.0495e+00 +9.7099e-01 -3.5541e+00
68854 +1.947764209e-04 +1.947764209e-04 +3.992019478e+01 +3.992019478e+01 +3.9682e+00 -1.0609e+00 +2.3621e+00 -2.2802e+00 -2.0375e+00 +2.3415e+00 +2.2481e+00 -6.1133e-01 +3.0562e+00 +3.4078e+00 -3.7009e-01 +2.0428e-01 -1.0604e-01 +1.5089e-01 -1.5684e+00 +6.3298e-01 +2.1961e-01 +1.0503e+00 +9.7005e-01 -3.5540e+00
69110 +1.889126227e-04 +1.889126227e-04 +3.992018891e+01 +3.992018891e+01 +3.9682e+00 -1.0606e+00 +2.3625e+00 -2.2804e+00 -2.0377e+00 +2.3413e+00 +2.2487e+00 -6.1078e-01 +3.0569e+00 +3.4076e+00 -3.7090e-01 +2.0371e-01 -1.0599e-01 +1.5193e-01 -1.5679e+00 +6.3308e-01 +2.1891e-01 +1.0500e+00 +9.7043e-01 -3.5539e+00
69249 +1.856161403e-04 +1.856161403e-04 +3.992018562e+01 +3.992018562e+01 +3.9682e+00 -1.0607e+00 +2.3629e+00 -2.2807e+00 -2.0378e+00 +2.3413e+00 +2.2484e+00 -6.1078e-01 +3.0578e+00 +3.4071e+00 -3.7151e-01 +2.0382e-01 -1.0606e-01 +1.5191e-01 -1.5679e+00 +6.3294e-01 +2.1939e-01 +1.0495e+00 +9.7136e-01 -3.5538e+00
69269 +1.802060310e-04 +1.802060310e-04 +3.992018021e+01 +3.992018021e+01 +3.9681e+00 -1.0605e+00 +2.3633e+00 -2.2811e+00 -2.0376e+00 +2.3413e+00 +2.2485e+00 -6.1075e-01 +3.0585e+00 +3.4072e+00 -3.7210e-01 +2.0348e-01 -1.0616e-01 +1.5230e-01 -1.5683e+00 +6.3254e-01 +2.1890e-01 +1.0492e+00 +9.7099e-01 -3.5536e+00
69309 +1.742777715e-04 +1.742777715e-04 +3.992017428e+01 +3.992017428e+01 +3.9679e+00 -1.0600e+00 +2.3643e+00 -2.2822e+00 -2.0373e+00 +2.3412e+00 +2.2490e+00 -6.1082e-01 +3.0600e+00 +3.4066e+00 -3.7376e-01 +2.0289e-01 -1.0630e-01 +1.5315e-01 -1.5683e+00 +6.3226e-01 +2.1819e-01 +1.0487e+00 +9.7076e-01 -3.5533e+00
69612 +1.703807931e-04 +1.703807931e-04 +3.992017038e+01 +3.992017038e+01 +3.9672e+00 -1.0603e+00 +2.3650e+00 -2.2814e+00 -2.0381e+00 +2.3404e+00 +2.2490e+00 -6.1200e-01 +3.0616e+00 +3.4050e+00 -3.7604e-01 +2.0414e-01 -1.0662e-01 +1.5313e-01 -1.5687e+00 +6.3249e-01 +2.1790e-01 +1.0475e+00 +9.7424e-01 -3.5530e+00
69717 +1.686111719e-04 +1.686111719e-04 +3.992016861e+01 +3.992016861e+01 +3.9672e+00 -1.0604e+00 +2.3655e+00 -2.2815e+00 -2.0385e+00 +2.3405e+00 +2.2486e+00 -6.1182e-01 +3.0619e+00 +3.4048e+00 -3.7619e-01 +2.0387e-01 -1.0687e-01 +1.5391e-01 -1.5685e+00 +6.3260e-01 +2.1791e-01 +1.0475e+00 +9.7394e-01 -3.5530e+00
69727 +1.657774617e-04 +1.657774617e-04 +3.992016578e+01 +3.992016578e+01 +3.9671e+00 -1.0603e+00 +2.3657e+00 -2.2815e+00 -2.0386e+00 +2.3404e+00 +2.2486e+00 -6.1153e-01 +3.0621e+00 +3.4047e+00 -3.7647e-01 +2.0382e-01 -1.0698e-01 +1.5439e-01 -1.5683e+00 +6.3255e-01 +2.1779e-01 +1.0471e+00 +9.7422e-01 -3.5529e+00
70206 +1.617850882e-04 +1.617850882e-04 +3.992016179e+01 +3.992016179e+01 +3.9671e+00 -1.0605e+00 +2.3663e+00 -2.2812e+00 -2.0386e+00 +2.3401e+00 +2.2478e+00 -6.1137e-01 +3.0627e+00 +3.4042e+00 -3.7546e-01 +2.0479e-01 -1.0659e-01 +1.5401e-01 -1.5693e+00 +6.3352e-01 +2.1689e-01 +1.0469e+00 +9.7849e-01 -3.5530e+00
70426 +1.577666373e-04 +1.577666373e-04 +3.992015777e+01 +3.992015777e+01 +3.9669e+00 -1.0606e+00 +2.3657e+00 -2.2814e+00 -2.0387e+00 +2.3405e+00 +2.2477e+00 -6.1133e-01 +3.0621e+00 +3.4053e+00 -3.7531e-01 +2.0423e-01 -1.0669e-01 +1.5423e-01 -1.5689e+00 +6.3310e-01 +2.1660e-01 +1.0471e+00 +9.7674e-01 -3.5535e+00
70697 +1.544778504e-04 +1.544778504e-04 +3.992015448e+01 +3.992015448e+01 +3.9669e+00 -1.0611e+00 +2.3654e+00 -2.2806e+00 -2.0383e+00 +2.3405e+00 +2.2482e+00 -6.1119e-01 +3.0615e+00 +3.4050e+00 -3.7569e-01 +2.0428e-01 -1.0585e-01 +1.5455e-01 -1.5669e+00 +6.3207e-01 +2.1696e-01 +1.0458e+00 +9.7662e-01 -3.5542e+00
70889 +1.500131147e-04 +1.500131147e-04 +3.992015001e+01 +3.992015001e+01 +3.9670e+00 -1.0613e+00 +2.3656e+00 -2.2808e+00 -2.0382e+00 +2.3402e+00 +2.2481e+00 -6.1105e-01 +3.0620e+00 +3.4054e+00 -3.7597e-01 +2.0420e-01 -1.0579e-01 +1.5538e-01 -1.5668e+00 +6.3241e-01 +2.1665e-01 +1.0457e+00 +9.7697e-01 -3.5541e+00
71020 +1.478827239e-04 +1.478827239e-04 +3.992014788e+01 +3.992014788e+01 +3.9671e+00 -1.0611e+00 +2.3659e+00 -2.2807e+00 -2.0379e+00 +2.3405e+00 +2.2479e+00 -6.1064e-01 +3.0623e+00 +3.4053e+00 -3.7629e-01 +2.0440e-01 -1.0583e-01 +1.5492e-01 -1.5671e+00 +6.3223e-01 +2.1635e-01 +1.0455e+00 +9.7731e-01 -3.5540e+00
71098 +1.433150891e-04 +1.433150891e-04 +3.992014332e+01 +3.992014332e+01 +3.9669e+00 -1.0611e+00 +2.3665e+00 -2.2808e+00 -2.0380e+00 +2.3405e+00 +2.2480e+00 -6.1099e-01 +3.0628e+00 +3.4052e+00 -3.7655e-01 +2.0518e-01 -1.0614e-01 +1.5432e-01 -1.5671e+00 +6.3214e-01 +2.1589e-01 +1.0456e+00 +9.7806e-01 -3.5542e+00
72784 +1.391817261e-04 +1.391817261e-04 +3.992013918e+01 +3.992013918e+01 +3.9662e+00 -1.0611e+00 +2.3679e+00 -2.2805e+00 -2.0381e+00 +2.3402e+00 +2.2488e+00 -6.1166e-01 +3.0638e+00 +3.4053e+00 -3.7722e-01 +2.0612e-01 -1.0791e-01 +1.5447e-01 -1.5668e+00 +6.3161e-01 +2.1535e-01 +1.0468e+00 +9.7845e-01 -3.5539e+00
72934 +1.376496948e-04 +1.376496948e-04 +3.992013765e+01 +3.992013765e+01 +3.9662e+00 -1.0610e+00 +2.3680e+00 -2.2805e+00 -2.0380e+00 +2.3402e+00 +2.2489e+00 -6.1180e-01 +3.0636e+00 +3.4052e+00 -3.7729e-01 +2.0631e-01 -1.0795e-01 +1.5476e-01 -1.5668e+00 +6.3164e-01 +2.1527e-01 +1.0468e+00 +9.7803e-01 -3.5540e+00
73510 +1.326910080e-04 +1.326910080e-04 +3.992013269e+01 +3.992013269e+01 +3.9662e+00 -1.0616e+00 +2.3680e+00 -2.2809e+00 -2.0378e+00 +2.3401e+00 +2.2484e+00 -6.1192e-01 +3.0637e+00 +3.4056e+00 -3.7682e-01 +2.0660e-01 -1.0727e-01 +1.5488e-01 -1.5668e+00 +6.3125e-01 +2.1488e-01 +1.0470e+00 +9.7838e-01 -3.5545e+00
73760 +1.317220477e-04 +1.317220477e-04 +3.992013172e+01 +3.992013172e+01 +3.9661e+00 -1.0617e+00 +2.3680e+00 -2.2809e+00 -2.0376e+00 +2.3403e+00 +2.2479e+00 -6.1232e-01 +3.0633e+00 +3.4055e+00 -3.7603e-01 +2.0651e-01 -1.0691e-01 +1.5451e-01 -1.5663e+00 +6.3125e-01 +2.1550e-01 +1.0473e+00 +9.7811e-01 -3.5545e+00
74286 +1.286780091e-04 +1.286780091e-04 +3.992012868e+01 +3.992012868e+01 +3.9657e+00 -1.0620e+00 +2.3681e+00 -2.2813e+00 -2.0378e+00 +2.3401e+00 +2.2479e+00 -6.1205e-01 +3.0630e+00 +3.4046e+00 -3.7593e-01 +2.0751e-01 -1.0653e-01 +1.5492e-01 -1.5670e+00 +6.3104e-01 +2.1516e-01 +1.0480e+00 +9.7884e-01 -3.5546e+00
75172 +1.248732863e-04 +1.248732863e-04 +3.992012487e+01 +3.992012487e+01 +3.9648e+00 -1.0630e+00 +2.3684e+00 -2.2810e+00 -2.0382e+00 +2.3400e+00 +2.2473e+00 -6.1198e-01 +3.0629e+00 +3.4038e+00 -3.7644e-01 +2.0819e-01 -1.0634e-01 +1.5585e-01 -1.5664e+00 +6.3079e-01 +2.1480e-01 +1.0484e+00 +9.7986e-01 -3.5545e+00
75432 +1.224468234e-04 +1.224468234e-04 +3.992012245e+01 +3.992012245e+01 +3.9645e+00 -1.0630e+00 +2.3684e+00 -2.2810e+00 -2.0382e+00 +2.3400e+00 +2.2472e+00 -6.1241e-01 +3.0629e+00 +3.4038e+00 -3.7631e-01 +2.0830e-01 -1.0622e-01 +1.5536e-01 -1.5662e+00 +6.3094e-01 +2.1442e-01 +1.0486e+00 +9.7954e-01 -3.5549e+00
77590 +1.194989934e-04 +1.194989934e-04 +3.992011950e+01 +3.992011950e+01 +3.9641e+00 -1.0629e+00 +2.3689e+00 -2.2809e+00 -2.0388e+00 +2.3400e+00 +2.2471e+00 -6.1241e-01 +3.0633e+00 +3.4030e+00 -3.7614e-01 +2.0831e-01 -1.0602e-01 +1.5583e-01 -1.5659e+00 +6.3105e-01 +2.1406e-01 +1.0497e+00 +9.8039e-01 -3.5550e+00
78410 +1.171148231e-04 +1.171148231e-04 +3.992011711e+01 +3.992011711e+01 +3.9644e+00 -1.0631e+00 +2.3689e+00 -2.2807e+00 -2.0388e+00 +2.3401e+00 +2.2468e+00 -6.1196e-01 +3.0632e+00 +3.4033e+00 -3.7592e-01 +2.0796e-01 -1.0562e-01 +1.5573e-01 -1.5660e+00 +6.3070e-01 +2.1408e-01 +1.0493e+00 +9.8058e-01 -3.5554e+00
78597 +1.147795053e-04 +1.147795053e-04 +3.992011478e+01 +3.992011478e+01 +3.9645e+00 -1.0626e+00 +2.3688e+00 -2.2808e+00 -2.0386e+00 +2.3401e+00 +2.2468e+00 -6.1171e-01 +3.0633e+00 +3.4032e+00 -3.7571e-01 +2.0792e-01 -1.0546e-01 +1.5639e-01 -1.5654e+00 +6.3090e-01 +2.1417e-01 +1.0489e+00 +9.8090e-01 -3.5555e+00
79062 +1.112798367e-04 +1.112798367e-04 +3.992011128e+01 +3.992011128e+01 +3.9642e+00 -1.0631e+00 +2.3689e+00 -2.2808e+00 -2.0387e+00 +2.3401e+00 +2.2472e+00 -6.1210e-01 +3.0635e+00 +3.4033e+00 -3.7578e-01 +2.0817e-01 -1.0550e-01 +1.5697e-01 -1.5652e+00 +6.3015e-01 +2.1426e-01 +1.0493e+00 +9.8142e-01 -3.5558e+00
80315 +1.093487815e-04 +1.093487815e-04 +3.992010935e+01 +3.992010935e+01 +3.9644e+00 -1.0631e+00 +2.3692e+00 -2.2807e+00 -2.0391e+00 +2.3402e+00 +2.2473e+00 -6.1200e-01 +3.0637e+00 +3.4033e+00 -3.7610e-01 +2.0822e-01 -1.0531e-01 +1.5765e-01 -1.5649e+00 +6.2994e-01 +2.1423e-01 +1.0491e+00 +9.8241e-01 -3.5559e+00
80833 +1.066121057e-04 +1.066121057e-04 +3.992010661e+01 +3.992010661e+01 +3.9643e+00 -1.0627e+00 +2.3693e+00 -2.2806e+00 -2.0388e+00 +2.3402e+00 +2.2473e+00 -6.1105e-01 +3.0636e+00 +3.4031e+00 -3.7584e-01 +2.0843e-01 -1.0538e-01 +1.5813e-01 -1.5650e+00 +6.2979e-01 +2.1393e-01 +1.0491e+00 +9.8254e-01 -3.5561e+00
81497 +1.043604848e-04 +1.043604848e-04 +3.992010436e+01 +3.992010436e+01 +3.9645e+00 -1.0629e+00 +2.3692e+00 -2.2806e+00 -2.0389e+00 +2.3402e+00 +2.2469e+00 -6.1105e-01 +3.0636e+00 +3.4033e+00 -3.7563e-01 +2.0845e-01 -1.0522e-01 +1.5818e-01 -1.5648e+00 +6.2962e-01 +2.1409e-01 +1.0483e+00 +9.8266e-01 -3.5566e+00
81676 +1.020811158e-04 +1.020811158e-04 +3.992010208e+01 +3.992010208e+01 +3.9644e+00 -1.0626e+00 +2.3691e+00 -2.2805e+00 -2.0390e+00 +2.3403e+00 +2.2469e+00 -6.1087e-01 +3.0637e+00 +3.4031e+00 -3.7564e-01 +2.0836e-01 -1.0521e-01 +1.5830e-01 -1.5644e+00 +6.2994e-01 +2.1381e-01 +1.0476e+00 +9.8306e-01 -3.5571e+00
83903 +9.951656433e-05 +9.951656433e-05 +3.992009952e+01 +3.992009952e+01 +3.9644e+00 -1.0625e+00 +2.3695e+00 -2.2804e+00 -2.0392e+00 +2.3406e+00 +2.2466e+00 -6.1104e-01 +3.0634e+00 +3.4033e+00 -3.7577e-01 +2.0827e-01 -1.0567e-01 +1.5793e-01 -1.5643e+00 +6.3000e-01 +2.1344e-01 +1.0471e+00 +9.8206e-01 -3.5574e+00
84057 +9.735756571e-05 +9.735756571e-05 +3.992009736e+01 +3.992009736e+01 +3.9643e+00 -1.0622e+00 +2.3698e+00 -2.2803e+00 -2.0394e+00 +2.3409e+00 +2.2465e+00 -6.1126e-01 +3.0634e+00 +3.4035e+00 -3.7568e-01 +2.0786e-01 -1.0593e-01 +1.5789e-01 -1.5637e+00 +6.2971e-01 +2.1328e-01 +1.0468e+00 +9.8141e-01 -3.5579e+00
84564 +9.535840014e-05 +9.535840014e-05 +3.992009536e+01 +3.992009536e+01 +3.9643e+00 -1.0622e+00 +2.3699e+00 -2.2802e+00 -2.0396e+00 +2.3410e+00 +2.2466e+00 -6.1113e-01 +3.0634e+00 +3.4036e+00 -3.7567e-01 +2.0813e-01 -1.0605e-01 +1.5780e-01 -1.5635e+00 +6.2979e-01 +2.1329e-01 +1.0472e+00 +9.8162e-01 -3.5580e+00
85639 +9.330351529e-05 +9.330351529e-05 +3.992009330e+01 +3.992009330e+01 +3.9641e+00 -1.0623e+00 +2.3697e+00 -2.2805e+00 -2.0395e+00 +2.3409e+00 +2.2465e+00 -6.1042e-01 +3.0640e+00 +3.4037e+00 -3.7584e-01 +2.0808e-01 -1.0600e-01 +1.5830e-01 -1.5636e+00 +6.2945e-01 +2.1302e-01 +1.0472e+00 +9.8211e-01 -3.5580e+00
87150 +9.107292011e-05 +9.107292011e-05 +3.992009107e+01 +3.992009107e+01 +3.9640e+00 -1.0623e+00 +2.3698e+00 -2.2805e+00 -2.0394e+00 +2.3410e+00 +2.2462e+00 -6.1015e-01 +3.0637e+00 +3.4041e+00 -3.7518e-01 +2.0832e-01 -1.0629e-01 +1.5830e-01 -1.5633e+00 +6.2958e-01 +2.1289e-01 +1.0474e+00 +9.8167e-01 -3.5583e+00
88052 +8.898571368e-05 +8.898571368e-05 +3.992008899e+01 +3.992008899e+01 +3.9638e+00 -1.0624e+00 +2.3698e+00 -2.2804e+00 -2.0394e+00 +2.3411e+00 +2.2461e+00 -6.1040e-01 +3.0637e+00 +3.4045e+00 -3.7484e-01 +2.0866e-01 -1.0647e-01 +1.5820e-01 -1.5628e+00 +6.2969e-01 +2.1287e-01 +1.0475e+00 +9.8191e-01 -3.5586e+00
88973 +8.663347401e-05 +8.663347401e-05 +3.992008663e+01 +3.992008663e+01 +3.9640e+00 -1.0627e+00 +2.3700e+00 -2.2807e+00 -2.0395e+00 +2.3412e+00 +2.2461e+00 -6.1026e-01 +3.0636e+00 +3.4046e+00 -3.7499e-01 +2.0886e-01 -1.0663e-01 +1.5847e-01 -1.5624e+00 +6.2957e-01 +2.1279e-01 +1.0465e+00 +9.8167e-01 -3.5589e+00
89188 +8.498955625e-05 +8.498955625e-05 +3.992008499e+01 +3.992008499e+01 +3.9640e+00 -1.0626e+00 +2.3702e+00 -2.2807e+00 -2.0392e+00 +2.3414e+00 +2.2462e+00 -6.1014e-01 +3.0637e+00 +3.4048e+00 -3.7499e-01 +2.0901e-01 -1.0681e-01 +1.5828e-01 -1.5620e+00 +6.2923e-01 +2.1297e-01 +1.0466e+00 +9.8164e-01 -3.5589e+00
90702 +8.310830356e-05 +8.310830356e-05 +3.992008311e+01 +3.992008311e+01 +3.9637e+00 -1.0628e+00 +2.3704e+00 -2.2812e+00 -2.0396e+00 +2.3415e+00 +2.2466e+00 -6.0997e-01 +3.0642e+00 +3.4048e+00 -3.7538e-01 +2.0914e-01 -1.0717e-01 +1.5940e-01 -1.5619e+00 +6.2913e-01 +2.1283e-01 +1.0467e+00 +9.8261e-01 -3.5589e+00
91258 +8.092810715e-05 +8.092810715e-05 +3.992008093e+01 +3.992008093e+01 +3.9635e+00 -1.0627e+00 +2.3704e+00 -2.2812e+00 -2.0396e+00 +2.3418e+00 +2.2464e+00 -6.0964e-01 +3.0640e+00 +3.4048e+00 -3.7519e-01 +2.0900e-01 -1.0695e-01 +1.5953e-01 -1.5619e+00 +6.2920e-01 +2.1257e-01 +1.0469e+00 +9.8298e-01 -3.5589e+00
92071 +7.933914370e-05 +7.933914370e-05 +3.992007934e+01 +3.992007934e+01 +3.9634e+00 -1.0627e+00 +2.3705e+00 -2.2813e+00 -2.0393e+00 +2.3418e+00 +2.2465e+00 -6.0979e-01 +3.0641e+00 +3.4051e+00 -3.7515e-01 +2.0919e-01 -1.0692e-01 +1.5981e-01 -1.5620e+00 +6.2928e-01 +2.1232e-01 +1.0470e+00 +9.8357e-01 -3.5589e+00
92848 +7.754111746e-05 +7.754111746e-05 +3.992007754e+01 +3.992007754e+01 +3.9633e+00 -1.0627e+00 +2.3703e+00 -2.2813e+00 -2.0395e+00 +2.3422e+00 +2.2464e+00 -6.0977e-01 +3.0640e+00 +3.4056e+00 -3.7505e-01 +2.0919e-01 -1.0698e-01 +1.5995e-01 -1.5618e+00 +6.2902e-01 +2.1228e-01 +1.0472e+00 +9.8379e-01 -3.5592e+00
93883 +7.582282961e-05 +7.582282961e-05 +3.992007582e+01 +3.992007582e+01 +3.9630e+00 -1.0626e+00 +2.3704e+00 -2.2815e+00 -2.0395e+00 +2.3421e+00 +2.2463e+00 -6.1006e-01 +3.0641e+00 +3.4055e+00 -3.7509e-01 +2.0930e-01 -1.0697e-01 +1.5981e-01 -1.5621e+00 +6.2898e-01 +2.1197e-01 +1.0471e+00 +9.8355e-01 -3.5594e+00
94403 +7.402735314e-05 +7.402735314e-05 +3.992007403e+01 +3.992007403e+01 +3.9629e+00 -1.0624e+00 +2.3704e+00 -2.2815e+00 -2.0394e+00 +2.3423e+00 +2.2463e+00 -6.1011e-01 +3.0642e+00 +3.4058e+00 -3.7511e-01 +2.0942e-01 -1.0705e-01 +1.5974e-01 -1.5620e+00 +6.2888e-01 +2.1183e-01 +1.0471e+00 +9.8370e-01 -3.5596e+00
95899 +7.230771626e-05 +7.230771626e-05 +3.992007231e+01 +3.992007231e+01 +3.9628e+00 -1.0626e+00 +2.3705e+00 -2.2814e+00 -2.0395e+00 +2.3424e+00 +2.2460e+00 -6.0945e-01 +3.0643e+00 +3.4057e+00 -3.7501e-01 +2.0969e-01 -1.0697e-01 +1.5989e-01 -1.5617e+00 +6.2870e-01 +2.1166e-01 +1.0472e+00 +9.8438e-01 -3.5599e+00
96329 +7.077082010e-05 +7.077082010e-05 +3.992007077e+01 +3.992007077e+01 +3.9626e+00 -1.0625e+00 +2.3705e+00 -2.2812e+00 -2.0395e+00 +2.3425e+00 +2.2458e+00 -6.0955e-01 +3.0643e+00 +3.4059e+00 -3.7499e-01 +2.0991e-01 -1.0725e-01 +1.5987e-01 -1.5614e+00 +6.2868e-01 +2.1159e-01 +1.0470e+00 +9.8424e-01 -3.5602e+00
96444 +6.916764146e-05 +6.916764146e-05 +3.992006917e+01 +3.992006917e+01 +3.9624e+00 -1.0625e+00 +2.3706e+00 -2.2810e+00 -2.0395e+00 +2.3426e+00 +2.2458e+00 -6.0963e-01 +3.0644e+00 +3.4062e+00 -3.7495e-01 +2.1020e-01 -1.0760e-01 +1.5988e-01 -1.5610e+00 +6.2854e-01 +2.1146e-01 +1.0469e+00 +9.8428e-01 -3.5605e+00
96990 +6.760821442e-05 +6.760821442e-05 +3.992006761e+01 +3.992006761e+01 +3.9621e+00 -1.0624e+00 +2.3707e+00 -2.2808e+00 -2.0395e+00 +2.3428e+00 +2.2456e+00 -6.0918e-01 +3.0644e+00 +3.4064e+00 -3.7470e-01 +2.1059e-01 -1.0811e-01 +1.5983e-01 -1.5604e+00 +6.2834e-01 +2.1131e-01 +1.0466e+00 +9.8427e-01 -3.5610e+00
97366 +6.602636049e-05 +6.602636049e-05 +3.992006603e+01 +3.992006603e+01 +3.9621e+00 -1.0625e+00 +2.3708e+00 -2.2808e+00 -2.0393e+00 +2.3429e+00 +2.2457e+00 -6.0897e-01 +3.0643e+00 +3.4066e+00 -3.7464e-01 +2.1063e-01 -1.0822e-01 +1.6004e-01 -1.5602e+00 +6.2822e-01 +2.1125e-01 +1.0464e+00 +9.8435e-01 -3.5611e+00
98017 +6.452572684e-05 +6.452572684e-05 +3.992006453e+01 +3.992006453e+01 +3.9620e+00 -1.0625e+00 +2.3708e+00 -2.2810e+00 -2.0391e+00 +2.3430e+00 +2.2457e+00 -6.0891e-01 +3.0643e+00 +3.4068e+00 -3.7468e-01 +2.1048e-01 -1.0815e-01 +1.6047e-01 -1.5600e+00 +6.2811e-01 +2.1114e-01 +1.0465e+00 +9.8420e-01 -3.5610e+00
99241 +6.303534065e-05 +6.303534065e-05 +3.992006304e+01 +3.992006304e+01 +3.9620e+00 -1.0625e+00 +2.3710e+00 -2.2810e+00 -2.0390e+00 +2.3431e+00 +2.2456e+00 -6.0873e-01 +3.0644e+00 +3.4070e+00 -3.7469e-01 +2.1040e-01 -1.0812e-01 +1.6039e-01 -1.5599e+00 +6.2807e-01 +2.1091e-01 +1.0462e+00 +9.8430e-01 -3.5611e+00
99768 +6.165808640e-05 +6.165808640e-05 +3.992006166e+01 +3.992006166e+01 +3.9619e+00 -1.0626e+00 +2.3710e+00 -2.2810e+00 -2.0392e+00 +2.3431e+00 +2.2456e+00 -6.0912e-01 +3.0643e+00 +3.4071e+00 -3.7467e-01 +2.1051e-01 -1.0817e-01 +1.6038e-01 -1.5600e+00 +6.2807e-01 +2.1062e-01 +1.0462e+00 +9.8433e-01 -3.5614e+00
99901 +6.015148877e-05 +6.015148877e-05 +3.992006015e+01 +3.992006015e+01 +3.9619e+00 -1.0627e+00 +2.3710e+00 -2.2812e+00 -2.0392e+00 +2.3431e+00 +2.2456e+00 -6.0922e-01 +3.0641e+00 +3.4074e+00 -3.7455e-01 +2.1063e-01 -1.0819e-01 +1.6057e-01 -1.5601e+00 +6.2804e-01 +2.1022e-01 +1.0461e+00 +9.8422e-01 -3.5616e+00
99982 +5.876100893e-05 +5.876100893e-05 +3.992005876e+01 +3.992005876e+01 +3.9618e+00 -1.0628e+00 +2.3710e+00 -2.2814e+00 -2.0392e+00 +2.3433e+00 +2.2455e+00 -6.0941e-01 +3.0636e+00 +3.4080e+00 -3.7430e-01 +2.1089e-01 -1.0820e-01 +1.6094e-01 -1.5602e+00 +6.2802e-01 +2.0957e-01 +1.0459e+00 +9.8404e-01 -3.5622e+00
196624 +5.720081998e-05 +5.720081998e-05 +3.992005720e+01 +3.992005720e+01 +3.9570e+00 -1.0595e+00 +2.3669e+00 -2.2871e+00 -2.0387e+00 +2.3501e+00 +2.2437e+00 -6.0352e-01 +3.0625e+00 +3.4113e+00 -3.7357e-01 +2.0713e-01 -1.0868e-01 +1.6439e-01 -1.5590e+00 +6.3035e-01 +2.0838e-01 +1.0440e+00 +9.8515e-01 -3.5630e+00
196704 +5.592707519e-05 +5.592707519e-05 +3.992005593e+01 +3.992005593e+01 +3.9570e+00 -1.0595e+00 +2.3669e+00 -2.2869e+00 -2.0387e+00 +2.3501e+00 +2.2438e+00 -6.0344e-01 +3.0624e+00 +3.4113e+00 -3.7357e-01 +2.0724e-01 -1.0869e-01 +1.6439e-01 -1.5589e+00 +6.3045e-01 +2.0831e-01 +1.0439e+00 +9.8542e-01 -3.5630e+00
196762 +5.482334778e-05 +5.482334778e-05 +3.992005482e+01 +3.992005482e+01 +3.9570e+00 -1.0595e+00 +2.3670e+00 -2.2867e+00 -2.0386e+00 +2.3501e+00 +2.2439e+00 -6.0317e-01 +3.0625e+00 +3.4114e+00 -3.7356e-01 +2.0735e-01 -1.0879e-01 +1.6451e-01 -1.5587e+00 +6.3028e-01 +2.0821e-01 +1.0437e+00 +9.8572e-01 -3.5631e+00
196775 +5.356673417e-05 +5.356673417e-05 +3.992005357e+01 +3.992005357e+01 +3.9571e+00 -1.0595e+00 +2.3672e+00 -2.2864e+00 -2.0384e+00 +2.3500e+00 +2.2440e+00 -6.0302e-01 +3.0625e+00 +3.4114e+00 -3.7351e-01 +2.0757e-01 -1.0897e-01 +1.6467e-01 -1.5585e+00 +6.3016e-01 +2.0810e-01 +1.0434e+00 +9.8608e-01 -3.5633e+00
196875 +5.231552199e-05 +5.231552199e-05 +3.992005232e+01 +3.992005232e+01 +3.9571e+00 -1.0595e+00 +2.3673e+00 -2.2861e+00 -2.0384e+00 +2.3499e+00 +2.2441e+00 -6.0271e-01 +3.0626e+00 +3.4115e+00 -3.7358e-01 +2.0779e-01 -1.0905e-01 +1.6483e-01 -1.5582e+00 +6.3008e-01 +2.0785e-01 +1.0432e+00 +9.8638e-01 -3.5635e+00
197000 +5.118532729e-05 +5.118532729e-05 +3.992005119e+01 +3.992005119e+01 +3.9570e+00 -1.0596e+00 +2.3673e+00 -2.2859e+00 -2.0383e+00 +2.3499e+00 +2.2441e+00 -6.0262e-01 +3.0626e+00 +3.4115e+00 -3.7355e-01 +2.0802e-01 -1.0912e-01 +1.6497e-01 -1.5579e+00 +6.3004e-01 +2.0775e-01 +1.0431e+00 +9.8669e-01 -3.5636e+00
