% function evaluation | noise-free fitness - Fopt (-1.000000000000e+03) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1395 +1.366992616e+01 +1.366992616e+01 +3.113999262e+02 +3.113999262e+02 +1.2186e+00 -7.8521e-01 +2.3935e-01 -3.2996e+00 +5.8947e+00 -6.6266e-01 -3.5002e+00 +9.8327e-01 +1.2284e-01 +1.0759e+00 -3.0706e+00 -1.9433e+00 +3.8774e+00 -1.5885e+00 +2.2781e+00 -4.8137e+00 +5.1480e-03 +4.1307e+00 +3.0986e+00 +1.6273e+00
2709 +1.338093681e+01 +1.338093681e+01 +3.111109368e+02 +3.111109368e+02 +6.1654e-01 -2.9549e-01 +5.2540e-01 -3.4379e+00 +3.2290e+00 -3.0894e-02 -2.7477e+00 +1.1658e+00 -6.0420e-01 +5.1368e-01 -4.7079e+00 -2.5827e+00 +2.9928e+00 -9.8172e-01 +2.6162e+00 -4.2268e+00 -2.8652e-03 +3.6180e+00 +2.8180e+00 +8.8857e-03
2719 +1.220347484e+01 +1.220347484e+01 +3.099334748e+02 +3.099334748e+02 +4.6813e-01 -3.7656e-01 +6.8546e-01 -3.3343e+00 +4.4866e+00 -9.2346e-01 -3.6695e+00 +1.7905e+00 -8.1448e-01 +6.6493e-01 -4.0502e+00 -2.1110e+00 +3.1328e+00 -2.2421e-01 +2.9379e+00 -4.0153e+00 -3.4806e-02 +4.2691e+00 +2.9520e+00 +7.4823e-01
2906 +9.469222706e+00 +9.469222706e+00 +3.071992227e+02 +3.071992227e+02 +2.3681e+00 -5.9260e-01 +1.7921e-01 -2.0606e+00 +5.1716e+00 -1.3454e+00 -3.6348e+00 +1.3341e-01 +7.6960e-02 +8.4467e-01 -3.0318e+00 -3.1971e+00 +3.9871e+00 -7.0177e-01 +2.6604e+00 -4.0554e+00 -5.5490e-01 +4.6061e+00 +2.3721e+00 +2.3388e-01
3584 +9.027479912e+00 +9.027479912e+00 +3.067574799e+02 +3.067574799e+02 +2.5411e+00 -6.2809e-01 +7.9498e-01 -3.2523e+00 +3.5864e+00 -5.1653e-01 -3.7925e+00 +1.6848e+00 -4.5359e-01 +5.7508e-01 -4.2157e+00 -2.8161e+00 +2.5419e+00 -1.9294e+00 +2.7281e+00 -3.5876e+00 -5.9779e-01 +4.1059e+00 +2.9183e+00 +1.1016e+00
3804 +8.907759855e+00 +8.907759855e+00 +3.066377599e+02 +3.066377599e+02 +1.9445e+00 -1.0634e+00 +3.2232e-01 -3.7319e+00 +4.9012e+00 +2.0415e-02 -3.2977e+00 +3.1034e-02 -6.5230e-01 -4.6212e-01 -4.0862e+00 -2.3142e+00 +3.7992e+00 -3.8412e-01 +3.1439e+00 -4.4630e+00 +1.0950e-02 +4.1569e+00 +2.8468e+00 +8.1692e-02
4297 +8.659430852e+00 +8.659430852e+00 +3.063894309e+02 +3.063894309e+02 +2.6821e+00 -5.8876e-01 +5.4830e-01 -2.9130e+00 +4.1598e+00 -5.5177e-01 -5.2031e+00 +6.2779e-01 -5.6755e-01 +4.0197e-01 -3.3073e+00 -3.4522e+00 +4.4175e+00 -1.2931e+00 +2.8045e+00 -4.4342e+00 -2.7698e-01 +4.6559e+00 +2.5727e+00 +3.3903e-01
4587 +7.939573755e+00 +7.939573755e+00 +3.056695738e+02 +3.056695738e+02 +1.8256e+00 -9.1189e-01 +4.4341e-01 -2.4841e+00 +4.3921e+00 -5.5578e-01 -3.5647e+00 +1.4831e+00 -5.6316e-01 +4.0051e-01 -4.1273e+00 -2.5107e+00 +3.7005e+00 -5.9814e-01 +2.9086e+00 -4.3597e+00 -1.2090e+00 +4.5331e+00 +2.1958e+00 +1.8972e-01
4596 +7.339585006e+00 +7.339585006e+00 +3.050695850e+02 +3.050695850e+02 +2.4476e+00 -1.0234e+00 +7.3571e-01 -3.1125e+00 +4.7554e+00 -6.7913e-02 -3.5672e+00 +6.9600e-01 -5.8157e-01 +9.7058e-01 -3.8353e+00 -2.4793e+00 +4.6020e+00 -1.0653e+00 +2.9140e+00 -4.1355e+00 -8.8036e-01 +4.4065e+00 +2.5788e+00 +8.9992e-02
6036 +6.778687453e+00 +6.778687453e+00 +3.045086875e+02 +3.045086875e+02 +2.3158e+00 -7.4299e-01 +3.5816e-01 -3.0360e+00 +4.6325e+00 -7.3359e-01 -3.4278e+00 +1.0762e+00 -4.2766e-01 +4.6632e-01 -3.5932e+00 -2.6994e+00 +4.5449e+00 -1.5097e+00 +2.9873e+00 -4.3740e+00 -7.7091e-01 +3.9990e+00 +2.6033e+00 -8.1854e-03
6390 +6.669528680e+00 +6.669528680e+00 +3.043995287e+02 +3.043995287e+02 +2.5992e+00 -7.1926e-01 +3.7810e-01 -3.4696e+00 +4.2553e+00 -9.0307e-02 -3.4980e+00 +8.7470e-01 -3.7512e-01 +4.3711e-01 -3.6813e+00 -2.2466e+00 +4.1180e+00 -1.4436e+00 +2.8196e+00 -4.2115e+00 -3.4775e-01 +4.2073e+00 +2.5353e+00 +1.5344e-01
7175 +6.411865484e+00 +6.411865484e+00 +3.041418655e+02 +3.041418655e+02 +2.6927e+00 -8.3975e-01 +7.9112e-02 -2.9026e+00 +3.7598e+00 -6.4427e-01 -3.4438e+00 +1.3171e+00 -4.6105e-01 +6.2208e-01 -4.2920e+00 -2.4544e+00 +4.0002e+00 -1.1288e+00 +3.1108e+00 -4.1597e+00 -1.6502e-01 +3.8825e+00 +2.7012e+00 +2.9199e-01
7591 +6.208660622e+00 +6.208660622e+00 +3.039386606e+02 +3.039386606e+02 +2.1814e+00 -7.5962e-01 +2.3647e-01 -3.4889e+00 +4.2610e+00 -2.0718e-01 -3.6893e+00 +1.1207e+00 -9.2683e-02 +1.6794e-01 -3.7955e+00 -2.5229e+00 +3.8464e+00 -1.0435e+00 +3.1889e+00 -4.5976e+00 -6.0643e-01 +3.8942e+00 +3.2797e+00 +1.8478e-01
7678 +5.770539830e+00 +5.770539830e+00 +3.035005398e+02 +3.035005398e+02 +2.5515e+00 -8.2337e-01 +3.9392e-01 -3.2155e+00 +4.6783e+00 -1.7485e-01 -3.6908e+00 +1.4659e+00 -2.6318e-01 +4.4014e-01 -3.9981e+00 -2.6528e+00 +4.0894e+00 -1.3270e+00 +3.0744e+00 -4.6744e+00 -6.0377e-02 +4.3338e+00 +3.1967e+00 +6.0663e-01
8640 +5.630983872e+00 +5.630983872e+00 +3.033609839e+02 +3.033609839e+02 +2.6224e+00 -8.9863e-01 +1.8070e-01 -3.2298e+00 +4.0192e+00 -4.1488e-01 -3.6367e+00 +1.3016e+00 +1.7965e-02 +5.3175e-01 -4.0410e+00 -2.8743e+00 +4.1498e+00 -1.0825e+00 +2.8028e+00 -4.3685e+00 -2.5563e-01 +4.1691e+00 +2.7766e+00 +5.5461e-01
8969 +5.583741639e+00 +5.583741639e+00 +3.033137416e+02 +3.033137416e+02 +2.3857e+00 -8.9365e-01 +3.6882e-01 -2.8793e+00 +4.4925e+00 -3.2046e-01 -3.5010e+00 +8.3973e-01 -4.4718e-02 +3.6834e-01 -3.8155e+00 -2.6166e+00 +3.9716e+00 -8.6085e-01 +3.1539e+00 -4.6404e+00 -1.7858e-01 +4.2980e+00 +2.9558e+00 +4.4740e-01
10306 +5.431977267e+00 +5.431977267e+00 +3.031619773e+02 +3.031619773e+02 +2.3596e+00 -8.4408e-01 +2.8251e-01 -2.9921e+00 +4.0715e+00 -1.6669e-01 -3.5865e+00 +1.1963e+00 -2.2291e-01 +2.9575e-01 -3.8766e+00 -2.6745e+00 +4.0919e+00 -9.6552e-01 +2.9371e+00 -4.3927e+00 -2.6081e-02 +4.3084e+00 +3.0193e+00 +4.8747e-01
10320 +5.350722616e+00 +5.350722616e+00 +3.030807226e+02 +3.030807226e+02 +2.2300e+00 -6.9178e-01 +1.6149e-01 -3.0024e+00 +4.0751e+00 -2.7162e-01 -3.5997e+00 +1.2688e+00 -1.8615e-01 +5.1368e-01 -3.9537e+00 -2.7680e+00 +4.1372e+00 -1.0256e+00 +2.9530e+00 -4.4245e+00 -1.8954e-01 +4.3361e+00 +2.9362e+00 +4.9426e-01
12836 +5.243656195e+00 +5.243656195e+00 +3.029736562e+02 +3.029736562e+02 +2.4838e+00 -9.1355e-01 +3.0047e-01 -2.9842e+00 +4.4429e+00 -5.0677e-01 -3.4613e+00 +1.1309e+00 -1.7745e-01 +4.1000e-01 -3.8182e+00 -2.8246e+00 +4.0229e+00 -1.0286e+00 +2.9755e+00 -4.5925e+00 -2.7773e-01 +4.1806e+00 +3.0833e+00 +4.7541e-01
14463 +5.126237172e+00 +5.126237172e+00 +3.028562372e+02 +3.028562372e+02 +2.4170e+00 -7.9169e-01 +1.4267e-01 -2.8938e+00 +4.2899e+00 -3.2352e-01 -3.5769e+00 +1.2555e+00 -1.7527e-01 +4.7553e-01 -3.8734e+00 -2.7173e+00 +4.1732e+00 -9.0633e-01 +2.9816e+00 -4.5940e+00 -2.6048e-01 +4.0865e+00 +2.9861e+00 +4.5512e-01
103565 +2.596332878e+00 +2.596332878e+00 +3.003263329e+02 +3.003263329e+02 -2.5391e+00 +2.9386e+00 -2.6571e-01 -2.9496e+00 +4.1383e+00 -2.1646e+00 -6.6731e-02 +9.2920e-01 +1.9635e+00 -3.4568e+00 -1.6044e-01 +2.0365e+00 +4.3865e-01 -8.4865e-02 +4.1055e+00 +1.1828e+00 +3.4943e-01 +5.6273e-01 -4.2652e+00 +3.5021e+00
103789 +2.070087885e+00 +2.070087885e+00 +2.998000879e+02 +2.998000879e+02 -2.2619e+00 +3.3369e+00 +9.9893e-01 -2.0946e+00 +3.1713e+00 -2.1494e+00 -5.3304e-01 +7.4230e-01 +9.9258e-01 -3.5539e+00 -8.1982e-01 +2.2497e+00 +7.9465e-01 +3.7311e-01 +3.4679e+00 +1.5342e+00 +9.4033e-01 +8.3714e-02 -4.0735e+00 +3.6536e+00
104805 +2.028107258e+00 +2.028107258e+00 +2.997581073e+02 +2.997581073e+02 -2.3212e+00 +3.0564e+00 +4.4609e-01 -2.1710e+00 +3.6246e+00 -1.6278e+00 -2.5158e-01 +4.5944e-01 +1.4349e+00 -3.3775e+00 -9.3167e-01 +1.9316e+00 +2.1631e-01 -3.7079e-02 +2.8747e+00 +8.0333e-01 +1.5654e+00 +5.1280e-01 -4.0158e+00 +2.8115e+00
105482 +1.990676202e+00 +1.990676202e+00 +2.997206762e+02 +2.997206762e+02 -2.1816e+00 +3.7341e+00 +7.9852e-01 -2.1286e+00 +3.8736e+00 -2.2725e+00 +1.9598e-02 +3.2418e-01 +1.8160e+00 -3.2415e+00 -1.1090e+00 +1.6817e+00 +7.5459e-01 +3.0190e-01 +2.9092e+00 +1.4114e+00 +1.4916e+00 +2.6308e-01 -3.9107e+00 +3.0604e+00
105638 +1.930849962e+00 +1.930849962e+00 +2.996608500e+02 +2.996608500e+02 -2.3903e+00 +3.0698e+00 +8.5895e-01 -2.4661e+00 +3.0581e+00 -2.5220e+00 -3.3976e-01 +8.3915e-02 +1.7453e+00 -3.6369e+00 -1.1010e+00 +1.5674e+00 +3.2185e-01 -7.0601e-01 +3.1490e+00 +1.0546e+00 +8.0027e-01 +2.6320e-01 -3.5990e+00 +2.8054e+00
106276 +1.751707058e+00 +1.751707058e+00 +2.994817071e+02 +2.994817071e+02 -1.5753e+00 +3.7499e+00 +7.3131e-01 -2.0857e+00 +3.3341e+00 -2.8047e+00 -2.5856e-01 +1.0774e+00 +1.4281e+00 -3.9703e+00 -8.8210e-01 +2.0795e+00 +5.8984e-01 -1.8251e-01 +3.2483e+00 +1.4405e+00 +1.1524e+00 +3.5165e-01 -3.9581e+00 +3.2954e+00
106422 +1.527356905e+00 +1.527356905e+00 +2.992573569e+02 +2.992573569e+02 -2.1292e+00 +3.1583e+00 +9.2557e-01 -2.4191e+00 +3.4767e+00 -2.5374e+00 +2.9961e-01 +5.8101e-01 +1.4834e+00 -3.7805e+00 -5.6597e-01 +1.6731e+00 +3.8592e-01 -4.6234e-01 +3.4203e+00 +1.4684e+00 +4.9523e-01 +4.3677e-01 -3.6042e+00 +3.2834e+00
107248 +1.512486386e+00 +1.512486386e+00 +2.992424864e+02 +2.992424864e+02 -2.3945e+00 +3.8533e+00 +4.6668e-01 -2.4755e+00 +3.8650e+00 -2.3749e+00 -3.4117e-01 +9.0475e-01 +1.6078e+00 -3.7184e+00 -1.0872e+00 +2.0118e+00 +4.9831e-01 -5.4458e-01 +3.1913e+00 +1.3954e+00 +7.2348e-01 +1.8747e-01 -3.8352e+00 +2.8394e+00
107778 +1.461640192e+00 +1.461640192e+00 +2.991916402e+02 +2.991916402e+02 -2.1631e+00 +3.7556e+00 +5.8375e-01 -1.8097e+00 +3.7072e+00 -2.3889e+00 -2.8823e-01 +4.0357e-01 +1.6420e+00 -3.1020e+00 -6.2941e-01 +1.6565e+00 +5.6488e-01 -6.6592e-01 +3.2292e+00 +1.4373e+00 +9.7001e-01 +3.6142e-01 -3.8402e+00 +2.9954e+00
107801 +1.237634636e+00 +1.237634636e+00 +2.989676346e+02 +2.989676346e+02 -2.1584e+00 +3.4991e+00 +7.1203e-01 -2.3063e+00 +3.6360e+00 -2.6114e+00 -2.4108e-01 +8.0571e-01 +1.5174e+00 -3.4534e+00 -7.4672e-01 +1.7185e+00 +5.5262e-01 -5.7976e-01 +3.6712e+00 +1.4064e+00 +7.3759e-01 -1.3151e-01 -3.8969e+00 +3.0811e+00
107880 +1.209569719e+00 +1.209569719e+00 +2.989395697e+02 +2.989395697e+02 -2.1657e+00 +3.4663e+00 +6.2986e-01 -2.3544e+00 +3.7933e+00 -2.5165e+00 -3.4938e-01 +9.8418e-01 +1.6248e+00 -3.3534e+00 -8.6797e-01 +1.3910e+00 +4.8334e-01 -1.9029e-01 +3.2078e+00 +1.2664e+00 +7.2111e-01 +2.2424e-01 -3.7039e+00 +3.0950e+00
108157 +9.878763109e-01 +9.878763109e-01 +2.987178763e+02 +2.987178763e+02 -2.1236e+00 +3.5766e+00 +8.7823e-01 -2.3412e+00 +3.5098e+00 -2.6148e+00 -2.6979e-01 +5.7872e-01 +1.5708e+00 -3.4682e+00 -7.2925e-01 +1.8875e+00 +2.2108e-01 -6.5174e-01 +3.1414e+00 +1.3500e+00 +9.5736e-01 +6.2461e-01 -3.7668e+00 +3.1152e+00
109598 +9.363163742e-01 +9.363163742e-01 +2.986663164e+02 +2.986663164e+02 -2.0969e+00 +3.7078e+00 +4.4631e-01 -2.5028e+00 +3.7245e+00 -2.5843e+00 -2.5701e-01 +7.9820e-01 +1.5772e+00 -3.4736e+00 -5.8820e-01 +1.9187e+00 +6.7109e-01 -4.2988e-01 +3.3293e+00 +1.2226e+00 +7.3752e-01 +1.9125e-01 -3.8287e+00 +3.1671e+00
109606 +8.857332935e-01 +8.857332935e-01 +2.986157333e+02 +2.986157333e+02 -2.1662e+00 +3.7801e+00 +6.5440e-01 -2.2293e+00 +3.5093e+00 -2.5198e+00 -4.5206e-01 +6.5516e-01 +1.5718e+00 -3.5371e+00 -7.6196e-01 +1.9315e+00 +5.3692e-01 -4.2393e-01 +3.3256e+00 +1.0733e+00 +8.2944e-01 +2.0639e-01 -3.6466e+00 +3.1694e+00
109908 +8.612600329e-01 +8.612600329e-01 +2.985912600e+02 +2.985912600e+02 -1.9134e+00 +3.5998e+00 +4.1508e-01 -2.2383e+00 +3.5210e+00 -2.6812e+00 -2.4751e-01 +7.9978e-01 +1.3505e+00 -3.5271e+00 -8.7558e-01 +1.7215e+00 +2.7199e-01 -2.6337e-01 +3.1662e+00 +1.3239e+00 +8.4818e-01 +3.2191e-01 -3.6305e+00 +3.0566e+00
109979 +8.466094324e-01 +8.466094324e-01 +2.985766094e+02 +2.985766094e+02 -1.9914e+00 +3.5938e+00 +4.6537e-01 -2.4883e+00 +3.5926e+00 -2.4661e+00 -3.8375e-01 +5.4131e-01 +1.4830e+00 -3.3575e+00 -7.6173e-01 +1.7049e+00 +2.0284e-01 -4.0393e-01 +3.1541e+00 +1.1930e+00 +9.5171e-01 +3.0299e-01 -3.5909e+00 +3.1518e+00
109992 +8.302501848e-01 +8.302501848e-01 +2.985602502e+02 +2.985602502e+02 -1.9927e+00 +3.4939e+00 +5.2863e-01 -2.2528e+00 +3.6536e+00 -2.3936e+00 -2.5315e-01 +4.2515e-01 +1.5402e+00 -3.4045e+00 -7.3000e-01 +1.8827e+00 +2.0626e-01 -3.4329e-01 +3.2357e+00 +1.2251e+00 +8.1341e-01 +3.8817e-01 -3.5240e+00 +3.1452e+00
110008 +8.118282830e-01 +8.118282830e-01 +2.985418283e+02 +2.985418283e+02 -2.1339e+00 +3.5410e+00 +7.6175e-01 -2.3996e+00 +3.6138e+00 -2.6933e+00 -3.2031e-01 +5.5917e-01 +1.5090e+00 -3.4761e+00 -6.9357e-01 +1.8444e+00 +2.1932e-01 -2.4799e-01 +3.2818e+00 +1.2621e+00 +8.3934e-01 +5.1116e-01 -3.5133e+00 +3.0815e+00
110997 +7.817845502e-01 +7.817845502e-01 +2.985117846e+02 +2.985117846e+02 -2.1789e+00 +3.6112e+00 +4.4078e-01 -2.1430e+00 +3.5509e+00 -2.6579e+00 -2.9620e-01 +6.5340e-01 +1.4621e+00 -3.3090e+00 -6.3146e-01 +1.7545e+00 +2.5159e-01 -3.4009e-01 +3.4409e+00 +1.1414e+00 +8.9245e-01 +3.0497e-01 -3.7635e+00 +3.2619e+00
111727 +7.614555978e-01 +7.614555978e-01 +2.984914556e+02 +2.984914556e+02 -2.1142e+00 +3.5611e+00 +4.7188e-01 -2.3038e+00 +3.6602e+00 -2.5320e+00 -1.6186e-01 +6.9194e-01 +1.6498e+00 -3.5212e+00 -6.3004e-01 +1.6990e+00 +3.5602e-01 -3.3789e-01 +3.3531e+00 +1.3029e+00 +7.6915e-01 +5.0837e-01 -3.7721e+00 +3.1728e+00
111851 +7.546441240e-01 +7.546441240e-01 +2.984846441e+02 +2.984846441e+02 -2.0203e+00 +3.5265e+00 +5.5977e-01 -2.3010e+00 +3.5115e+00 -2.5607e+00 -8.4710e-02 +4.9986e-01 +1.6986e+00 -3.4947e+00 -7.1575e-01 +1.8691e+00 +3.8714e-01 -2.9398e-01 +3.3754e+00 +1.2928e+00 +8.3503e-01 +4.2605e-01 -3.6943e+00 +3.1852e+00
113219 +7.371061898e-01 +7.371061898e-01 +2.984671062e+02 +2.984671062e+02 -2.1015e+00 +3.5784e+00 +6.0833e-01 -2.2863e+00 +3.5084e+00 -2.6860e+00 -2.1079e-01 +6.5024e-01 +1.4692e+00 -3.5500e+00 -7.0353e-01 +1.8687e+00 +3.0393e-01 -3.1215e-01 +3.2140e+00 +1.2719e+00 +1.0485e+00 +2.3711e-01 -3.7247e+00 +3.2120e+00
113911 +7.200077201e-01 +7.200077201e-01 +2.984500077e+02 +2.984500077e+02 -2.0831e+00 +3.5616e+00 +4.8702e-01 -2.2969e+00 +3.5873e+00 -2.6497e+00 -2.1567e-01 +6.5314e-01 +1.4393e+00 -3.4922e+00 -6.9352e-01 +1.7765e+00 +3.7002e-01 -2.0537e-01 +3.3455e+00 +1.1647e+00 +9.6755e-01 +3.5828e-01 -3.6207e+00 +3.1667e+00
115285 +7.052847333e-01 +7.052847333e-01 +2.984352847e+02 +2.984352847e+02 -2.1542e+00 +3.6394e+00 +4.6158e-01 -2.2766e+00 +3.5406e+00 -2.5925e+00 -1.6193e-01 +6.5025e-01 +1.5441e+00 -3.5624e+00 -6.5177e-01 +1.7679e+00 +3.5820e-01 -2.7257e-01 +3.3071e+00 +1.2232e+00 +9.3152e-01 +3.5357e-01 -3.7067e+00 +3.2022e+00
% function evaluation | noise-free fitness - Fopt (5.157000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.156121458e+01 +8.156121458e+01 +1.331312146e+02 +1.331312146e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 +7.790693420e+01 +7.790693420e+01 +1.294769342e+02 +1.294769342e+02 +7.7248e-01 +1.9920e+00 +2.7945e-01 +4.1466e-01 -2.7830e-01 -1.6086e+00 +1.0049e+00 +1.6890e+00 +3.5471e-01 +1.4142e+00 +2.5010e+00 -1.5131e+00 -7.5000e-02 +1.1711e+00 +1.0454e+00 +5.7214e-01 -3.6512e-01 +5.3014e-02 +1.8069e+00 -1.6197e+00
34 +7.756702500e+01 +7.756702500e+01 +1.291370250e+02 +1.291370250e+02 +1.3109e+00 +1.5905e+00 -3.6406e-02 +6.5864e-01 -1.0066e-01 +5.0816e-01 +2.4294e-01 -6.9644e-01 +9.8490e-01 +2.5129e+00 +1.0906e+00 -2.2953e+00 -3.0333e-01 +1.0417e+00 +4.0483e-01 +1.2692e+00 -1.5363e+00 -1.9307e+00 +3.2373e+00 -2.4303e+00
38 +7.453127701e+01 +7.453127701e+01 +1.261012770e+02 +1.261012770e+02 +2.3612e+00 +1.3854e+00 -1.8850e+00 +5.0782e-01 -8.0674e-01 -1.2932e+00 +1.1729e+00 -7.3322e-01 -2.2341e-01 +7.5844e-01 +1.9884e+00 -1.3093e+00 -5.5814e-01 +9.2080e-01 -7.4752e-01 -1.3442e+00 -8.2414e-01 -7.6917e-01 +1.1931e-01 -2.8358e+00
50 +7.176775023e+01 +7.176775023e+01 +1.233377502e+02 +1.233377502e+02 +1.5533e+00 +1.0547e+00 -2.5699e+00 -4.4567e-01 -1.7486e-01 -1.3031e+00 +1.2264e+00 +7.4281e-01 -1.4202e+00 +4.6035e-01 +1.7000e+00 -1.2482e+00 -1.8031e+00 +5.1951e-01 +8.1006e-01 -1.7644e+00 -2.1725e+00 +4.5451e-01 -4.4009e-01 -3.4908e+00
59 +7.003695783e+01 +7.003695783e+01 +1.216069578e+02 +1.216069578e+02 +8.5153e-01 +1.6800e+00 -3.2008e+00 +1.7921e+00 -4.8494e-01 -4.9352e-01 +1.0600e+00 +1.2198e+00 +2.5145e-01 +1.0062e-01 +1.5319e+00 -2.3713e+00 -2.4118e+00 +7.9550e-01 +7.9892e-01 -2.3312e+00 -2.8470e+00 +4.4315e-01 -4.3381e-01 -3.7970e+00
67 +6.608510775e+01 +6.608510775e+01 +1.176551078e+02 +1.176551078e+02 +2.4341e+00 +2.5202e+00 -3.5806e+00 +2.3180e+00 -1.6323e+00 -6.6976e-01 +2.0467e+00 +3.1053e-01 +2.5531e-02 -2.1751e-01 +1.7115e+00 -1.1952e+00 -2.4944e+00 +1.2675e-01 +1.8320e+00 -1.3424e+00 -2.6864e+00 +7.3292e-01 -7.9102e-01 -3.7893e+00
253 +6.324601436e+01 +6.324601436e+01 +1.148160144e+02 +1.148160144e+02 +4.0696e+00 +2.6441e+00 +5.4169e-01 +3.2282e+00 +2.4162e+00 +1.7295e+00 +4.4590e+00 +1.9308e+00 +1.6438e+00 -4.0198e-01 -1.1178e+00 -4.1355e+00 -4.3709e+00 -1.1665e+00 +9.5970e-01 -1.4388e+00 -1.5302e+00 +9.6842e-01 -5.0685e-01 -3.8148e+00
298 +6.058534837e+01 +6.058534837e+01 +1.121553484e+02 +1.121553484e+02 +4.6351e+00 +2.0014e+00 +1.4110e-01 +2.3447e+00 +2.0918e+00 +6.7011e-01 +4.7642e+00 +1.5221e+00 +3.6345e+00 -2.1002e+00 -1.2028e+00 -3.5701e+00 -3.4337e+00 -5.0458e+00 +3.2766e+00 -2.4404e+00 -2.1736e+00 +4.3091e-01 -3.7070e+00 -5.6460e+00
336 +5.894933726e+01 +5.894933726e+01 +1.105193373e+02 +1.105193373e+02 +5.8473e+00 +2.4428e+00 +1.5240e+00 +7.8578e-01 +2.2282e+00 +1.2209e+00 +4.1136e+00 +9.9273e-01 +1.1472e+00 -7.6316e-01 +7.5565e-01 -3.7827e+00 -2.3972e+00 -2.1918e+00 +2.6209e+00 -1.1271e+00 -1.2996e+00 +7.6706e-01 -3.4453e-01 -5.1104e+00
352 +5.271360495e+01 +5.271360495e+01 +1.042836049e+02 +1.042836049e+02 +2.5616e+00 +2.2314e+00 -5.4214e-01 +6.9513e-02 +9.2185e-01 -1.1013e-01 +2.3323e+00 +2.9412e+00 +1.7911e+00 -1.1776e+00 -3.1928e-02 -4.3748e+00 -3.0440e+00 -1.7277e+00 +3.0874e+00 +1.8072e-01 -9.9589e-01 -4.4995e-01 +4.1896e-01 -6.3604e+00
416 +5.031213414e+01 +5.031213414e+01 +1.018821341e+02 +1.018821341e+02 +3.0232e+00 +1.8960e+00 -2.4261e+00 +1.4743e-01 -3.7287e-01 +1.4287e-01 +3.7173e+00 +2.5158e+00 +5.1753e-01 -7.6085e-01 +5.9286e-01 -3.1829e+00 -3.3731e+00 -1.8626e+00 +3.8260e+00 +7.2937e-01 -8.9522e-01 -6.4327e-01 +6.6900e-01 -3.3611e+00
422 +4.943406307e+01 +4.943406307e+01 +1.010040631e+02 +1.010040631e+02 +3.2443e+00 +3.1942e+00 -2.2000e+00 +1.1078e+00 -1.2488e+00 +1.7987e+00 +3.9811e+00 +3.7756e+00 +2.8931e-01 -9.8030e-01 +8.5174e-01 -2.7087e+00 -3.1935e+00 -3.0956e+00 +4.0381e+00 +5.3470e-01 -9.4826e-01 +9.8226e-01 +7.9125e-01 -2.9542e+00
435 +4.195500591e+01 +4.195500591e+01 +9.352500591e+01 +9.352500591e+01 +2.0598e+00 +2.5114e+00 -1.9090e+00 +1.7532e+00 -1.8590e+00 +1.6338e-01 +4.2296e+00 +4.0251e+00 +8.3739e-01 -1.9884e+00 +1.4313e+00 -3.6070e+00 -3.5894e+00 -4.3453e+00 +3.9943e+00 +1.0259e+00 -1.4136e+00 +1.0463e+00 -8.6352e-02 -3.0467e+00
472 +4.023139224e+01 +4.023139224e+01 +9.180139224e+01 +9.180139224e+01 +3.9590e+00 +5.5843e-01 -1.3892e+00 +3.2438e+00 -1.5058e+00 +8.0277e-01 +5.0747e+00 +1.6856e-01 -1.1654e-01 -3.0454e+00 +4.1203e-01 -1.1725e+00 -3.4702e+00 -2.9811e+00 +4.0895e+00 +2.5744e+00 -2.1941e+00 +2.4699e+00 -8.7022e-01 -4.6925e+00
491 +3.199280345e+01 +3.199280345e+01 +8.356280345e+01 +8.356280345e+01 +3.6700e+00 +1.1378e+00 -1.3580e+00 +2.5341e+00 -5.7635e-01 +2.1493e-01 +5.3203e+00 +5.6446e-01 +2.1747e-01 -2.0688e+00 +4.6465e-01 -1.5393e+00 -3.3373e+00 -1.4566e+00 +2.4313e+00 +1.8715e+00 -1.3943e+00 +2.1501e+00 -1.8447e+00 -2.8055e+00
1187 +3.129012232e+01 +3.129012232e+01 +8.286012232e+01 +8.286012232e+01 +5.7323e+00 +2.3891e+00 -2.3113e-01 +1.6489e+00 +1.6188e+00 +6.4993e-01 +4.0892e+00 +1.0957e+00 +1.4166e+00 -2.1855e+00 +9.4897e-01 -4.4687e+00 -3.5719e+00 -9.7013e-01 +3.7300e+00 +1.2047e+00 -8.5139e-02 +4.8147e+00 -1.8121e-01 -3.2557e+00
1421 +2.931072931e+01 +2.931072931e+01 +8.088072931e+01 +8.088072931e+01 +5.1617e+00 +2.5096e+00 +6.1532e-01 +2.6220e+00 -1.3445e+00 -1.7461e-01 +3.5895e+00 +3.2798e-02 +1.6759e+00 -1.3063e+00 +7.1475e-01 -3.2206e+00 -4.1225e+00 -3.9969e+00 +2.3410e+00 +3.0140e+00 -2.5094e+00 +3.0945e+00 -7.3326e-01 -2.2232e+00
