% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
61293 +4.982158420e-02 +4.982158420e-02 +3.001982158e+01 +3.001982158e+01 +8.4624e-01 -1.7005e+00 -3.6748e+00 -1.9309e+00 +3.1175e+00 +3.3672e+00 -3.9236e+00 -2.8668e+00 +8.4892e-01 -1.7798e+00 +1.2857e+00 -1.7038e+00 +4.0111e+00 +2.3723e+00 -1.5189e+00 +2.6750e+00 -2.5960e+00 -9.6543e-01 +1.5129e+00 -3.3180e+00
62501 +4.897206306e-02 +4.897206306e-02 +3.001897206e+01 +3.001897206e+01 +8.4623e-01 -1.7005e+00 -3.6748e+00 -1.9309e+00 +3.1175e+00 +3.3672e+00 -3.9236e+00 -2.8668e+00 +8.4892e-01 -1.7798e+00 +1.2857e+00 -1.7038e+00 +4.0111e+00 +2.3723e+00 -1.5189e+00 +2.6750e+00 -2.5960e+00 -9.6543e-01 +1.5129e+00 -3.3180e+00
67741 +4.780854688e-02 +4.780854688e-02 +3.001780855e+01 +3.001780855e+01 +8.4623e-01 -1.7005e+00 -3.6748e+00 -1.9309e+00 +3.1175e+00 +3.3672e+00 -3.9236e+00 -2.8668e+00 +8.4893e-01 -1.7797e+00 +1.2857e+00 -1.7038e+00 +4.0111e+00 +2.3724e+00 -1.5189e+00 +2.6750e+00 -2.5960e+00 -9.6544e-01 +1.5129e+00 -3.3180e+00
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.449644894e+03 +2.449644894e+03 +2.397934894e+03 +2.397934894e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 +2.225893624e+03 +2.225893624e+03 +2.174183624e+03 +2.174183624e+03 +7.0353e-01 -1.1098e-01 +1.2325e+00 -7.1605e-01 +1.9411e+00 +2.3781e-01 -4.3411e-01 -2.1448e-02 -8.9402e-01 +1.7549e+00 +1.2221e+00 +2.3484e+00 -6.4036e-01 +1.9596e+00 -2.2808e-01 +1.3316e+00 +6.7847e-01 +8.0098e-01 +5.8744e-01 +5.9228e-01
9 +2.145412807e+03 +2.145412807e+03 +2.093702807e+03 +2.093702807e+03 -1.1591e+00 +8.6215e-02 +2.1423e+00 -1.4306e+00 -3.4926e-01 +2.5561e+00 -6.8811e-01 -5.1880e-01 -7.4902e-01 +1.2054e+00 +1.2437e+00 -5.8299e-01 +6.4594e-01 +4.3626e-01 -9.6880e-01 +6.7584e-01 -1.2166e+00 +7.4495e-01 +2.8275e+00 +8.5513e-01
18 +2.098802066e+03 +2.098802066e+03 +2.047092066e+03 +2.047092066e+03 -1.5768e+00 -2.2782e-01 +2.0345e+00 -2.2434e+00 -3.7553e-01 +3.6406e+00 -1.0061e-01 -1.9952e-01 -4.2248e-01 +1.5550e+00 +2.6026e+00 +3.5354e-01 +5.3004e-01 +1.9255e-01 -1.3718e+00 +5.5918e-01 -1.5883e+00 +3.5129e-01 +2.6817e+00 +8.7449e-01
20 +2.012217638e+03 +2.012217638e+03 +1.960507638e+03 +1.960507638e+03 +1.0038e-01 -5.5557e-01 -1.1707e+00 -9.0240e-01 -1.0319e-01 +3.0888e+00 -1.3982e+00 -1.2788e+00 -8.0600e-02 +1.7742e+00 +3.0174e+00 -1.3687e+00 -1.2813e+00 -4.7477e-01 +6.6831e-01 -5.8727e-01 -1.8440e+00 +7.2329e-01 +3.9089e+00 -7.1475e-03
33 +1.973731959e+03 +1.973731959e+03 +1.922021959e+03 +1.922021959e+03 +1.2558e+00 -1.7139e+00 -2.6802e+00 -1.0098e+00 -9.8669e-01 +1.1455e+00 -5.2544e+00 -3.3561e+00 -2.4543e+00 -9.8029e-01 +4.0428e+00 -1.6756e+00 -3.9852e-02 +5.6464e-01 +1.2974e-01 +6.8191e-03 -2.3124e-01 +1.1267e+00 +2.4872e+00 +1.1851e-01
45 +1.632297101e+03 +1.632297101e+03 +1.580587101e+03 +1.580587101e+03 +2.9024e+00 -5.8138e-01 -1.9627e+00 -5.2618e-01 +4.9941e-01 +1.1365e+00 -4.6929e+00 -2.1966e+00 -3.8111e+00 -8.0767e-01 +4.0698e+00 -1.8937e-01 -1.0409e-01 +1.1657e+00 +8.8930e-01 +3.7187e-01 -1.1102e+00 +2.1813e+00 +2.4529e+00 +2.0097e-01
109 +1.560093581e+03 +1.560093581e+03 +1.508383581e+03 +1.508383581e+03 +2.0845e+00 -1.0974e+00 +2.7878e-01 -2.8470e+00 -3.6424e-01 +6.2143e-01 -3.5051e+00 +2.6405e+00 -2.2915e+00 -7.5200e-01 +4.0311e+00 +2.1280e+00 -1.2267e+00 +1.9742e+00 +2.1548e-01 +2.9830e+00 -1.3429e+00 +4.0770e-01 -9.5700e-01 -2.9582e-01
136 +1.429790691e+03 +1.429790691e+03 +1.378080691e+03 +1.378080691e+03 +4.6333e+00 +4.5442e-01 -5.7991e-01 -1.3893e+00 +4.6423e-01 +1.7343e+00 -3.6591e+00 +4.1681e+00 -1.0525e+00 +1.5420e+00 +2.3086e+00 +1.5560e+00 -1.1059e+00 -8.1364e-01 -3.1266e-01 +1.3677e+00 -3.2091e+00 +2.7582e+00 -1.3256e+00 -1.0800e-01
189 +1.380451941e+03 +1.380451941e+03 +1.328741941e+03 +1.328741941e+03 +3.8127e+00 +2.2739e+00 -2.2887e+00 -1.8963e+00 +3.9758e+00 +1.2500e+00 -4.7560e+00 +4.0932e-01 -1.2078e+00 -1.7828e+00 +2.7685e+00 -6.2685e-01 +2.4912e+00 -2.3762e+00 -2.9202e+00 +2.0150e+00 -2.4187e+00 +2.6628e+00 -3.9143e-01 +3.0355e+00
196 +1.158666103e+03 +1.158666103e+03 +1.106956103e+03 +1.106956103e+03 +3.5364e+00 +2.0627e+00 -9.3435e-01 -2.9163e+00 +3.0523e+00 +1.1814e+00 -5.5698e+00 +2.7359e+00 -1.8469e+00 -5.0454e-01 +4.0701e+00 -1.3219e+00 +2.7065e+00 -6.5287e-01 -3.3689e+00 +2.2997e+00 -3.7821e+00 +2.3624e+00 -5.4068e-01 +2.1664e+00
221 +1.085311457e+03 +1.085311457e+03 +1.033601457e+03 +1.033601457e+03 +3.1463e+00 +2.7620e+00 -2.0243e+00 -4.7688e+00 +2.3668e+00 +1.6704e+00 -6.6763e+00 +3.2450e+00 -1.9188e+00 +1.0885e+00 +2.7384e+00 +3.3340e-01 +3.8118e+00 +3.8148e-01 -3.5048e+00 +2.6917e+00 -4.2184e+00 +7.3211e-01 -4.2684e-01 +2.1319e+00
222 +1.012288125e+03 +1.012288125e+03 +9.605781246e+02 +9.605781246e+02 +3.9189e+00 +1.4508e+00 -1.6988e+00 -5.2662e+00 +1.8860e+00 +3.5863e-01 -4.7604e+00 +2.3205e+00 -2.2447e+00 +1.7051e+00 +1.6583e+00 +1.1112e+00 +3.4783e+00 +3.3093e-01 -2.4471e+00 +3.2083e+00 -2.5702e+00 +1.0166e+00 +6.1541e-01 +2.4029e+00
250 +9.190876745e+02 +9.190876745e+02 +8.673776745e+02 +8.673776745e+02 +2.6257e+00 +4.2105e-01 -1.9309e+00 -4.5829e+00 +6.3918e-01 +2.3034e+00 -5.5047e+00 +2.5734e-01 -2.6860e+00 -1.3216e+00 +3.8049e+00 +3.4860e-01 +2.9758e+00 +1.4819e+00 -1.0877e+00 +2.8876e+00 -2.8823e+00 +1.8728e+00 +2.0287e+00 +2.9986e+00
900 +7.934443215e+02 +7.934443215e+02 +7.417343215e+02 +7.417343215e+02 +5.0373e+00 +2.0465e+00 -3.7131e+00 -3.1185e+00 -4.9914e-01 +1.5274e+00 -3.9342e+00 +2.8123e+00 -3.2987e+00 +1.1084e+00 +2.8529e+00 +2.3343e+00 +1.1250e+00 -1.0366e+00 -3.2987e+00 +6.0747e-01 -4.2329e+00 +3.8905e+00 +7.7404e-01 +3.8561e+00
1160 +7.485397491e+02 +7.485397491e+02 +6.968297491e+02 +6.968297491e+02 +2.2329e+00 +2.9947e+00 -3.7127e+00 -4.1454e+00 +1.7720e+00 +5.7556e-01 -2.2580e+00 +2.0570e+00 -2.3946e+00 -8.3043e-02 +5.9163e+00 +8.6577e-01 +2.7001e+00 -1.4290e+00 -4.0984e+00 +3.5774e+00 -6.7523e+00 +3.2485e+00 -3.0037e-02 +1.4095e+00
1177 +7.075779776e+02 +7.075779776e+02 +6.558679776e+02 +6.558679776e+02 +1.1226e+00 +2.3791e+00 -3.3507e+00 -2.9440e+00 +1.5905e+00 +1.1231e+00 -2.6362e+00 +2.6916e+00 -1.7173e+00 +1.1139e-01 +5.9526e+00 -1.0185e-01 +2.2433e+00 -1.1480e+00 -2.5049e+00 +2.7213e+00 -5.8434e+00 +3.0845e+00 +1.1280e+00 +2.2328e+00
1791 +6.914559735e+02 +6.914559735e+02 +6.397459735e+02 +6.397459735e+02 +2.5063e+00 +2.2267e+00 -3.2674e+00 -4.9599e+00 +1.2177e+00 +2.0149e+00 -2.9345e+00 +2.5806e+00 -3.6954e+00 -2.7227e-02 +5.0451e+00 +2.5994e+00 +1.6287e+00 +1.3490e-01 -2.8374e+00 +3.7136e+00 -2.7134e+00 +2.1015e+00 +2.0881e-01 +1.6697e+00
1948 +6.653344546e+02 +6.653344546e+02 +6.136244546e+02 +6.136244546e+02 +2.2080e+00 +2.3056e+00 -1.8403e+00 -4.5777e+00 +3.3362e-01 +2.6872e+00 -3.2929e+00 +1.5156e+00 -3.3118e+00 -1.5450e+00 +4.0237e+00 +1.9058e+00 +2.9148e+00 +1.4110e+00 -2.3155e+00 +3.9413e+00 -3.7193e+00 +2.4459e+00 +1.0755e+00 +2.1828e+00
2001 +6.601531888e+02 +6.601531888e+02 +6.084431888e+02 +6.084431888e+02 +2.4551e+00 +2.8542e+00 -9.4959e-01 -4.5082e+00 +2.0280e-01 +2.8076e+00 -3.2614e+00 +4.0902e+00 -3.0904e+00 +8.9551e-01 +3.8562e+00 +1.6859e+00 +2.3472e+00 +6.1909e-01 -1.1600e+00 +2.8724e+00 -3.2020e+00 +2.3464e+00 +1.3553e+00 +2.6591e+00
2271 +6.283260074e+02 +6.283260074e+02 +5.766160074e+02 +5.766160074e+02 +1.4792e+00 +2.7218e+00 -8.7976e-01 -4.1762e+00 -3.1910e-01 +1.5766e+00 -5.3027e+00 +2.3970e+00 -3.6372e+00 +7.6570e-01 +3.3763e+00 +2.2425e+00 +3.2087e+00 +3.4559e-01 -2.3750e+00 +3.0404e+00 -2.7184e+00 +3.2298e+00 +1.1610e+00 +3.4535e+00
2370 +6.128870400e+02 +6.128870400e+02 +5.611770400e+02 +5.611770400e+02 +2.4276e+00 +2.6091e+00 -3.0940e+00 -2.0591e+00 +7.6974e-01 +1.4040e+00 -4.4458e+00 +1.1918e+00 -3.6319e+00 +6.4694e-01 +3.7940e+00 +1.9538e+00 +2.9895e+00 -1.3345e-01 -2.4627e+00 +2.7065e+00 -3.0359e+00 +3.3931e+00 +8.0052e-01 +3.1686e+00
2384 +5.242192870e+02 +5.242192870e+02 +4.725092870e+02 +4.725092870e+02 +1.7285e+00 +3.0188e+00 -4.2687e+00 -4.0988e+00 +1.0613e+00 +2.7324e+00 -4.3114e+00 +2.2360e+00 -2.8931e+00 -1.7769e-01 +3.7487e+00 +1.1560e+00 +2.8134e+00 -3.8133e-03 -2.4958e+00 +2.9070e+00 -3.2523e+00 +3.4721e+00 +2.2973e+00 +3.2453e+00
2990 +4.548911530e+02 +4.548911530e+02 +4.031811530e+02 +4.031811530e+02 +2.6933e+00 +2.0263e+00 -3.9185e+00 -3.5248e+00 +1.8330e+00 +2.4744e+00 -3.8511e+00 +3.7258e+00 -4.1564e+00 -2.6964e-01 +4.0964e+00 +2.4861e+00 +1.6446e+00 +1.3647e+00 -2.5160e+00 +3.8222e+00 -4.3851e+00 +3.0187e+00 +2.1082e+00 +2.5474e+00
3054 +4.434373688e+02 +4.434373688e+02 +3.917273688e+02 +3.917273688e+02 +2.2822e+00 +2.5559e+00 -4.0166e+00 -3.3764e+00 +1.3333e+00 +1.4438e+00 -3.6206e+00 +2.9273e+00 -2.8031e+00 -1.3260e-01 +2.8350e+00 +1.0449e+00 +2.3972e+00 +6.1511e-01 -3.0278e+00 +3.0861e+00 -3.3048e+00 +3.5049e+00 +1.1896e+00 +3.0951e+00
3980 +4.348133978e+02 +4.348133978e+02 +3.831033978e+02 +3.831033978e+02 +3.3318e+00 +2.7000e+00 -3.6139e+00 -3.3733e+00 +1.9739e+00 +2.5562e+00 -2.4278e+00 +3.1340e+00 -3.2209e+00 +3.4247e-01 +2.9606e+00 +1.8114e+00 +2.2615e+00 +3.8679e-01 -3.4020e+00 +3.0122e+00 -4.1219e+00 +3.4213e+00 +2.0227e+00 +2.7778e+00
4049 +4.138202101e+02 +4.138202101e+02 +3.621102101e+02 +3.621102101e+02 +2.8478e+00 +2.3188e+00 -3.5633e+00 -4.4437e+00 +1.4764e+00 +1.7799e+00 -3.0148e+00 +3.5170e+00 -3.3264e+00 +1.1349e+00 +2.9340e+00 +1.8116e+00 +2.4467e+00 -9.4497e-01 -3.8626e+00 +2.4269e+00 -4.6132e+00 +4.5701e+00 +2.2586e+00 +1.9829e+00
4069 +3.683943252e+02 +3.683943252e+02 +3.166843252e+02 +3.166843252e+02 +2.6749e+00 +2.6251e+00 -4.2091e+00 -4.1133e+00 +1.4344e+00 +1.6066e+00 -3.0220e+00 +1.9293e+00 -3.5590e+00 +7.9031e-01 +3.9662e+00 +2.1259e+00 +3.4154e+00 -6.5252e-01 -4.0214e+00 +2.4102e+00 -4.0197e+00 +4.2075e+00 +2.1755e+00 +2.8962e+00
4844 +2.965201884e+02 +2.965201884e+02 +2.448101884e+02 +2.448101884e+02 +3.3597e+00 +2.6739e+00 -2.8086e+00 -3.6020e+00 +7.2728e-01 +1.6809e+00 -3.6887e+00 +2.6328e+00 -2.8546e+00 -2.4333e-01 +3.3541e+00 +2.1921e+00 +3.7546e+00 +5.2183e-01 -2.3679e+00 +3.0349e+00 -3.7823e+00 +3.9735e+00 +1.8605e+00 +3.7559e+00
4871 +2.732390350e+02 +2.732390350e+02 +2.215290350e+02 +2.215290350e+02 +2.9489e+00 +2.7439e+00 -3.4430e+00 -3.7825e+00 +8.3368e-01 +1.8001e+00 -3.7594e+00 +2.5975e+00 -3.0185e+00 -1.7593e-01 +3.6808e+00 +2.0172e+00 +4.0959e+00 +1.0522e+00 -2.6126e+00 +3.2090e+00 -3.8938e+00 +3.7159e+00 +1.9032e+00 +3.1640e+00
5540 +2.645924687e+02 +2.645924687e+02 +2.128824687e+02 +2.128824687e+02 +2.8733e+00 +2.5113e+00 -3.5714e+00 -3.5548e+00 +1.1400e+00 +2.1567e+00 -3.1391e+00 +3.5881e+00 -3.6401e+00 +2.0377e-01 +3.2644e+00 +1.7785e+00 +2.9685e+00 +7.1119e-01 -2.7933e+00 +3.6088e+00 -3.7014e+00 +2.6672e+00 +1.7233e+00 +3.9387e+00
5696 +2.527952274e+02 +2.527952274e+02 +2.010852274e+02 +2.010852274e+02 +2.8270e+00 +2.8433e+00 -3.5609e+00 -3.4114e+00 +9.6311e-01 +1.8456e+00 -3.5714e+00 +3.2615e+00 -4.1956e+00 -1.7117e-02 +3.3790e+00 +1.8557e+00 +2.9068e+00 +6.5754e-01 -2.9539e+00 +3.9222e+00 -3.9925e+00 +4.1509e+00 +1.8077e+00 +3.1027e+00
5831 +2.414796135e+02 +2.414796135e+02 +1.897696135e+02 +1.897696135e+02 +2.9651e+00 +2.7341e+00 -3.4230e+00 -3.8497e+00 +1.3126e+00 +1.9622e+00 -2.8568e+00 +3.4090e+00 -4.0234e+00 +3.3386e-01 +3.4383e+00 +2.0607e+00 +3.1408e+00 +4.1660e-01 -2.6891e+00 +3.4829e+00 -3.5352e+00 +2.9881e+00 +1.2976e+00 +3.3743e+00
7034 +2.175440324e+02 +2.175440324e+02 +1.658340324e+02 +1.658340324e+02 +2.6932e+00 +3.1101e+00 -3.4505e+00 -3.6097e+00 +1.1086e+00 +9.4733e-01 -3.8814e+00 +3.1742e+00 -3.9571e+00 -9.3010e-02 +3.4906e+00 +2.2081e+00 +3.7633e+00 +4.1396e-01 -3.4229e+00 +3.5979e+00 -4.2905e+00 +3.4680e+00 +1.4519e+00 +3.3470e+00
7108 +2.137831339e+02 +2.137831339e+02 +1.620731339e+02 +1.620731339e+02 +3.0128e+00 +3.1636e+00 -3.5970e+00 -3.3946e+00 +1.5663e+00 +1.5048e+00 -3.9307e+00 +2.9769e+00 -3.7590e+00 +2.1027e-01 +3.9680e+00 +2.2040e+00 +2.9850e+00 +8.9010e-01 -2.9066e+00 +3.6705e+00 -4.2923e+00 +3.3403e+00 +1.1136e+00 +2.9858e+00
7117 +1.952315843e+02 +1.952315843e+02 +1.435215843e+02 +1.435215843e+02 +3.0062e+00 +3.6211e+00 -3.6089e+00 -3.3968e+00 +1.4426e+00 +1.5061e+00 -3.6730e+00 +3.3625e+00 -3.9587e+00 +2.5472e-01 +4.0228e+00 +2.0372e+00 +3.1456e+00 +9.8286e-01 -3.2237e+00 +4.0513e+00 -4.1519e+00 +3.2488e+00 +1.5113e+00 +2.9324e+00
7122 +1.652928833e+02 +1.652928833e+02 +1.135828833e+02 +1.135828833e+02 +2.5286e+00 +3.4149e+00 -3.4613e+00 -3.4917e+00 +1.0845e+00 +1.6393e+00 -3.5592e+00 +3.3534e+00 -3.9025e+00 +1.9613e-01 +3.8107e+00 +1.7367e+00 +3.2635e+00 +1.2890e+00 -3.1387e+00 +3.6488e+00 -4.2195e+00 +3.3010e+00 +1.9115e+00 +2.8489e+00
7597 +1.609155998e+02 +1.609155998e+02 +1.092055998e+02 +1.092055998e+02 +2.4825e+00 +2.9488e+00 -3.3814e+00 -4.0948e+00 +1.2670e+00 +1.3623e+00 -3.4280e+00 +3.3282e+00 -3.4856e+00 +3.7419e-01 +3.5316e+00 +2.0300e+00 +2.5941e+00 +5.6893e-01 -3.0406e+00 +3.6660e+00 -3.8524e+00 +3.3869e+00 +1.8726e+00 +3.0937e+00
7607 +1.544239121e+02 +1.544239121e+02 +1.027139121e+02 +1.027139121e+02 +2.3814e+00 +2.9392e+00 -3.4872e+00 -3.8291e+00 +1.0846e+00 +1.4712e+00 -3.5433e+00 +3.2776e+00 -3.7225e+00 +3.5274e-01 +3.6049e+00 +1.8726e+00 +2.8443e+00 +6.5034e-01 -3.1933e+00 +3.6777e+00 -3.6186e+00 +3.1414e+00 +1.8784e+00 +2.9095e+00
8061 +1.502449325e+02 +1.502449325e+02 +9.853493251e+01 +9.853493251e+01 +2.5730e+00 +2.8938e+00 -3.5322e+00 -3.3834e+00 +1.2466e+00 +1.9778e+00 -3.4307e+00 +3.4480e+00 -3.7782e+00 +2.3379e-01 +3.7794e+00 +2.0851e+00 +2.8073e+00 +1.0901e+00 -2.8187e+00 +3.3295e+00 -3.6219e+00 +3.1711e+00 +1.4504e+00 +3.0144e+00
8611 +1.364452538e+02 +1.364452538e+02 +8.473525376e+01 +8.473525376e+01 +2.3026e+00 +3.0258e+00 -3.3439e+00 -3.6947e+00 +1.0475e+00 +1.7628e+00 -3.3926e+00 +3.3767e+00 -3.8852e+00 +5.7236e-01 +3.7137e+00 +1.9531e+00 +2.7815e+00 +8.1062e-01 -2.6618e+00 +3.6779e+00 -3.3857e+00 +3.2164e+00 +1.7056e+00 +3.3140e+00
8626 +1.237809079e+02 +1.237809079e+02 +7.207090788e+01 +7.207090788e+01 +2.6267e+00 +3.2553e+00 -3.3615e+00 -3.6339e+00 +1.3376e+00 +1.5680e+00 -3.5401e+00 +3.4265e+00 -3.9881e+00 +2.8308e-01 +3.7684e+00 +2.1460e+00 +2.8802e+00 +8.1718e-01 -3.0062e+00 +3.4888e+00 -3.5562e+00 +2.9017e+00 +1.6233e+00 +3.1846e+00
9554 +1.221120862e+02 +1.221120862e+02 +7.040208615e+01 +7.040208615e+01 +2.4434e+00 +3.3435e+00 -3.0436e+00 -3.4106e+00 +8.1338e-01 +1.8316e+00 -3.6546e+00 +3.0381e+00 -4.0628e+00 +1.9464e-01 +4.0267e+00 +2.3573e+00 +3.1682e+00 +1.2626e+00 -2.6923e+00 +4.2277e+00 -4.0082e+00 +2.8390e+00 +1.8033e+00 +3.1275e+00
9584 +1.158504599e+02 +1.158504599e+02 +6.414045985e+01 +6.414045985e+01 +2.5597e+00 +3.2029e+00 -3.1196e+00 -3.5247e+00 +7.8045e-01 +1.7405e+00 -3.5976e+00 +3.0137e+00 -4.1516e+00 +7.0498e-02 +3.8523e+00 +2.3947e+00 +3.0882e+00 +1.2635e+00 -2.9037e+00 +4.3127e+00 -3.8536e+00 +3.0069e+00 +1.7223e+00 +3.2919e+00
9757 +1.093910453e+02 +1.093910453e+02 +5.768104526e+01 +5.768104526e+01 +2.6028e+00 +2.8468e+00 -3.3327e+00 -3.6090e+00 +8.9894e-01 +1.7821e+00 -3.4329e+00 +3.5261e+00 -4.2288e+00 +2.5928e-01 +3.9537e+00 +2.1220e+00 +3.0566e+00 +9.9992e-01 -2.6353e+00 +3.8582e+00 -3.7829e+00 +3.0190e+00 +1.5312e+00 +2.8919e+00
9801 +1.001349714e+02 +1.001349714e+02 +4.842497144e+01 +4.842497144e+01 +2.5744e+00 +2.9691e+00 -3.3313e+00 -3.4898e+00 +8.7557e-01 +1.8228e+00 -3.7166e+00 +3.6919e+00 -3.9766e+00 +1.2105e-01 +3.9065e+00 +2.3402e+00 +3.0028e+00 +1.1334e+00 -2.6380e+00 +3.9037e+00 -3.6597e+00 +3.3290e+00 +1.5174e+00 +3.3478e+00
10145 +9.257346450e+01 +9.257346450e+01 +4.086346450e+01 +4.086346450e+01 +2.5626e+00 +2.9720e+00 -3.2439e+00 -3.6983e+00 +9.9096e-01 +1.8404e+00 -3.7788e+00 +3.1643e+00 -3.8535e+00 +2.7668e-01 +4.1078e+00 +2.0563e+00 +3.2583e+00 +1.0060e+00 -2.7178e+00 +3.7084e+00 -3.9668e+00 +3.2748e+00 +1.6711e+00 +2.9261e+00
10614 +9.069766864e+01 +9.069766864e+01 +3.898766864e+01 +3.898766864e+01 +2.5484e+00 +3.1351e+00 -3.1743e+00 -3.4487e+00 +1.0131e+00 +1.7981e+00 -3.7443e+00 +3.2337e+00 -3.8364e+00 +2.3188e-01 +3.7837e+00 +2.1039e+00 +3.0009e+00 +7.6553e-01 -2.7121e+00 +3.6704e+00 -4.1007e+00 +3.1860e+00 +1.5170e+00 +3.1991e+00
10884 +7.874566085e+01 +7.874566085e+01 +2.703566085e+01 +2.703566085e+01 +2.5239e+00 +3.4640e+00 -3.1345e+00 -3.3983e+00 +9.7789e-01 +1.7367e+00 -3.5260e+00 +3.5409e+00 -3.8332e+00 +2.7315e-02 +3.9509e+00 +2.0556e+00 +3.1647e+00 +9.8432e-01 -2.5277e+00 +3.9199e+00 -3.8307e+00 +3.1900e+00 +1.7604e+00 +3.3479e+00
11330 +7.708240753e+01 +7.708240753e+01 +2.537240753e+01 +2.537240753e+01 +2.5875e+00 +3.2157e+00 -3.3112e+00 -3.6680e+00 +9.3433e-01 +1.8393e+00 -3.5060e+00 +3.1436e+00 -3.8200e+00 +3.6698e-02 +4.0019e+00 +2.0305e+00 +3.0937e+00 +8.2813e-01 -2.8109e+00 +3.5695e+00 -3.8486e+00 +3.0911e+00 +1.9339e+00 +3.3249e+00
11488 +7.164193026e+01 +7.164193026e+01 +1.993193026e+01 +1.993193026e+01 +2.7229e+00 +3.2705e+00 -3.2197e+00 -3.4165e+00 +8.7320e-01 +1.8273e+00 -3.6877e+00 +3.2333e+00 -3.9815e+00 -1.0013e-03 +3.9529e+00 +2.2527e+00 +3.2843e+00 +1.1024e+00 -2.7613e+00 +3.8286e+00 -3.9178e+00 +3.0760e+00 +1.6329e+00 +3.3216e+00
11502 +6.621195730e+01 +6.621195730e+01 +1.450195730e+01 +1.450195730e+01 +2.6082e+00 +3.0875e+00 -3.2590e+00 -3.5587e+00 +9.1494e-01 +1.7292e+00 -3.7334e+00 +3.2091e+00 -3.9836e+00 +1.1830e-01 +3.9309e+00 +2.2344e+00 +3.2279e+00 +9.2359e-01 -2.7667e+00 +3.8059e+00 -3.9058e+00 +3.0985e+00 +1.7259e+00 +3.1768e+00
11590 +6.242801866e+01 +6.242801866e+01 +1.071801866e+01 +1.071801866e+01 +2.5492e+00 +3.1815e+00 -3.3270e+00 -3.6013e+00 +9.5516e-01 +1.6324e+00 -3.6256e+00 +3.2316e+00 -3.8807e+00 +1.9824e-01 +3.9225e+00 +1.9781e+00 +3.3489e+00 +9.3827e-01 -2.8991e+00 +3.7294e+00 -3.9485e+00 +3.0763e+00 +1.6892e+00 +3.3242e+00
12393 +4.789128732e+01 +4.789128732e+01 -3.818712681e+00 -3.818712681e+00 +2.6283e+00 +3.2230e+00 -3.2638e+00 -3.6792e+00 +9.6402e-01 +1.7746e+00 -3.4432e+00 +3.2296e+00 -3.8190e+00 +2.3117e-01 +3.8660e+00 +2.0533e+00 +3.0232e+00 +7.7823e-01 -2.9154e+00 +3.6200e+00 -4.0569e+00 +3.1958e+00 +1.6897e+00 +3.3261e+00
14047 +4.445971562e+01 +4.445971562e+01 -7.250284384e+00 -7.250284384e+00 +2.6651e+00 +3.2190e+00 -3.2317e+00 -3.5875e+00 +1.0012e+00 +1.6955e+00 -3.4490e+00 +3.3364e+00 -3.8781e+00 +1.6231e-01 +3.9023e+00 +2.0405e+00 +3.1544e+00 +8.7613e-01 -2.8232e+00 +3.7548e+00 -4.0736e+00 +3.2213e+00 +1.6574e+00 +3.2139e+00
14054 +3.864414984e+01 +3.864414984e+01 -1.306585016e+01 -1.306585016e+01 +2.6284e+00 +3.1784e+00 -3.2430e+00 -3.6263e+00 +1.0004e+00 +1.7597e+00 -3.4457e+00 +3.2943e+00 -3.8826e+00 +1.1501e-01 +3.8779e+00 +2.0513e+00 +3.1883e+00 +9.1250e-01 -2.8305e+00 +3.7058e+00 -3.9624e+00 +3.2240e+00 +1.6201e+00 +3.2192e+00
15162 +3.600482442e+01 +3.600482442e+01 -1.570517558e+01 -1.570517558e+01 +2.5439e+00 +3.1534e+00 -3.3002e+00 -3.6756e+00 +1.0415e+00 +1.7573e+00 -3.5449e+00 +3.2519e+00 -3.7822e+00 +1.7552e-01 +3.9941e+00 +2.0616e+00 +3.2026e+00 +8.7979e-01 -2.8592e+00 +3.6105e+00 -3.8273e+00 +3.2126e+00 +1.6200e+00 +3.2184e+00
15546 +3.178353864e+01 +3.178353864e+01 -1.992646136e+01 -1.992646136e+01 +2.5098e+00 +3.1592e+00 -3.3269e+00 -3.6993e+00 +1.0040e+00 +1.7874e+00 -3.4582e+00 +3.2235e+00 -3.8389e+00 +1.7665e-01 +3.9623e+00 +2.1060e+00 +3.0778e+00 +8.6005e-01 -2.8232e+00 +3.6644e+00 -3.9344e+00 +3.1577e+00 +1.6961e+00 +3.2415e+00
15589 +2.866001853e+01 +2.866001853e+01 -2.304998147e+01 -2.304998147e+01 +2.5857e+00 +3.1059e+00 -3.3303e+00 -3.6795e+00 +1.0337e+00 +1.7418e+00 -3.4431e+00 +3.1707e+00 -3.7598e+00 +1.6012e-01 +3.9426e+00 +2.0664e+00 +3.0821e+00 +8.7343e-01 -2.8255e+00 +3.5619e+00 -3.8653e+00 +3.1882e+00 +1.6994e+00 +3.2023e+00
