% function evaluation | noise-free fitness - Fopt (2.997000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
13230 +3.451523431e+01 +3.451523431e+01 -7.075476569e+01 -7.075476569e+01 +1.4508e+00 -5.5952e-01 -2.3566e+00 -3.6456e+00 +1.0390e+00 -2.4931e+00 -2.5593e-01 -8.6888e-01 +2.1058e+00 -9.5943e-01 +3.4433e+00 -3.2279e+00 -3.7588e+00 -3.6178e+00 -6.8518e-03 -3.1780e+00 -1.4895e+00 -3.2730e+00 +2.1574e+00 +4.0861e+00
13956 +3.243523317e+01 +3.243523317e+01 -7.283476683e+01 -7.283476683e+01 +1.4393e+00 -5.4927e-01 -2.4726e+00 -3.5136e+00 +1.0570e+00 -2.4406e+00 -2.2761e-01 -9.4782e-01 +2.1822e+00 -9.7503e-01 +3.4504e+00 -3.2373e+00 -3.8141e+00 -3.6320e+00 -1.3193e-01 -3.2323e+00 -1.5000e+00 -3.2893e+00 +2.1344e+00 +3.9758e+00
14974 +3.098830943e+01 +3.098830943e+01 -7.428169057e+01 -7.428169057e+01 +1.3772e+00 -5.2665e-01 -2.4459e+00 -3.6333e+00 +1.0872e+00 -2.4726e+00 -2.5739e-01 -8.1707e-01 +2.1813e+00 -1.0213e+00 +3.4029e+00 -3.2387e+00 -3.7647e+00 -3.5484e+00 -9.0556e-02 -3.1478e+00 -1.4625e+00 -3.3079e+00 +2.1622e+00 +4.0864e+00
14989 +2.944603795e+01 +2.944603795e+01 -7.582396205e+01 -7.582396205e+01 +1.3935e+00 -5.2886e-01 -2.4302e+00 -3.5686e+00 +1.1047e+00 -2.4677e+00 -3.2769e-01 -8.6160e-01 +2.2247e+00 -9.6952e-01 +3.3809e+00 -3.2500e+00 -3.7495e+00 -3.5480e+00 -1.0219e-01 -3.1293e+00 -1.5212e+00 -3.3276e+00 +2.1524e+00 +4.0775e+00
15004 +2.793776430e+01 +2.793776430e+01 -7.733223570e+01 -7.733223570e+01 +1.4565e+00 -4.5873e-01 -2.4238e+00 -3.5923e+00 +1.0242e+00 -2.4706e+00 -2.9718e-01 -8.8090e-01 +2.1756e+00 -1.0188e+00 +3.4093e+00 -3.1987e+00 -3.7895e+00 -3.5207e+00 -1.2050e-01 -3.2332e+00 -1.5844e+00 -3.2850e+00 +2.2223e+00 +3.9850e+00
15023 +2.715955932e+01 +2.715955932e+01 -7.811044068e+01 -7.811044068e+01 +1.4760e+00 -5.6298e-01 -2.3222e+00 -3.5708e+00 +1.0170e+00 -2.4975e+00 -3.1307e-01 -9.1536e-01 +2.1335e+00 -1.0143e+00 +3.3831e+00 -3.2494e+00 -3.7774e+00 -3.5216e+00 -6.3445e-02 -3.1778e+00 -1.5902e+00 -3.2379e+00 +2.2255e+00 +4.0662e+00
15657 +2.352080385e+01 +2.352080385e+01 -8.174919615e+01 -8.174919615e+01 +1.4670e+00 -6.0696e-01 -2.4398e+00 -3.6135e+00 +1.1464e+00 -2.5177e+00 -2.7362e-01 -8.9578e-01 +2.2043e+00 -1.0239e+00 +3.3053e+00 -3.2729e+00 -3.8357e+00 -3.5651e+00 -1.2799e-01 -3.2052e+00 -1.5012e+00 -3.2605e+00 +2.1799e+00 +4.0947e+00
15957 +2.235414406e+01 +2.235414406e+01 -8.291585594e+01 -8.291585594e+01 +1.4400e+00 -5.4462e-01 -2.4539e+00 -3.5867e+00 +1.1512e+00 -2.4516e+00 -2.6534e-01 -9.4250e-01 +2.2064e+00 -1.0513e+00 +3.3518e+00 -3.2356e+00 -3.7837e+00 -3.5455e+00 -1.1335e-01 -3.1523e+00 -1.5561e+00 -3.2594e+00 +2.1280e+00 +4.0405e+00
16908 +2.085453568e+01 +2.085453568e+01 -8.441546432e+01 -8.441546432e+01 +1.4477e+00 -5.2824e-01 -2.4603e+00 -3.5708e+00 +1.1313e+00 -2.5175e+00 -3.0457e-01 -9.1799e-01 +2.2064e+00 -9.9074e-01 +3.4047e+00 -3.2375e+00 -3.8127e+00 -3.5959e+00 -1.0634e-01 -3.2102e+00 -1.5142e+00 -3.2791e+00 +2.1007e+00 +4.0419e+00
16912 +1.993776315e+01 +1.993776315e+01 -8.533223685e+01 -8.533223685e+01 +1.4760e+00 -5.2555e-01 -2.4535e+00 -3.5706e+00 +1.0985e+00 -2.5323e+00 -2.8406e-01 -9.0443e-01 +2.2016e+00 -9.9231e-01 +3.3878e+00 -3.2538e+00 -3.8285e+00 -3.5683e+00 -1.2150e-01 -3.2214e+00 -1.5086e+00 -3.2938e+00 +2.1011e+00 +4.0492e+00
16916 +1.788012408e+01 +1.788012408e+01 -8.738987592e+01 -8.738987592e+01 +1.4490e+00 -5.5558e-01 -2.4399e+00 -3.6042e+00 +1.1509e+00 -2.5019e+00 -2.8100e-01 -9.1332e-01 +2.1722e+00 -9.9644e-01 +3.4044e+00 -3.2442e+00 -3.7942e+00 -3.5728e+00 -1.0440e-01 -3.1819e+00 -1.5060e+00 -3.2670e+00 +2.1155e+00 +4.0414e+00
17548 +1.673073595e+01 +1.673073595e+01 -8.853926405e+01 -8.853926405e+01 +1.4421e+00 -5.4827e-01 -2.4164e+00 -3.6471e+00 +1.1166e+00 -2.5121e+00 -2.8078e-01 -9.3278e-01 +2.1856e+00 -1.0061e+00 +3.3786e+00 -3.2349e+00 -3.8195e+00 -3.5499e+00 -1.3163e-01 -3.1818e+00 -1.5159e+00 -3.2997e+00 +2.1802e+00 +4.0382e+00
17998 +1.659249512e+01 +1.659249512e+01 -8.867750488e+01 -8.867750488e+01 +1.4600e+00 -5.1009e-01 -2.4051e+00 -3.5865e+00 +1.0942e+00 -2.4923e+00 -2.8996e-01 -9.1821e-01 +2.1739e+00 -9.7533e-01 +3.4038e+00 -3.2267e+00 -3.7976e+00 -3.5058e+00 -9.7248e-02 -3.2029e+00 -1.5593e+00 -3.2558e+00 +2.1773e+00 +4.0227e+00
18003 +1.540011100e+01 +1.540011100e+01 -8.986988900e+01 -8.986988900e+01 +1.4303e+00 -5.2010e-01 -2.4019e+00 -3.5968e+00 +1.0979e+00 -2.4921e+00 -2.9562e-01 -8.9789e-01 +2.2063e+00 -9.7526e-01 +3.3958e+00 -3.2149e+00 -3.7740e+00 -3.5018e+00 -1.1914e-01 -3.1912e+00 -1.5583e+00 -3.2619e+00 +2.1827e+00 +4.0172e+00
18446 +1.435447584e+01 +1.435447584e+01 -9.091552416e+01 -9.091552416e+01 +1.4413e+00 -5.2290e-01 -2.3829e+00 -3.6231e+00 +1.0981e+00 -2.4436e+00 -2.7641e-01 -8.9186e-01 +2.1845e+00 -9.7732e-01 +3.3974e+00 -3.2117e+00 -3.7812e+00 -3.5542e+00 -1.3302e-01 -3.1548e+00 -1.5333e+00 -3.2984e+00 +2.1471e+00 +4.0377e+00
18457 +1.383176802e+01 +1.383176802e+01 -9.143823198e+01 -9.143823198e+01 +1.4247e+00 -5.2590e-01 -2.4010e+00 -3.5923e+00 +1.1282e+00 -2.4622e+00 -2.7567e-01 -9.0280e-01 +2.1772e+00 -9.8351e-01 +3.3899e+00 -3.2067e+00 -3.7848e+00 -3.5670e+00 -1.2364e-01 -3.1779e+00 -1.5386e+00 -3.2981e+00 +2.1429e+00 +4.0367e+00
18466 +1.267959001e+01 +1.267959001e+01 -9.259040999e+01 -9.259040999e+01 +1.4499e+00 -5.0548e-01 -2.4242e+00 -3.5934e+00 +1.0634e+00 -2.4989e+00 -2.5789e-01 -9.0318e-01 +2.1735e+00 -9.7761e-01 +3.3992e+00 -3.2057e+00 -3.7880e+00 -3.5427e+00 -1.1865e-01 -3.1864e+00 -1.5383e+00 -3.2847e+00 +2.1462e+00 +4.0337e+00
18569 +1.250572595e+01 +1.250572595e+01 -9.276427405e+01 -9.276427405e+01 +1.4204e+00 -5.4007e-01 -2.3838e+00 -3.5920e+00 +1.0570e+00 -2.4510e+00 -2.9142e-01 -9.1064e-01 +2.1444e+00 -9.8805e-01 +3.4048e+00 -3.2044e+00 -3.7556e+00 -3.5293e+00 -1.0602e-01 -3.1660e+00 -1.5371e+00 -3.2762e+00 +2.1769e+00 +4.0445e+00
19068 +1.135864559e+01 +1.135864559e+01 -9.391135441e+01 -9.391135441e+01 +1.4530e+00 -5.3442e-01 -2.3823e+00 -3.6225e+00 +1.0940e+00 -2.4859e+00 -2.9446e-01 -9.0366e-01 +2.1527e+00 -9.6807e-01 +3.3757e+00 -3.2447e+00 -3.7675e+00 -3.5621e+00 -1.0386e-01 -3.1780e+00 -1.5291e+00 -3.2922e+00 +2.1378e+00 +4.0433e+00
19075 +1.080172690e+01 +1.080172690e+01 -9.446827310e+01 -9.446827310e+01 +1.4427e+00 -5.4687e-01 -2.4005e+00 -3.6313e+00 +1.0852e+00 -2.4961e+00 -2.8456e-01 -8.9564e-01 +2.1645e+00 -9.6510e-01 +3.3809e+00 -3.2367e+00 -3.7840e+00 -3.5699e+00 -1.0979e-01 -3.2092e+00 -1.5242e+00 -3.2896e+00 +2.1577e+00 +4.0454e+00
19508 +1.025543152e+01 +1.025543152e+01 -9.501456848e+01 -9.501456848e+01 +1.4348e+00 -5.3047e-01 -2.3823e+00 -3.6392e+00 +1.0716e+00 -2.4977e+00 -2.5967e-01 -8.9651e-01 +2.1734e+00 -9.6789e-01 +3.4011e+00 -3.2329e+00 -3.8009e+00 -3.5430e+00 -1.3112e-01 -3.2223e+00 -1.5638e+00 -3.2954e+00 +2.1454e+00 +4.0479e+00
19625 +1.002543122e+01 +1.002543122e+01 -9.524456878e+01 -9.524456878e+01 +1.4584e+00 -5.3991e-01 -2.3717e+00 -3.6017e+00 +1.1017e+00 -2.4753e+00 -2.8574e-01 -9.0038e-01 +2.1867e+00 -9.8213e-01 +3.3932e+00 -3.2210e+00 -3.7682e+00 -3.5572e+00 -1.1554e-01 -3.1880e+00 -1.5654e+00 -3.2983e+00 +2.1754e+00 +4.0523e+00
19666 +9.283628840e+00 +9.283628840e+00 -9.598637116e+01 -9.598637116e+01 +1.4533e+00 -5.2966e-01 -2.3725e+00 -3.6065e+00 +1.0753e+00 -2.4550e+00 -2.8260e-01 -9.0555e-01 +2.1529e+00 -9.7667e-01 +3.3859e+00 -3.2020e+00 -3.7666e+00 -3.5660e+00 -1.0968e-01 -3.1898e+00 -1.5438e+00 -3.2918e+00 +2.1720e+00 +4.0341e+00
20238 +8.701024612e+00 +8.701024612e+00 -9.656897539e+01 -9.656897539e+01 +1.4577e+00 -5.3050e-01 -2.3982e+00 -3.6187e+00 +1.0744e+00 -2.4657e+00 -2.9391e-01 -9.0681e-01 +2.1550e+00 -9.9818e-01 +3.3954e+00 -3.2221e+00 -3.7971e+00 -3.5444e+00 -1.2600e-01 -3.1990e+00 -1.5654e+00 -3.2775e+00 +2.1743e+00 +4.0265e+00
21610 +7.933677428e+00 +7.933677428e+00 -9.733632257e+01 -9.733632257e+01 +1.4544e+00 -5.3309e-01 -2.3990e+00 -3.6069e+00 +1.0879e+00 -2.4843e+00 -2.5809e-01 -8.9315e-01 +2.1630e+00 -9.9148e-01 +3.3586e+00 -3.2340e+00 -3.7890e+00 -3.5586e+00 -1.1495e-01 -3.2229e+00 -1.5568e+00 -3.2752e+00 +2.1670e+00 +4.0416e+00
21651 +7.700476133e+00 +7.700476133e+00 -9.756952387e+01 -9.756952387e+01 +1.4472e+00 -5.2521e-01 -2.4027e+00 -3.6192e+00 +1.0901e+00 -2.4749e+00 -2.7553e-01 -9.0301e-01 +2.1700e+00 -9.8719e-01 +3.3914e+00 -3.2460e+00 -3.7976e+00 -3.5369e+00 -1.0742e-01 -3.2118e+00 -1.5654e+00 -3.2716e+00 +2.1530e+00 +4.0377e+00
21669 +7.435882971e+00 +7.435882971e+00 -9.783411703e+01 -9.783411703e+01 +1.4500e+00 -5.4058e-01 -2.3929e+00 -3.6277e+00 +1.0879e+00 -2.4953e+00 -2.7923e-01 -9.0790e-01 +2.1756e+00 -9.9854e-01 +3.3838e+00 -3.2404e+00 -3.7923e+00 -3.5371e+00 -1.2255e-01 -3.2137e+00 -1.5607e+00 -3.2757e+00 +2.1462e+00 +4.0375e+00
21706 +7.338683993e+00 +7.338683993e+00 -9.793131601e+01 -9.793131601e+01 +1.4433e+00 -5.3215e-01 -2.3967e+00 -3.6025e+00 +1.0880e+00 -2.4867e+00 -2.5349e-01 -9.0808e-01 +2.1843e+00 -1.0050e+00 +3.3988e+00 -3.2339e+00 -3.7912e+00 -3.5434e+00 -1.2869e-01 -3.2037e+00 -1.5525e+00 -3.2786e+00 +2.1473e+00 +4.0461e+00
22075 +7.006040261e+00 +7.006040261e+00 -9.826395974e+01 -9.826395974e+01 +1.4370e+00 -5.3528e-01 -2.3903e+00 -3.6176e+00 +1.0764e+00 -2.4760e+00 -2.6749e-01 -9.1551e-01 +2.1757e+00 -9.8549e-01 +3.3938e+00 -3.2203e+00 -3.7833e+00 -3.5383e+00 -1.2769e-01 -3.2093e+00 -1.5546e+00 -3.2874e+00 +2.1502e+00 +4.0352e+00
22483 +6.585984971e+00 +6.585984971e+00 -9.868401503e+01 -9.868401503e+01 +1.4518e+00 -5.3689e-01 -2.3883e+00 -3.6184e+00 +1.0817e+00 -2.4802e+00 -2.9194e-01 -9.0957e-01 +2.1832e+00 -9.9223e-01 +3.4022e+00 -3.2261e+00 -3.7964e+00 -3.5492e+00 -1.2123e-01 -3.2137e+00 -1.5648e+00 -3.2738e+00 +2.1504e+00 +4.0363e+00
22513 +6.413311661e+00 +6.413311661e+00 -9.885668834e+01 -9.885668834e+01 +1.4493e+00 -5.2355e-01 -2.3925e+00 -3.6106e+00 +1.0760e+00 -2.4815e+00 -2.6887e-01 -9.0688e-01 +2.1821e+00 -9.9167e-01 +3.4023e+00 -3.2137e+00 -3.7935e+00 -3.5481e+00 -1.1786e-01 -3.1980e+00 -1.5665e+00 -3.2760e+00 +2.1585e+00 +4.0399e+00
23374 +5.673482684e+00 +5.673482684e+00 -9.959651732e+01 -9.959651732e+01 +1.4541e+00 -5.3455e-01 -2.4058e+00 -3.6164e+00 +1.0771e+00 -2.4780e+00 -2.7767e-01 -9.1013e-01 +2.1694e+00 -1.0002e+00 +3.3809e+00 -3.2264e+00 -3.7968e+00 -3.5459e+00 -1.1574e-01 -3.1889e+00 -1.5569e+00 -3.2792e+00 +2.1676e+00 +4.0467e+00
23811 +5.485022877e+00 +5.485022877e+00 -9.978497712e+01 -9.978497712e+01 +1.4563e+00 -5.4809e-01 -2.3945e+00 -3.6043e+00 +1.0880e+00 -2.4875e+00 -2.6274e-01 -9.1410e-01 +2.1842e+00 -1.0020e+00 +3.3910e+00 -3.2320e+00 -3.8000e+00 -3.5469e+00 -1.2129e-01 -3.2118e+00 -1.5473e+00 -3.2685e+00 +2.1604e+00 +4.0576e+00
24283 +4.631536399e+00 +4.631536399e+00 -1.006384636e+02 -1.006384636e+02 +1.4448e+00 -5.3336e-01 -2.3867e+00 -3.6054e+00 +1.0729e+00 -2.4768e+00 -2.8319e-01 -9.1012e-01 +2.1624e+00 -9.8070e-01 +3.3915e+00 -3.2219e+00 -3.7853e+00 -3.5413e+00 -1.1761e-01 -3.1943e+00 -1.5666e+00 -3.2665e+00 +2.1524e+00 +4.0361e+00
24536 +4.442212138e+00 +4.442212138e+00 -1.008277879e+02 -1.008277879e+02 +1.4592e+00 -5.4048e-01 -2.3940e+00 -3.6059e+00 +1.0860e+00 -2.4816e+00 -2.7893e-01 -9.1608e-01 +2.1842e+00 -1.0048e+00 +3.3948e+00 -3.2238e+00 -3.7947e+00 -3.5425e+00 -1.1302e-01 -3.1953e+00 -1.5534e+00 -3.2779e+00 +2.1671e+00 +4.0510e+00
24803 +4.091758849e+00 +4.091758849e+00 -1.011782412e+02 -1.011782412e+02 +1.4511e+00 -5.4166e-01 -2.3956e+00 -3.6075e+00 +1.0841e+00 -2.4836e+00 -2.8517e-01 -9.1115e-01 +2.1656e+00 -9.9556e-01 +3.3860e+00 -3.2224e+00 -3.7918e+00 -3.5516e+00 -1.2311e-01 -3.2019e+00 -1.5485e+00 -3.2701e+00 +2.1715e+00 +4.0464e+00
25389 +3.997132095e+00 +3.997132095e+00 -1.012728679e+02 -1.012728679e+02 +1.4393e+00 -5.3287e-01 -2.3912e+00 -3.5997e+00 +1.0805e+00 -2.4766e+00 -2.7654e-01 -9.0914e-01 +2.1709e+00 -9.8931e-01 +3.3861e+00 -3.2240e+00 -3.7801e+00 -3.5440e+00 -1.1507e-01 -3.1953e+00 -1.5619e+00 -3.2718e+00 +2.1609e+00 +4.0405e+00
25393 +3.962559814e+00 +3.962559814e+00 -1.013074402e+02 -1.013074402e+02 +1.4387e+00 -5.3690e-01 -2.3926e+00 -3.6032e+00 +1.0831e+00 -2.4732e+00 -2.7651e-01 -9.0916e-01 +2.1665e+00 -9.9120e-01 +3.3865e+00 -3.2200e+00 -3.7802e+00 -3.5428e+00 -1.1561e-01 -3.2003e+00 -1.5592e+00 -3.2728e+00 +2.1631e+00 +4.0417e+00
25444 +3.662764883e+00 +3.662764883e+00 -1.016072351e+02 -1.016072351e+02 +1.4499e+00 -5.3596e-01 -2.3926e+00 -3.6094e+00 +1.0797e+00 -2.4754e+00 -2.7572e-01 -9.0797e-01 +2.1624e+00 -9.9195e-01 +3.3838e+00 -3.2180e+00 -3.7809e+00 -3.5414e+00 -1.1210e-01 -3.1936e+00 -1.5654e+00 -3.2770e+00 +2.1632e+00 +4.0413e+00
26493 +3.543836988e+00 +3.543836988e+00 -1.017261630e+02 -1.017261630e+02 +1.4484e+00 -5.3927e-01 -2.3879e+00 -3.6057e+00 +1.0777e+00 -2.4857e+00 -2.7160e-01 -9.1492e-01 +2.1790e+00 -9.9393e-01 +3.3897e+00 -3.2254e+00 -3.7928e+00 -3.5496e+00 -1.2278e-01 -3.2061e+00 -1.5563e+00 -3.2797e+00 +2.1663e+00 +4.0518e+00
26869 +2.980407813e+00 +2.980407813e+00 -1.022895922e+02 -1.022895922e+02 +1.4499e+00 -5.3077e-01 -2.4011e+00 -3.6082e+00 +1.0826e+00 -2.4842e+00 -2.7307e-01 -9.0776e-01 +2.1747e+00 -9.9538e-01 +3.3876e+00 -3.2256e+00 -3.7934e+00 -3.5457e+00 -1.1714e-01 -3.2091e+00 -1.5483e+00 -3.2747e+00 +2.1666e+00 +4.0485e+00
27325 +2.931369324e+00 +2.931369324e+00 -1.023386307e+02 -1.023386307e+02 +1.4483e+00 -5.3854e-01 -2.3926e+00 -3.6024e+00 +1.0766e+00 -2.4848e+00 -2.7312e-01 -9.1391e-01 +2.1716e+00 -9.9724e-01 +3.3861e+00 -3.2247e+00 -3.7910e+00 -3.5501e+00 -1.2291e-01 -3.2047e+00 -1.5489e+00 -3.2774e+00 +2.1615e+00 +4.0500e+00
27419 +2.863615175e+00 +2.863615175e+00 -1.024063848e+02 -1.024063848e+02 +1.4523e+00 -5.4060e-01 -2.3919e+00 -3.6098e+00 +1.0851e+00 -2.4829e+00 -2.7006e-01 -9.1073e-01 +2.1691e+00 -9.9217e-01 +3.3830e+00 -3.2267e+00 -3.7892e+00 -3.5472e+00 -1.1473e-01 -3.2033e+00 -1.5568e+00 -3.2754e+00 +2.1623e+00 +4.0521e+00
28077 +2.641028686e+00 +2.641028686e+00 -1.026289713e+02 -1.026289713e+02 +1.4475e+00 -5.3651e-01 -2.3961e+00 -3.6006e+00 +1.0822e+00 -2.4801e+00 -2.7339e-01 -9.1132e-01 +2.1683e+00 -9.9188e-01 +3.3836e+00 -3.2236e+00 -3.7883e+00 -3.5448e+00 -1.1609e-01 -3.2009e+00 -1.5557e+00 -3.2756e+00 +2.1657e+00 +4.0466e+00
28616 +2.621709742e+00 +2.621709742e+00 -1.026482903e+02 -1.026482903e+02 +1.4473e+00 -5.3526e-01 -2.3973e+00 -3.6079e+00 +1.0832e+00 -2.4839e+00 -2.7656e-01 -9.1328e-01 +2.1705e+00 -9.9472e-01 +3.3891e+00 -3.2263e+00 -3.7880e+00 -3.5476e+00 -1.1787e-01 -3.1991e+00 -1.5552e+00 -3.2757e+00 +2.1624e+00 +4.0491e+00
28627 +2.529637556e+00 +2.529637556e+00 -1.027403624e+02 -1.027403624e+02 +1.4481e+00 -5.3709e-01 -2.3980e+00 -3.6089e+00 +1.0863e+00 -2.4819e+00 -2.7519e-01 -9.1207e-01 +2.1708e+00 -9.9457e-01 +3.3881e+00 -3.2265e+00 -3.7888e+00 -3.5472e+00 -1.1379e-01 -3.1987e+00 -1.5549e+00 -3.2748e+00 +2.1615e+00 +4.0481e+00
29038 +2.509981871e+00 +2.509981871e+00 -1.027600181e+02 -1.027600181e+02 +1.4491e+00 -5.3795e-01 -2.3958e+00 -3.6106e+00 +1.0824e+00 -2.4793e+00 -2.7572e-01 -9.1014e-01 +2.1686e+00 -9.9119e-01 +3.3834e+00 -3.2269e+00 -3.7858e+00 -3.5489e+00 -1.1659e-01 -3.2008e+00 -1.5525e+00 -3.2733e+00 +2.1641e+00 +4.0468e+00
29130 +2.224477106e+00 +2.224477106e+00 -1.030455229e+02 -1.030455229e+02 +1.4460e+00 -5.3412e-01 -2.3943e+00 -3.6099e+00 +1.0827e+00 -2.4814e+00 -2.7891e-01 -9.1150e-01 +2.1742e+00 -9.9621e-01 +3.3886e+00 -3.2237e+00 -3.7892e+00 -3.5460e+00 -1.1585e-01 -3.1985e+00 -1.5536e+00 -3.2785e+00 +2.1634e+00 +4.0459e+00
30383 +2.089956903e+00 +2.089956903e+00 -1.031800431e+02 -1.031800431e+02 +1.4471e+00 -5.3579e-01 -2.3947e+00 -3.6105e+00 +1.0845e+00 -2.4834e+00 -2.7384e-01 -9.0833e-01 +2.1732e+00 -9.9544e-01 +3.3842e+00 -3.2257e+00 -3.7901e+00 -3.5477e+00 -1.1657e-01 -3.2001e+00 -1.5528e+00 -3.2751e+00 +2.1644e+00 +4.0501e+00
30425 +2.006966131e+00 +2.006966131e+00 -1.032630339e+02 -1.032630339e+02 +1.4465e+00 -5.3415e-01 -2.3948e+00 -3.6086e+00 +1.0840e+00 -2.4847e+00 -2.7455e-01 -9.0965e-01 +2.1731e+00 -9.9472e-01 +3.3864e+00 -3.2245e+00 -3.7894e+00 -3.5442e+00 -1.1541e-01 -3.1998e+00 -1.5522e+00 -3.2749e+00 +2.1614e+00 +4.0480e+00
30491 +1.995206432e+00 +1.995206432e+00 -1.032747936e+02 -1.032747936e+02 +1.4472e+00 -5.3650e-01 -2.3931e+00 -3.6055e+00 +1.0836e+00 -2.4807e+00 -2.7954e-01 -9.1026e-01 +2.1718e+00 -9.9310e-01 +3.3884e+00 -3.2239e+00 -3.7875e+00 -3.5450e+00 -1.1588e-01 -3.2008e+00 -1.5533e+00 -3.2744e+00 +2.1626e+00 +4.0451e+00
31212 +1.940868193e+00 +1.940868193e+00 -1.033291318e+02 -1.033291318e+02 +1.4482e+00 -5.3564e-01 -2.3912e+00 -3.6100e+00 +1.0825e+00 -2.4821e+00 -2.7483e-01 -9.0946e-01 +2.1739e+00 -9.9225e-01 +3.3902e+00 -3.2249e+00 -3.7892e+00 -3.5476e+00 -1.1668e-01 -3.2003e+00 -1.5514e+00 -3.2757e+00 +2.1631e+00 +4.0455e+00
31327 +1.876082139e+00 +1.876082139e+00 -1.033939179e+02 -1.033939179e+02 +1.4495e+00 -5.3679e-01 -2.3953e+00 -3.6076e+00 +1.0811e+00 -2.4848e+00 -2.7525e-01 -9.1098e-01 +2.1730e+00 -9.9619e-01 +3.3874e+00 -3.2260e+00 -3.7934e+00 -3.5497e+00 -1.1756e-01 -3.2024e+00 -1.5511e+00 -3.2774e+00 +2.1641e+00 +4.0497e+00
31477 +1.771374238e+00 +1.771374238e+00 -1.034986258e+02 -1.034986258e+02 +1.4478e+00 -5.3532e-01 -2.3929e+00 -3.6119e+00 +1.0807e+00 -2.4850e+00 -2.7531e-01 -9.1030e-01 +2.1707e+00 -9.9326e-01 +3.3868e+00 -3.2228e+00 -3.7886e+00 -3.5485e+00 -1.1593e-01 -3.1992e+00 -1.5530e+00 -3.2754e+00 +2.1632e+00 +4.0481e+00
32269 +1.659402977e+00 +1.659402977e+00 -1.036105970e+02 -1.036105970e+02 +1.4475e+00 -5.3678e-01 -2.3926e+00 -3.6074e+00 +1.0837e+00 -2.4829e+00 -2.7678e-01 -9.0990e-01 +2.1726e+00 -9.9052e-01 +3.3862e+00 -3.2231e+00 -3.7887e+00 -3.5453e+00 -1.1604e-01 -3.1987e+00 -1.5518e+00 -3.2768e+00 +2.1637e+00 +4.0465e+00
32669 +1.601585004e+00 +1.601585004e+00 -1.036684150e+02 -1.036684150e+02 +1.4473e+00 -5.3641e-01 -2.3940e+00 -3.6095e+00 +1.0826e+00 -2.4837e+00 -2.7535e-01 -9.0981e-01 +2.1732e+00 -9.9279e-01 +3.3889e+00 -3.2236e+00 -3.7895e+00 -3.5476e+00 -1.1547e-01 -3.1999e+00 -1.5542e+00 -3.2759e+00 +2.1623e+00 +4.0488e+00
32676 +1.556545062e+00 +1.556545062e+00 -1.037134549e+02 -1.037134549e+02 +1.4475e+00 -5.3729e-01 -2.3931e+00 -3.6098e+00 +1.0832e+00 -2.4845e+00 -2.7492e-01 -9.0977e-01 +2.1719e+00 -9.9237e-01 +3.3890e+00 -3.2232e+00 -3.7887e+00 -3.5461e+00 -1.1557e-01 -3.2003e+00 -1.5530e+00 -3.2757e+00 +2.1620e+00 +4.0485e+00
33773 +1.486480150e+00 +1.486480150e+00 -1.037835198e+02 -1.037835198e+02 +1.4483e+00 -5.3714e-01 -2.3953e+00 -3.6071e+00 +1.0836e+00 -2.4853e+00 -2.7463e-01 -9.0977e-01 +2.1729e+00 -9.9380e-01 +3.3866e+00 -3.2244e+00 -3.7900e+00 -3.5471e+00 -1.1528e-01 -3.2008e+00 -1.5502e+00 -3.2754e+00 +2.1634e+00 +4.0486e+00
34093 +1.477138718e+00 +1.477138718e+00 -1.037928613e+02 -1.037928613e+02 +1.4472e+00 -5.3602e-01 -2.3947e+00 -3.6081e+00 +1.0822e+00 -2.4835e+00 -2.7526e-01 -9.1030e-01 +2.1715e+00 -9.9349e-01 +3.3879e+00 -3.2233e+00 -3.7893e+00 -3.5458e+00 -1.1434e-01 -3.1988e+00 -1.5523e+00 -3.2757e+00 +2.1633e+00 +4.0472e+00
34204 +1.439498852e+00 +1.439498852e+00 -1.038305011e+02 -1.038305011e+02 +1.4482e+00 -5.3629e-01 -2.3928e+00 -3.6086e+00 +1.0817e+00 -2.4829e+00 -2.7431e-01 -9.0945e-01 +2.1718e+00 -9.9213e-01 +3.3875e+00 -3.2241e+00 -3.7899e+00 -3.5475e+00 -1.1769e-01 -3.2008e+00 -1.5516e+00 -3.2758e+00 +2.1641e+00 +4.0474e+00
34241 +1.410846094e+00 +1.410846094e+00 -1.038591539e+02 -1.038591539e+02 +1.4483e+00 -5.3666e-01 -2.3923e+00 -3.6090e+00 +1.0825e+00 -2.4824e+00 -2.7524e-01 -9.0930e-01 +2.1719e+00 -9.9197e-01 +3.3882e+00 -3.2234e+00 -3.7895e+00 -3.5463e+00 -1.1674e-01 -3.2009e+00 -1.5521e+00 -3.2748e+00 +2.1637e+00 +4.0463e+00
34661 +1.356443745e+00 +1.356443745e+00 -1.039135563e+02 -1.039135563e+02 +1.4484e+00 -5.3592e-01 -2.3933e+00 -3.6067e+00 +1.0825e+00 -2.4839e+00 -2.7498e-01 -9.1026e-01 +2.1731e+00 -9.9277e-01 +3.3873e+00 -3.2243e+00 -3.7899e+00 -3.5476e+00 -1.1728e-01 -3.2011e+00 -1.5530e+00 -3.2752e+00 +2.1648e+00 +4.0485e+00
