% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
123106 +7.929534046e-01 +7.929534046e-01 -2.282270466e+02 -2.282270466e+02 -2.0555e+00 -8.2222e-01 +1.4117e+00 -1.1634e+00 +3.4490e-01 -3.8698e+00 +3.6407e+00 +1.8285e+00 -3.4322e+00 -2.3987e+00 -1.0630e+00 +8.0404e-01 +3.1208e+00 -6.2091e-01 -4.1405e+00 -2.7648e+00 +2.2085e+00 +2.2139e+00 +8.3152e-01 -3.3754e+00
123122 +7.720113078e-01 +7.720113078e-01 -2.282479887e+02 -2.282479887e+02 -2.0882e+00 -8.1413e-01 +1.4708e+00 -1.1498e+00 +3.8392e-01 -3.8518e+00 +3.6442e+00 +1.8242e+00 -3.3974e+00 -2.4220e+00 -1.0310e+00 +7.8744e-01 +3.1180e+00 -5.9654e-01 -4.1336e+00 -2.7946e+00 +2.2776e+00 +2.2531e+00 +7.9952e-01 -3.3679e+00
123338 +7.555575339e-01 +7.555575339e-01 -2.282644425e+02 -2.282644425e+02 -2.0493e+00 -7.8674e-01 +1.4041e+00 -1.1163e+00 +3.2532e-01 -3.8895e+00 +3.5503e+00 +1.7708e+00 -3.4198e+00 -2.4372e+00 -1.1478e+00 +7.3685e-01 +3.1663e+00 -6.4465e-01 -4.0910e+00 -2.7907e+00 +2.2420e+00 +2.2272e+00 +8.8201e-01 -3.3094e+00
123520 +7.336420967e-01 +7.336420967e-01 -2.282863579e+02 -2.282863579e+02 -2.0201e+00 -8.4751e-01 +1.4672e+00 -1.1717e+00 +4.2333e-01 -3.8658e+00 +3.5764e+00 +1.7982e+00 -3.4124e+00 -2.3888e+00 -1.0342e+00 +7.3815e-01 +3.0874e+00 -6.5994e-01 -4.0620e+00 -2.8019e+00 +2.3363e+00 +2.1896e+00 +8.8652e-01 -3.3524e+00
124713 +7.238461753e-01 +7.238461753e-01 -2.282961538e+02 -2.282961538e+02 -2.0551e+00 -7.4420e-01 +1.3104e+00 -1.1812e+00 +3.7806e-01 -3.8000e+00 +3.6373e+00 +1.8262e+00 -3.3846e+00 -2.3271e+00 -1.1027e+00 +8.1328e-01 +3.2496e+00 -6.0768e-01 -4.1828e+00 -2.8366e+00 +2.0627e+00 +2.1558e+00 +8.3294e-01 -3.3586e+00
125290 +6.804189063e-01 +6.804189063e-01 -2.283395811e+02 -2.283395811e+02 -2.0567e+00 -7.3195e-01 +1.2770e+00 -1.2064e+00 +3.8081e-01 -3.7538e+00 +3.6501e+00 +1.7376e+00 -3.4002e+00 -2.3378e+00 -1.1473e+00 +8.4158e-01 +3.1268e+00 -6.6202e-01 -4.1350e+00 -2.8231e+00 +2.1611e+00 +2.1550e+00 +7.9893e-01 -3.4166e+00
126829 +6.743299511e-01 +6.743299511e-01 -2.283456700e+02 -2.283456700e+02 -1.9876e+00 -7.5449e-01 +1.2721e+00 -1.1795e+00 +3.2539e-01 -3.7283e+00 +3.5569e+00 +1.7158e+00 -3.4831e+00 -2.3770e+00 -1.1997e+00 +7.9502e-01 +3.2209e+00 -7.3063e-01 -4.2037e+00 -2.7654e+00 +2.2699e+00 +2.2284e+00 +7.2626e-01 -3.4068e+00
127314 +6.544882205e-01 +6.544882205e-01 -2.283655118e+02 -2.283655118e+02 -2.0414e+00 -7.7994e-01 +1.3188e+00 -1.1892e+00 +3.9077e-01 -3.7677e+00 +3.5699e+00 +1.7605e+00 -3.4843e+00 -2.4000e+00 -1.1244e+00 +7.3285e-01 +3.2043e+00 -6.6851e-01 -4.1685e+00 -2.7401e+00 +2.3121e+00 +2.2163e+00 +7.2133e-01 -3.3886e+00
128049 +6.342500352e-01 +6.342500352e-01 -2.283857500e+02 -2.283857500e+02 -2.0239e+00 -8.1967e-01 +1.3033e+00 -1.2435e+00 +3.9906e-01 -3.7970e+00 +3.5556e+00 +1.7420e+00 -3.4804e+00 -2.3558e+00 -1.1337e+00 +7.5222e-01 +3.2181e+00 -7.0291e-01 -4.1791e+00 -2.7677e+00 +2.3280e+00 +2.1998e+00 +6.7992e-01 -3.4260e+00
129862 +6.298319668e-01 +6.298319668e-01 -2.283901680e+02 -2.283901680e+02 -2.0529e+00 -7.9080e-01 +1.3569e+00 -1.2261e+00 +3.7361e-01 -3.7309e+00 +3.5963e+00 +1.7761e+00 -3.4778e+00 -2.4329e+00 -1.1771e+00 +7.8494e-01 +3.2034e+00 -6.9082e-01 -4.1476e+00 -2.7565e+00 +2.3049e+00 +2.2487e+00 +7.3140e-01 -3.3615e+00
134077 +6.155021458e-01 +6.155021458e-01 -2.284044979e+02 -2.284044979e+02 -2.0840e+00 -7.5861e-01 +1.3414e+00 -1.2682e+00 +4.7276e-01 -3.7130e+00 +3.5901e+00 +1.7380e+00 -3.5271e+00 -2.3726e+00 -1.1742e+00 +8.0959e-01 +3.1671e+00 -6.4307e-01 -4.1077e+00 -2.7431e+00 +2.3118e+00 +2.2468e+00 +7.7701e-01 -3.3157e+00
% function evaluation | noise-free fitness - Fopt (6.198000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.106132316e+03 +1.106132316e+03 +1.168112316e+03 +1.168112316e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
5 +1.005667551e+03 +1.005667551e+03 +1.067647551e+03 +1.067647551e+03 -1.1715e-01 +1.1921e+00 +1.1744e+00 -6.7738e-02 -4.4694e-01 +1.9549e+00 -1.7874e+00 +2.9659e-01 +3.1625e-01 +2.1951e-01 +6.5770e-02 +2.8369e-01 +7.0716e-01 -2.8737e-01 -1.5789e+00 -1.2648e-01 -2.1176e+00 -3.3372e+00 +1.1159e+00 -9.1048e-02
6 +9.106342430e+02 +9.106342430e+02 +9.726142430e+02 +9.726142430e+02 -2.1816e+00 +5.3054e-01 +6.5197e-01 +1.0337e+00 -4.5369e-01 +5.4271e-01 +3.3973e-01 -1.2709e+00 +6.4343e-01 -5.4299e-01 -1.6960e+00 -2.1763e+00 +4.6892e-03 +6.7242e-01 -9.5409e-01 +6.1582e-01 -9.4545e-01 -1.8698e-01 +9.1623e-02 +1.0434e+00
15 +7.304115077e+02 +7.304115077e+02 +7.923915077e+02 +7.923915077e+02 +9.7173e-02 +8.4820e-01 -1.7503e+00 -1.4153e+00 -8.2666e-01 +5.8254e-01 -1.1451e+00 -1.6568e+00 -1.3081e+00 -5.6450e-01 -9.8367e-01 -2.4159e+00 +1.1075e+00 +1.9981e+00 -1.1735e+00 +1.9131e+00 -1.8061e+00 +9.2939e-01 +1.2994e-01 +1.5649e+00
34 +5.700232700e+02 +5.700232700e+02 +6.320032700e+02 +6.320032700e+02 +1.0911e-01 +1.0776e+00 +1.3936e+00 -5.6839e+00 +2.6941e-01 +1.4570e+00 -2.5894e+00 +4.6352e-02 -1.1480e+00 -2.2129e+00 -8.9273e-01 -3.1119e+00 +1.5823e+00 +2.6645e+00 -1.3323e+00 +1.9662e+00 -2.7061e+00 +2.1690e+00 +1.6890e-01 +1.3518e+00
45 +3.955341653e+02 +3.955341653e+02 +4.575141653e+02 +4.575141653e+02 +4.6263e-01 +2.9280e-01 +1.4194e+00 -4.1245e+00 -1.2122e+00 +1.9217e+00 -1.0416e+00 -5.9967e-01 -1.6266e+00 -7.3675e-01 +1.2437e+00 -1.8319e+00 +7.0274e-01 +4.0976e-01 -1.0740e+00 +3.0109e+00 -1.2180e+00 +2.9958e+00 +4.1766e-01 +9.5961e-01
53 +3.526004739e+02 +3.526004739e+02 +4.145804739e+02 +4.145804739e+02 +1.6835e-02 -3.0214e-01 +1.4166e+00 -5.7252e+00 +1.3876e-01 +2.8124e+00 -4.8978e-01 +1.5256e-01 -9.3907e-01 -3.5660e+00 -9.8156e-02 -2.1167e+00 +1.0466e+00 +1.7275e+00 -1.3859e+00 +3.1340e+00 -2.4789e+00 +3.6960e+00 -9.2847e-02 +9.4191e-01
54 +3.314639650e+02 +3.314639650e+02 +3.934439650e+02 +3.934439650e+02 +5.9568e-01 +8.7926e-01 +1.5123e+00 -4.4875e+00 -7.2130e-01 +1.6818e+00 -4.0924e-01 -1.5158e+00 -1.3484e+00 -1.7517e+00 +1.6101e+00 -1.3137e+00 +8.8309e-01 +9.8111e-01 -2.6939e-01 +2.7049e+00 -1.7870e+00 +3.6335e+00 -4.8608e-02 +1.2570e+00
82 +3.296529205e+02 +3.296529205e+02 +3.916329205e+02 +3.916329205e+02 +1.8284e+00 +6.5811e-01 +2.0674e+00 -4.9297e+00 -7.6171e-01 +2.3299e+00 +6.5576e-02 -6.2301e-01 +7.5866e-01 -1.0203e+00 -3.9038e-01 -1.2659e+00 -6.6085e-01 -3.2275e-01 +1.8887e+00 +1.4623e+00 -2.6653e+00 +3.4065e+00 -1.8416e-01 +5.9610e-01
99 +2.911830396e+02 +2.911830396e+02 +3.531630396e+02 +3.531630396e+02 +9.4396e-01 +8.2676e-01 +1.8744e+00 -6.1082e+00 -2.3523e+00 +2.7763e+00 -3.0502e-01 -9.0467e-01 +1.1253e+00 -9.7988e-01 +3.4775e-01 -1.9719e+00 -9.8750e-01 +1.2773e-02 +8.3011e-01 +2.5046e+00 -1.0448e+00 +4.5491e+00 +1.1088e+00 +1.2530e-01
162 +2.702645226e+02 +2.702645226e+02 +3.322445226e+02 +3.322445226e+02 +2.8814e+00 +8.3167e-01 +1.7096e+00 -6.6327e+00 -7.1926e-01 +3.1995e+00 +2.8567e+00 +7.4429e-01 +3.7086e+00 +2.1486e-01 -1.7821e+00 -5.8428e-01 -4.0138e+00 -2.3711e+00 +1.3880e+00 +5.0080e+00 -4.5596e-01 +3.4655e+00 +2.8081e+00 +4.5158e-01
290 +2.622910295e+02 +2.622910295e+02 +3.242710295e+02 +3.242710295e+02 +2.7898e+00 -9.0906e-01 -6.3887e-01 -7.8415e+00 -6.3463e-01 +3.4400e+00 +2.9453e-01 -3.6436e+00 +4.1505e+00 -1.9658e+00 +1.6913e+00 -1.5050e+00 -1.8205e+00 -1.8588e-01 +1.5195e-01 +5.4313e+00 -6.3569e-01 +3.1244e+00 +1.7204e+00 +2.9545e+00
313 +1.896093485e+02 +1.896093485e+02 +2.515893485e+02 +2.515893485e+02 +2.4545e+00 -9.6827e-01 +2.1885e+00 -7.5231e+00 -8.4825e-01 +2.9308e+00 +2.8427e-01 -2.7006e-01 +4.0437e+00 -9.1677e-01 +2.6748e+00 -2.3316e+00 -1.4598e+00 -2.2337e+00 +2.2132e+00 +2.7348e+00 -1.5508e+00 +2.2408e+00 +2.1203e+00 +3.1067e+00
408 +1.793418852e+02 +1.793418852e+02 +2.413218852e+02 +2.413218852e+02 +3.8842e+00 +7.4802e-01 +1.4231e+00 -5.1658e+00 +4.3279e-01 +9.9402e-02 +2.2537e+00 -2.0768e+00 +2.2269e+00 -2.6605e+00 +3.0429e-01 -5.0363e+00 -3.2262e+00 +8.7422e-01 -1.6975e+00 +2.1546e+00 -4.2186e-01 +1.2218e+00 +1.5174e+00 +2.2074e+00
691 +1.585666834e+02 +1.585666834e+02 +2.205466834e+02 +2.205466834e+02 +5.9632e+00 -1.3813e+00 -3.1408e-01 +1.5527e-01 +7.6576e-01 +3.1578e+00 +2.2152e+00 +8.9039e-01 +4.5908e+00 -3.9927e+00 -1.2328e-01 -5.1964e-01 +4.0569e-01 +3.2553e+00 -2.2782e+00 +2.9465e+00 -9.2722e-01 +1.3527e+00 +1.6515e+00 -1.0199e+00
700 +1.056063562e+02 +1.056063562e+02 +1.675863562e+02 +1.675863562e+02 +5.3577e+00 -1.2398e+00 +6.7311e-01 +5.6953e-01 +3.6175e-01 +2.1667e+00 +1.8853e+00 +1.7134e+00 +5.2324e+00 -3.6513e+00 +4.0050e-01 +3.1267e-01 -1.8749e+00 +2.8413e+00 -2.6412e+00 +3.3978e+00 -1.6244e+00 +2.3499e+00 +1.1639e+00 -2.0512e+00
720 +1.015835322e+02 +1.015835322e+02 +1.635635322e+02 +1.635635322e+02 +4.0463e+00 -1.5430e+00 +2.2537e-01 -3.0672e+00 -2.2369e-01 +1.4578e+00 +2.7789e+00 +1.4635e+00 +4.1561e+00 -4.7614e+00 -1.7075e+00 -1.0525e+00 -2.1451e+00 +1.6034e+00 -1.8551e+00 +1.5697e+00 -2.0706e+00 +2.5322e+00 +3.5665e-01 -1.3290e+00
1386 +9.503376736e+01 +9.503376736e+01 +1.570137674e+02 +1.570137674e+02 +6.0732e+00 +1.3176e+00 +1.6864e+00 -3.9762e+00 -1.4283e+00 +2.6650e+00 +3.1418e+00 +3.3126e-01 +2.8904e+00 -3.2839e+00 -2.1594e-01 -7.8178e-01 -4.2935e+00 +1.6134e+00 -2.3433e+00 +2.5012e+00 -1.3408e+00 -5.4246e-01 +3.0220e+00 -9.4514e-01
1393 +8.850508795e+01 +8.850508795e+01 +1.504850879e+02 +1.504850879e+02 +5.7619e+00 +1.0890e+00 +1.6515e+00 -4.1996e+00 -1.8340e+00 +2.1327e+00 +2.4243e+00 +9.4415e-01 +1.4864e+00 -3.8146e+00 +7.1137e-01 +9.2474e-03 -4.9404e+00 +1.3449e+00 -1.7929e+00 +1.1522e+00 -1.9924e+00 -8.2802e-01 +2.7656e+00 -7.1886e-01
1575 +8.080833106e+01 +8.080833106e+01 +1.427883311e+02 +1.427883311e+02 +5.5903e+00 -5.2874e-01 -2.7825e-01 -2.7831e+00 -2.0140e+00 +2.3181e+00 +3.1261e+00 +3.0979e+00 +1.9045e+00 -1.6941e+00 +2.9556e+00 -7.1528e-01 -3.1396e+00 +1.5001e+00 -3.4203e+00 +5.6757e+00 -1.4596e+00 +1.6326e+00 +3.9256e+00 +3.2489e+00
2332 +6.863746129e+01 +6.863746129e+01 +1.306174613e+02 +1.306174613e+02 +4.1208e+00 +1.8186e+00 +4.1487e-01 -5.8271e+00 -1.9255e+00 +2.8511e+00 +1.7514e+00 +3.3806e+00 +4.9155e+00 -2.9308e+00 +3.1455e+00 -2.6660e+00 -3.8682e+00 -4.3469e-01 -1.7407e+00 +1.9271e+00 -1.9699e+00 +4.6021e-01 +3.6060e-01 +1.1124e+00
3211 +6.502139684e+01 +6.502139684e+01 +1.270013968e+02 +1.270013968e+02 +5.1932e+00 -2.5866e+00 +3.9800e+00 -1.8003e+00 -4.3815e-01 +3.0517e+00 +4.6532e+00 +2.6494e+00 +3.1623e+00 -2.9167e+00 +1.7375e+00 -2.7028e+00 -4.6003e+00 +9.2609e-02 -2.6813e+00 +1.8562e+00 -2.8468e-01 -4.9095e-01 +1.9749e+00 +9.7248e-01
3277 +6.287572989e+01 +6.287572989e+01 +1.248557299e+02 +1.248557299e+02 +5.4405e+00 -2.9231e+00 +1.9859e+00 -2.2919e+00 -9.0602e-01 +3.0442e+00 +4.3521e+00 +2.7584e+00 +3.4941e+00 -2.0391e-01 +2.2432e+00 -2.8577e+00 -5.2786e+00 +1.5394e-02 -2.5476e+00 +4.5971e+00 -1.3590e+00 -4.0876e-01 +1.7090e+00 +2.2076e+00
3293 +4.117924990e+01 +4.117924990e+01 +1.031592499e+02 +1.031592499e+02 +4.5954e+00 -1.2985e+00 +1.8344e+00 -2.8810e+00 -8.9244e-01 +2.5956e+00 +3.7082e+00 +2.9917e+00 +2.9388e+00 -4.4566e-01 +2.2163e+00 -3.0846e+00 -5.6304e+00 +4.0862e-01 -2.2298e+00 +3.7638e+00 -2.0626e+00 -7.1803e-01 +1.3398e+00 +1.6123e+00
4560 +2.407513701e+01 +2.407513701e+01 +8.605513701e+01 +8.605513701e+01 +3.6470e+00 -7.6929e-01 +2.5718e+00 -3.5324e+00 -7.0744e-01 +1.2428e+00 +4.8200e+00 +2.3348e+00 +2.7443e+00 -1.1638e+00 +2.5150e+00 -2.7817e+00 -4.5620e+00 +9.6173e-01 -3.9153e+00 +3.5469e+00 -1.4043e+00 +6.5242e-01 +1.0691e+00 +2.4837e+00
6942 +2.091414663e+01 +2.091414663e+01 +8.289414663e+01 +8.289414663e+01 +4.0399e+00 -1.3022e+00 +4.3130e+00 -2.5378e+00 -1.3278e+00 +2.3497e+00 +4.3065e+00 +2.6954e+00 +8.6708e-01 -2.2071e+00 +2.6942e+00 -3.6103e+00 -3.1286e+00 +3.0474e-01 -2.8653e+00 +2.2896e+00 -7.7157e-01 +1.3169e-01 +2.8337e+00 +2.9654e+00
7281 +1.728611578e+01 +1.728611578e+01 +7.926611578e+01 +7.926611578e+01 +5.3640e+00 -1.9882e+00 +4.1182e+00 -1.2089e+00 -1.5658e+00 +1.4874e+00 +3.0309e+00 +2.0026e+00 +2.0018e+00 -3.5820e+00 +1.3217e+00 -3.3116e+00 -2.2069e+00 +1.4050e+00 -2.6196e+00 +1.1560e+00 -2.1350e+00 +1.2660e+00 +2.6893e+00 +7.4228e-01
8283 +1.314131280e+01 +1.314131280e+01 +7.512131280e+01 +7.512131280e+01 +4.3956e+00 -1.0649e+00 +3.8072e+00 -2.3356e+00 -1.0486e+00 +1.8421e+00 +3.8971e+00 +2.1628e+00 +1.8102e+00 -2.9275e+00 +1.9759e+00 -2.9867e+00 -2.5556e+00 +4.9470e-01 -2.0066e+00 +1.2869e+00 -1.7020e+00 +2.4866e-01 +3.0285e+00 +2.4599e+00
8293 +1.256065152e+01 +1.256065152e+01 +7.454065152e+01 +7.454065152e+01 +4.3826e+00 -8.9944e-01 +3.6801e+00 -2.5672e+00 -1.1835e+00 +1.7953e+00 +4.0650e+00 +2.0338e+00 +1.6216e+00 -2.5619e+00 +2.1304e+00 -3.1910e+00 -2.6049e+00 +5.1152e-01 -1.9711e+00 +1.1256e+00 -1.7961e+00 +1.0657e-01 +3.1246e+00 +2.2179e+00
9728 +1.065581306e+01 +1.065581306e+01 +7.263581306e+01 +7.263581306e+01 +3.9384e+00 -3.8917e-01 +3.2013e+00 -3.1300e+00 -8.1015e-01 +2.0157e+00 +3.7662e+00 +2.2263e+00 +1.9168e+00 -2.0468e+00 +2.3258e+00 -3.8699e+00 -2.9119e+00 +1.4850e-01 -2.2733e+00 +1.8894e+00 -1.8572e+00 +3.4138e-01 +2.0910e+00 +2.5990e+00
9985 +1.041652168e+01 +1.041652168e+01 +7.239652168e+01 +7.239652168e+01 +3.4044e+00 -1.9410e-01 +3.1663e+00 -2.9706e+00 -5.9484e-01 +1.6576e+00 +3.4646e+00 +2.1228e+00 +2.5880e+00 -3.2257e+00 +1.3876e+00 -3.4631e+00 -2.4976e+00 +4.0095e-01 -2.5906e+00 +1.4321e+00 -1.6108e+00 +7.6540e-01 +2.2164e+00 +2.2098e+00
9991 +9.630452509e+00 +9.630452509e+00 +7.161045251e+01 +7.161045251e+01 +3.3802e+00 +2.8277e-01 +2.7661e+00 -3.2328e+00 -4.5585e-01 +1.3975e+00 +3.7523e+00 +1.7118e+00 +2.6036e+00 -3.0643e+00 +1.6449e+00 -3.4644e+00 -2.3108e+00 +2.9096e-02 -2.7827e+00 +7.5612e-01 -1.8428e+00 +6.3140e-01 +2.2068e+00 +2.2408e+00
10124 +9.055853925e+00 +9.055853925e+00 +7.103585393e+01 +7.103585393e+01 +4.3713e+00 +1.9883e-01 +3.2747e+00 -3.3633e+00 -1.0118e+00 +2.1023e+00 +3.9448e+00 +2.1581e+00 +2.6783e+00 -2.8212e+00 +1.3842e+00 -3.3113e+00 -2.0212e+00 +4.4547e-01 -2.6120e+00 +1.8894e+00 -1.5144e+00 +5.8742e-01 +2.1980e+00 +2.3509e+00
11242 +8.537550700e+00 +8.537550700e+00 +7.051755070e+01 +7.051755070e+01 +3.6627e+00 -9.7248e-01 +3.5377e+00 -2.8655e+00 -1.1621e+00 +1.4774e+00 +3.5943e+00 +1.9727e+00 +2.4828e+00 -2.5393e+00 +1.9538e+00 -3.6929e+00 -2.6859e+00 +7.0786e-01 -2.9427e+00 +9.3865e-01 -1.6802e+00 +1.1323e+00 +2.1103e+00 +2.3767e+00
11488 +8.498952270e+00 +8.498952270e+00 +7.047895227e+01 +7.047895227e+01 +4.3765e+00 -9.3517e-01 +3.0861e+00 -2.5836e+00 -9.6594e-01 +1.2671e+00 +3.8737e+00 +2.2023e+00 +1.3205e+00 -3.2544e+00 +1.3341e+00 -2.6068e+00 -2.5350e+00 +9.3339e-01 -2.8458e+00 +1.9780e+00 -2.0633e+00 +1.1087e+00 +2.4276e+00 +1.4421e+00
12066 +7.613627280e+00 +7.613627280e+00 +6.959362728e+01 +6.959362728e+01 +4.0664e+00 -9.9938e-01 +3.3447e+00 -2.3642e+00 -1.0343e+00 +8.0870e-01 +3.3316e+00 +2.0362e+00 +1.7354e+00 -3.3032e+00 +1.2980e+00 -2.7627e+00 -2.5169e+00 +9.8731e-01 -2.4038e+00 +1.4345e+00 -1.9595e+00 +1.0964e+00 +2.8212e+00 +1.6382e+00
12072 +7.499565080e+00 +7.499565080e+00 +6.947956508e+01 +6.947956508e+01 +4.1790e+00 -1.0079e+00 +3.2742e+00 -2.3837e+00 -8.5212e-01 +1.1172e+00 +3.3417e+00 +1.9044e+00 +1.8569e+00 -3.4353e+00 +1.3074e+00 -2.7267e+00 -2.4572e+00 +8.6870e-01 -2.4863e+00 +1.1590e+00 -1.8176e+00 +1.2168e+00 +2.7974e+00 +1.5460e+00
12088 +7.309938697e+00 +7.309938697e+00 +6.928993870e+01 +6.928993870e+01 +4.1923e+00 -7.9817e-01 +3.1028e+00 -2.5219e+00 -8.9798e-01 +1.1128e+00 +3.1688e+00 +1.9478e+00 +2.2812e+00 -3.2290e+00 +1.2891e+00 -2.7164e+00 -2.4163e+00 +8.1685e-01 -2.5378e+00 +9.3320e-01 -1.9074e+00 +9.5268e-01 +2.7968e+00 +1.4357e+00
12098 +7.040513906e+00 +7.040513906e+00 +6.902051391e+01 +6.902051391e+01 +3.9305e+00 -7.1268e-01 +3.0764e+00 -2.5511e+00 -8.9196e-01 +1.2433e+00 +3.2638e+00 +1.8404e+00 +2.2439e+00 -2.9972e+00 +1.3038e+00 -2.7124e+00 -2.3982e+00 +9.1921e-01 -2.5247e+00 +8.1624e-01 -1.9037e+00 +1.1661e+00 +2.8396e+00 +1.8749e+00
12436 +6.854738559e+00 +6.854738559e+00 +6.883473856e+01 +6.883473856e+01 +3.8594e+00 +3.0379e-01 +3.1864e+00 -2.5540e+00 -5.9043e-01 +1.4873e+00 +3.8121e+00 +2.4810e+00 +2.8837e+00 -3.2421e+00 +9.4275e-01 -2.4737e+00 -1.9874e+00 +1.0766e+00 -2.6985e+00 +1.4948e+00 -1.8698e+00 +9.5297e-01 +2.6054e+00 +1.6634e+00
12443 +6.674852064e+00 +6.674852064e+00 +6.865485206e+01 +6.865485206e+01 +3.5594e+00 +5.8938e-01 +3.0805e+00 -2.4000e+00 -5.6515e-01 +1.3803e+00 +3.7760e+00 +2.4432e+00 +2.9805e+00 -3.4800e+00 +1.1934e+00 -2.4322e+00 -1.8575e+00 +1.3551e+00 -2.5273e+00 +1.3904e+00 -1.7990e+00 +9.2996e-01 +2.6993e+00 +1.7648e+00
12518 +5.862616653e+00 +5.862616653e+00 +6.784261665e+01 +6.784261665e+01 +4.0948e+00 -7.3267e-01 +2.8973e+00 -2.6598e+00 -4.3430e-01 +1.3616e+00 +3.9104e+00 +2.2504e+00 +2.0719e+00 -3.2206e+00 +9.8912e-01 -2.3886e+00 -2.0130e+00 +1.0498e+00 -2.6392e+00 +1.3441e+00 -1.7619e+00 +1.3552e+00 +2.9157e+00 +1.8406e+00
12864 +5.396421545e+00 +5.396421545e+00 +6.737642155e+01 +6.737642155e+01 +3.6922e+00 +9.5816e-01 +2.3112e+00 -3.4631e+00 -9.2297e-01 +1.3604e+00 +3.4992e+00 +1.8534e+00 +3.1121e+00 -2.8222e+00 +1.3627e+00 -2.6625e+00 -2.6155e+00 +9.3089e-01 -2.9941e+00 +1.8655e+00 -1.6299e+00 +1.6457e+00 +2.3027e+00 +2.1664e+00
12931 +5.324899488e+00 +5.324899488e+00 +6.730489949e+01 +6.730489949e+01 +3.6367e+00 +7.7378e-01 +2.4411e+00 -3.8010e+00 -1.0969e+00 +1.2773e+00 +3.1616e+00 +1.7064e+00 +3.1028e+00 -3.1009e+00 +1.5502e+00 -2.9108e+00 -2.5962e+00 +6.9704e-01 -3.0202e+00 +1.8246e+00 -1.7471e+00 +1.4336e+00 +2.2074e+00 +1.8483e+00
12993 +5.213587246e+00 +5.213587246e+00 +6.719358725e+01 +6.719358725e+01 +3.6885e+00 +8.6367e-01 +2.1226e+00 -3.3982e+00 -1.0701e+00 +1.2555e+00 +3.2638e+00 +1.8259e+00 +3.0425e+00 -2.9778e+00 +1.4885e+00 -2.5961e+00 -2.5766e+00 +8.3586e-01 -2.8509e+00 +1.8536e+00 -1.7538e+00 +1.4885e+00 +2.3140e+00 +2.1520e+00
13057 +4.603020494e+00 +4.603020494e+00 +6.658302049e+01 +6.658302049e+01 +3.3681e+00 +1.2239e+00 +1.5329e+00 -3.9418e+00 -6.7490e-01 +1.3142e+00 +3.5386e+00 +2.3040e+00 +2.7836e+00 -2.9114e+00 +1.6432e+00 -2.7332e+00 -2.9628e+00 +7.0513e-01 -2.8332e+00 +3.0218e+00 -1.7049e+00 +2.1033e+00 +2.0872e+00 +1.7684e+00
13069 +4.423615851e+00 +4.423615851e+00 +6.640361585e+01 +6.640361585e+01 +3.3428e+00 +1.1913e+00 +1.7318e+00 -3.9071e+00 -6.4152e-01 +1.4375e+00 +3.7314e+00 +2.1769e+00 +2.9076e+00 -2.8943e+00 +1.5324e+00 -2.6143e+00 -2.8953e+00 +6.9333e-01 -2.8196e+00 +2.8909e+00 -1.6616e+00 +1.7980e+00 +2.1188e+00 +1.7844e+00
13072 +4.053555041e+00 +4.053555041e+00 +6.603355504e+01 +6.603355504e+01 +3.1442e+00 +1.6422e+00 +1.6145e+00 -3.8803e+00 -6.6289e-01 +1.3839e+00 +3.7220e+00 +2.0181e+00 +2.5169e+00 -2.8468e+00 +1.4331e+00 -2.7159e+00 -2.7825e+00 +6.3477e-01 -2.7879e+00 +3.0165e+00 -1.6430e+00 +1.7879e+00 +2.0654e+00 +1.8915e+00
13302 +3.563895210e+00 +3.563895210e+00 +6.554389521e+01 +6.554389521e+01 +3.7122e+00 +5.6707e-01 +2.0759e+00 -3.3746e+00 -4.6633e-01 +1.5527e+00 +3.5952e+00 +2.0545e+00 +2.1574e+00 -2.9190e+00 +1.3790e+00 -2.7056e+00 -2.3578e+00 +7.9349e-01 -2.4204e+00 +2.4499e+00 -1.7797e+00 +1.3472e+00 +2.0850e+00 +1.8337e+00
13314 +3.420920172e+00 +3.420920172e+00 +6.540092017e+01 +6.540092017e+01 +3.5932e+00 +5.6616e-01 +2.0176e+00 -3.2978e+00 -5.3061e-01 +1.5581e+00 +3.7447e+00 +2.0741e+00 +2.4513e+00 -2.7976e+00 +1.3917e+00 -2.7200e+00 -2.3577e+00 +8.8016e-01 -2.5089e+00 +2.3534e+00 -1.6429e+00 +1.4007e+00 +1.9690e+00 +1.8107e+00
13324 +3.077335145e+00 +3.077335145e+00 +6.505733514e+01 +6.505733514e+01 +3.5516e+00 +5.1195e-01 +2.0113e+00 -3.3581e+00 -3.4733e-01 +1.4272e+00 +3.6123e+00 +2.1242e+00 +2.4120e+00 -2.6821e+00 +1.4286e+00 -2.5978e+00 -2.4107e+00 +8.9355e-01 -2.5694e+00 +2.2095e+00 -1.5384e+00 +1.2911e+00 +2.0898e+00 +1.9837e+00
