% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.351050127e+02 +2.351050127e+02 -2.269849873e+02 -2.269849873e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +2.213013780e+02 +2.213013780e+02 -2.407886220e+02 -2.407886220e+02 -1.0553e+00 -4.3786e-01 +4.4333e-01 +5.7006e-01 -1.8145e+00 +4.0637e-03 +5.2335e-01 +5.5663e-01 +9.1258e-01 -1.1637e-02
12 +2.103269582e+02 +2.103269582e+02 -2.517630418e+02 -2.517630418e+02 -2.9648e+00 +1.4832e-01 +1.5617e+00 +7.8912e-01 -2.3179e+00 +2.0249e+00 -2.2024e-01 +3.5287e+00 +1.3323e+00 -2.8658e-01
19 +2.027019961e+02 +2.027019961e+02 -2.593880039e+02 -2.593880039e+02 -3.2131e+00 -1.8957e+00 -4.7979e-01 +2.1579e+00 -7.2048e-01 +7.0448e-01 +1.3918e+00 -2.1382e-01 +1.5035e+00 -2.0438e-01
30 +1.850728858e+02 +1.850728858e+02 -2.770171142e+02 -2.770171142e+02 -2.2271e+00 -2.5546e-01 +9.4280e-01 +8.3799e-01 -1.2592e+00 -3.5510e-01 +1.8291e-01 +1.8647e+00 +7.0082e-01 -7.2702e-01
52 +1.687109255e+02 +1.687109255e+02 -2.933790745e+02 -2.933790745e+02 -2.1047e+00 -1.1104e+00 +9.5386e-01 +7.8516e-01 -2.7790e+00 +5.7121e-01 +1.5848e+00 +2.5979e+00 +1.8656e+00 +2.9835e-01
67 +1.498175125e+02 +1.498175125e+02 -3.122724875e+02 -3.122724875e+02 -3.6153e-01 -4.1475e-01 -9.6094e-01 -1.6483e-01 -1.2682e+00 +9.5523e-01 +1.1873e+00 +2.2391e+00 +2.0313e+00 +6.4095e-01
70 +1.473850660e+02 +1.473850660e+02 -3.147049340e+02 -3.147049340e+02 -1.5368e+00 -3.3462e-01 +2.7350e-01 +7.5658e-01 -1.5479e+00 +1.1666e+00 +1.6090e+00 +2.1406e+00 +3.1249e+00 -2.7392e-01
81 +1.349320314e+02 +1.349320314e+02 -3.271579686e+02 -3.271579686e+02 -1.0028e+00 -1.5713e-01 +2.1978e+00 -5.7909e-01 -1.9494e+00 +2.6703e+00 +2.1734e+00 +3.5442e+00 +1.6749e+00 +7.6291e-02
245 +1.305569911e+02 +1.305569911e+02 -3.315330089e+02 -3.315330089e+02 +1.0418e+00 +2.2057e+00 -1.9641e-01 +2.0482e+00 +1.1793e+00 +2.9946e+00 +1.4308e+00 +1.4690e+00 +1.2155e+00 -5.7239e-01
