% function evaluation | noise-free fitness - Fopt (-4.620900000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
256 +3.606076447e+02 +3.606076447e+02 +3.568976447e+02 +3.568976447e+02 +3.7977e+00 -5.6994e+00 +2.3367e-01 +3.8215e+00 +2.6501e-01 +2.7273e+00 -5.2010e-01 -3.7973e+00 -1.1651e+00 -2.4490e-01 +2.2491e+00 +1.0831e+00 +4.6902e-01 +1.0780e+00 -1.2199e+00 -3.1743e+00 +2.9099e+00 +1.5112e+00 +4.1445e+00 -3.6842e+00
266 +3.070731812e+02 +3.070731812e+02 +3.033631812e+02 +3.033631812e+02 +3.0144e+00 -5.5346e+00 +1.3992e+00 +4.7985e+00 -2.1170e-01 +1.4222e+00 +1.2366e-01 -3.0593e+00 -2.2697e+00 -1.3630e+00 +4.2528e+00 +2.1720e+00 +2.8804e+00 -8.3247e-01 -1.0887e+00 -3.8264e+00 +4.8420e-01 +7.8128e-01 +4.9552e+00 -4.2615e+00
359 +2.898510214e+02 +2.898510214e+02 +2.861410214e+02 +2.861410214e+02 +2.5507e+00 -2.7014e+00 +2.4987e-01 +4.4380e+00 +2.6103e+00 +4.0144e+00 -1.1616e+00 -4.2387e+00 -1.2791e+00 +7.5382e-01 +3.7161e+00 +1.0031e+00 +3.0169e+00 +2.3188e-01 +9.3067e-01 -5.2747e+00 +4.1697e-01 +1.5087e+00 +4.8977e+00 -1.8567e+00
489 +2.705358987e+02 +2.705358987e+02 +2.668258987e+02 +2.668258987e+02 +4.6784e-02 -4.3717e+00 +8.4509e-01 +5.5209e+00 +4.9966e+00 +2.9484e+00 -1.5428e+00 -4.5968e+00 -4.3490e-01 +6.3021e-01 +4.2496e-01 +1.5013e+00 +4.0237e+00 -7.8230e-02 +1.0801e+00 -3.7793e+00 +1.4918e+00 +1.4027e+00 +2.7776e+00 -4.0289e+00
869 +2.607277463e+02 +2.607277463e+02 +2.570177463e+02 +2.570177463e+02 +4.6065e+00 -3.9526e+00 -1.0896e+00 +3.4518e+00 +5.1769e-02 +3.7571e+00 +7.5954e-01 -2.5683e+00 -1.2668e+00 +2.2117e+00 +4.5475e+00 +4.0188e+00 +2.5222e+00 -8.2367e-01 -3.9054e-01 -2.0321e+00 +1.6712e+00 +1.8929e+00 +3.8900e+00 -2.8781e+00
1050 +2.507118188e+02 +2.507118188e+02 +2.470018188e+02 +2.470018188e+02 +2.4383e+00 -3.4251e+00 -2.5497e+00 +3.1299e+00 +2.1131e+00 +5.0366e+00 -1.5563e-01 -3.7460e+00 -1.8811e+00 +4.3749e-01 +3.5724e+00 +2.9407e+00 +3.2686e+00 -2.3843e+00 +1.0377e+00 -2.9126e+00 +2.1073e+00 +1.5688e+00 +3.6093e+00 -2.5836e+00
1060 +2.241092855e+02 +2.241092855e+02 +2.203992855e+02 +2.203992855e+02 +2.1945e+00 -3.0168e+00 -2.0772e+00 +4.0323e+00 +1.7281e+00 +5.8718e+00 -4.0138e-01 -3.1838e+00 -1.2663e+00 -6.4730e-02 +3.3688e+00 +2.8721e+00 +3.5337e+00 -4.0641e-01 +3.0909e-02 -2.3224e+00 +1.7283e+00 +7.7022e-01 +4.7255e+00 -3.5220e+00
2204 +2.085107924e+02 +2.085107924e+02 +2.048007924e+02 +2.048007924e+02 +1.0941e+00 -2.2316e+00 -1.1016e+00 +3.7603e+00 +4.0857e+00 +4.0916e+00 +6.9221e-02 -3.0695e+00 -2.2972e+00 -1.9354e+00 +6.3565e+00 +2.8632e+00 +2.6229e+00 -1.3230e+00 -2.0468e-02 -3.2876e+00 +1.1185e+00 +2.2349e+00 +3.4402e+00 -2.4789e+00
2213 +1.927022413e+02 +1.927022413e+02 +1.889922413e+02 +1.889922413e+02 +1.4435e+00 -2.1325e+00 -1.8323e+00 +2.5504e+00 +4.5027e+00 +3.2189e+00 +2.7989e-01 -1.2632e+00 -3.0548e+00 -1.0488e+00 +5.3315e+00 +2.6410e+00 +3.1028e+00 -5.9650e-01 +8.8295e-01 -2.4990e+00 +4.6271e-01 +1.8243e+00 +3.2197e+00 -2.2288e+00
4269 +1.818893204e+02 +1.818893204e+02 +1.781793204e+02 +1.781793204e+02 +1.5086e+00 +5.4405e-01 +5.0337e+00 +3.6783e+00 +3.0552e+00 +3.7535e+00 +2.3344e-01 -1.3173e+00 -2.9601e+00 +2.3886e+00 +3.8238e+00 +1.4571e+00 +2.9358e+00 -8.0579e-01 -2.3665e-02 -3.8365e+00 +2.7399e+00 +1.6410e+00 +3.9631e+00 -3.1481e+00
4622 +1.723550314e+02 +1.723550314e+02 +1.686450314e+02 +1.686450314e+02 +2.4236e+00 -3.8994e+00 -7.2126e-01 +3.9196e+00 +3.3724e+00 +4.1553e+00 -6.7867e-01 -1.1235e+00 -1.7228e+00 -9.1172e-01 +2.2993e+00 +3.2097e+00 +3.3952e+00 -1.6413e+00 +6.0193e-01 -2.8066e+00 +1.4552e+00 +1.6245e+00 +3.9453e+00 -2.6266e+00
5649 +1.689445412e+02 +1.689445412e+02 +1.652345412e+02 +1.652345412e+02 +3.6409e+00 -2.2011e+00 +2.4264e+00 +2.9439e+00 +4.3716e+00 +4.5797e+00 -1.2663e+00 -2.7682e+00 -2.2252e+00 +2.7097e-01 +2.4712e+00 +2.9421e+00 +1.7393e+00 -4.9804e-01 +5.0701e-01 -3.6633e+00 +1.5009e+00 +1.9536e+00 +3.4940e+00 -3.9264e+00
9167 +1.367111173e+02 +1.367111173e+02 +1.330011173e+02 +1.330011173e+02 +3.2748e+00 -4.4128e+00 +1.7216e+00 +3.9466e+00 +3.8817e+00 +3.6064e+00 +3.3428e-02 -5.9023e-01 -2.9212e+00 +7.5158e-01 +3.1563e+00 +1.6347e+00 +1.7644e+00 -2.1084e+00 +5.8922e-01 -4.3224e+00 +1.3571e+00 +2.1534e+00 +3.2074e+00 -3.9103e+00
14454 +1.184445350e+02 +1.184445350e+02 +1.147345350e+02 +1.147345350e+02 +3.1855e+00 -4.6626e-01 +2.7494e+00 +5.3969e+00 +4.8826e+00 +5.2196e+00 +9.9107e-01 -1.4149e+00 -2.9295e+00 +1.1224e+00 +3.8992e+00 +1.5688e+00 +3.1082e+00 -5.0378e-01 -3.7263e-01 -3.6985e+00 +1.6433e+00 +2.3968e+00 +3.8548e+00 -3.1348e+00
17892 +1.174268902e+02 +1.174268902e+02 +1.137168902e+02 +1.137168902e+02 +3.0300e+00 -2.3348e+00 +3.2970e-01 +3.5588e+00 +6.1250e+00 +4.3864e+00 +8.1838e-01 -1.2480e+00 -3.0013e+00 +5.8265e-01 +3.2241e+00 +2.0598e+00 +3.1029e+00 -1.1124e+00 +1.0644e-01 -4.1075e+00 +7.9230e-01 +1.9864e+00 +3.9060e+00 -3.9369e+00
20501 +1.122567384e+02 +1.122567384e+02 +1.085467384e+02 +1.085467384e+02 +2.9313e+00 -2.4130e+00 -2.4860e+00 +4.8136e+00 +3.9971e+00 +4.8516e+00 +9.4651e-01 -1.3763e+00 -2.8450e+00 +1.2596e-01 +4.2547e+00 +2.0028e+00 +2.6005e+00 -1.7174e+00 +5.6595e-01 -4.1300e+00 +4.0859e-01 +1.9800e+00 +4.2091e+00 -3.1616e+00
21734 +1.041562453e+02 +1.041562453e+02 +1.004462453e+02 +1.004462453e+02 +3.1527e+00 -4.1022e+00 +1.8724e+00 +5.4483e+00 +5.3496e+00 +5.1428e+00 +8.7278e-01 -1.3788e+00 -2.9968e+00 +6.3106e-01 +4.3086e+00 +3.1145e+00 +4.0837e+00 -2.1258e+00 +5.4066e-01 -4.0197e+00 +6.1758e-01 +1.3989e+00 +3.9461e+00 -2.8647e+00
22804 +9.373172948e+01 +9.373172948e+01 +9.002172948e+01 +9.002172948e+01 +3.2621e+00 -2.0031e-01 +8.4789e-01 +4.7633e+00 +4.8776e+00 +5.0380e+00 +8.6352e-01 -1.3453e+00 -3.5391e+00 +6.1676e-01 +4.3143e+00 +3.1449e+00 +3.7563e+00 -2.2782e+00 +4.8373e-01 -4.0843e+00 +7.1050e-01 +1.1673e+00 +4.2070e+00 -3.2436e+00
23998 +8.861608926e+01 +8.861608926e+01 +8.490608926e+01 +8.490608926e+01 +3.0968e+00 +4.9763e-01 -9.4333e-02 +4.6959e+00 +4.8128e+00 +4.9980e+00 +1.0606e+00 -1.4353e+00 -3.4707e+00 +1.3108e+00 +3.8734e+00 +3.0542e+00 +3.6084e+00 -2.1785e+00 +5.3646e-01 -3.7065e+00 +1.1693e+00 +1.1230e+00 +4.2630e+00 -2.8393e+00
25151 +7.777845963e+01 +7.777845963e+01 +7.406845963e+01 +7.406845963e+01 +3.0611e+00 -1.3319e+00 +1.1525e-01 +4.7869e+00 +4.5850e+00 +5.0300e+00 +1.0424e+00 -1.2814e+00 -3.4501e+00 +1.2932e+00 +3.7771e+00 +3.1977e+00 +4.0571e+00 -2.2541e+00 +5.4261e-01 -3.7605e+00 +1.5132e+00 +1.1217e+00 +4.2424e+00 -2.8628e+00
25843 +7.724020048e+01 +7.724020048e+01 +7.353020048e+01 +7.353020048e+01 +3.1257e+00 -1.5738e+00 -2.1509e-02 +4.6961e+00 +4.6757e+00 +4.9118e+00 +7.6253e-01 -1.2329e+00 -3.4891e+00 +6.6452e-01 +3.8002e+00 +3.1216e+00 +4.0964e+00 -2.1890e+00 +5.2654e-01 -3.6625e+00 +1.4490e+00 +1.1292e+00 +4.3880e+00 -2.8767e+00
26320 +7.496275263e+01 +7.496275263e+01 +7.125275263e+01 +7.125275263e+01 +2.8594e+00 -1.5679e+00 +1.1637e-01 +4.7359e+00 +4.7840e+00 +4.3684e+00 +8.7126e-01 -1.4007e+00 -3.5815e+00 +7.5502e-01 +3.6881e+00 +2.5757e+00 +4.0548e+00 -2.1622e+00 +5.6075e-01 -3.6649e+00 +1.5395e+00 +1.1830e+00 +4.3116e+00 -2.8388e+00
26338 +6.845884346e+01 +6.845884346e+01 +6.474884346e+01 +6.474884346e+01 +2.9291e+00 -1.4404e+00 +2.3036e-01 +4.6534e+00 +4.7619e+00 +4.4939e+00 +8.5636e-01 -1.3005e+00 -3.5309e+00 +6.5648e-01 +3.7134e+00 +2.6348e+00 +4.0547e+00 -2.1306e+00 +5.2248e-01 -3.6222e+00 +1.5278e+00 +1.1877e+00 +4.3556e+00 -2.8336e+00
26906 +6.109168934e+01 +6.109168934e+01 +5.738168934e+01 +5.738168934e+01 +3.1411e+00 -1.5338e+00 +5.2687e-02 +4.6114e+00 +4.7513e+00 +4.3244e+00 +7.4804e-01 -1.3490e+00 -3.4580e+00 +6.9628e-01 +3.7388e+00 +3.0503e+00 +4.1271e+00 -2.2071e+00 +5.1500e-01 -3.6924e+00 +1.4932e+00 +1.1475e+00 +4.3430e+00 -2.8375e+00
26920 +5.878764142e+01 +5.878764142e+01 +5.507764142e+01 +5.507764142e+01 +3.1023e+00 -1.4354e+00 +4.3332e-02 +4.6057e+00 +4.7729e+00 +4.2803e+00 +7.3995e-01 -1.3669e+00 -3.4368e+00 +6.8566e-01 +3.7616e+00 +3.0176e+00 +4.1244e+00 -2.1705e+00 +5.3363e-01 -3.6844e+00 +1.5223e+00 +1.1720e+00 +4.3591e+00 -2.8455e+00
26923 +5.582154689e+01 +5.582154689e+01 +5.211154689e+01 +5.211154689e+01 +3.1310e+00 -1.2879e+00 +2.1770e-02 +4.7438e+00 +4.7545e+00 +4.2530e+00 +7.9753e-01 -1.3268e+00 -3.5164e+00 +6.5755e-01 +3.7386e+00 +2.9704e+00 +4.0986e+00 -2.1528e+00 +5.3936e-01 -3.7050e+00 +1.5409e+00 +1.1632e+00 +4.3688e+00 -2.8183e+00
27813 +5.377619677e+01 +5.377619677e+01 +5.006619677e+01 +5.006619677e+01 +3.2625e+00 -2.2927e+00 +8.5305e-02 +4.7170e+00 +4.7076e+00 +4.2975e+00 +8.4043e-01 -1.3006e+00 -3.4757e+00 +7.4734e-01 +3.7265e+00 +3.0296e+00 +4.1415e+00 -2.1267e+00 +5.2775e-01 -3.6450e+00 +1.5149e+00 +1.1652e+00 +4.2846e+00 -2.8492e+00
28024 +5.359224427e+01 +5.359224427e+01 +4.988224427e+01 +4.988224427e+01 +3.2495e+00 -2.2237e+00 +1.1048e-01 +4.7134e+00 +4.6768e+00 +4.5137e+00 +8.9190e-01 -1.3407e+00 -3.4798e+00 +6.6936e-01 +3.7778e+00 +2.9692e+00 +4.0927e+00 -2.1003e+00 +5.0749e-01 -3.6986e+00 +1.4930e+00 +1.1596e+00 +4.3303e+00 -2.8479e+00
28080 +4.682761641e+01 +4.682761641e+01 +4.311761641e+01 +4.311761641e+01 +3.1620e+00 -2.3115e+00 +1.3739e-01 +4.7589e+00 +4.8093e+00 +4.4920e+00 +8.7361e-01 -1.3982e+00 -3.5153e+00 +6.6510e-01 +3.7511e+00 +3.0361e+00 +4.0781e+00 -2.1102e+00 +5.3146e-01 -3.7193e+00 +1.4932e+00 +1.1687e+00 +4.3357e+00 -2.8375e+00
28137 +4.565074546e+01 +4.565074546e+01 +4.194074546e+01 +4.194074546e+01 +3.0831e+00 -2.2568e+00 +1.4525e-01 +4.7855e+00 +4.8030e+00 +4.3991e+00 +8.3748e-01 -1.4081e+00 -3.4563e+00 +7.1391e-01 +3.7653e+00 +3.0557e+00 +4.1090e+00 -2.1554e+00 +5.6521e-01 -3.7108e+00 +1.4876e+00 +1.1618e+00 +4.3238e+00 -2.8594e+00
28546 +4.402130116e+01 +4.402130116e+01 +4.031130116e+01 +4.031130116e+01 +3.1640e+00 -2.2996e+00 +3.0427e-03 +4.7797e+00 +4.7934e+00 +4.3912e+00 +9.7409e-01 -1.3807e+00 -3.5021e+00 +7.1506e-01 +3.7295e+00 +3.1394e+00 +4.1037e+00 -2.1603e+00 +5.1951e-01 -3.6711e+00 +1.4963e+00 +1.1575e+00 +4.3160e+00 -2.7957e+00
29254 +4.321839829e+01 +4.321839829e+01 +3.950839829e+01 +3.950839829e+01 +3.2597e+00 -2.2949e+00 +1.1828e-01 +4.8275e+00 +4.7562e+00 +4.3607e+00 +1.0036e+00 -1.3525e+00 -3.5111e+00 +6.6791e-01 +3.7713e+00 +3.1018e+00 +4.1251e+00 -2.1801e+00 +5.3594e-01 -3.6748e+00 +1.5007e+00 +1.1890e+00 +4.3109e+00 -2.8303e+00
29276 +4.264325666e+01 +4.264325666e+01 +3.893325666e+01 +3.893325666e+01 +3.1716e+00 -2.2573e+00 +1.7751e-01 +4.8061e+00 +4.7811e+00 +4.3922e+00 +9.9758e-01 -1.2746e+00 -3.4902e+00 +7.0096e-01 +3.7641e+00 +3.1455e+00 +4.1305e+00 -2.1484e+00 +5.4454e-01 -3.6862e+00 +1.5000e+00 +1.1978e+00 +4.2936e+00 -2.8346e+00
30113 +4.094634897e+01 +4.094634897e+01 +3.723634897e+01 +3.723634897e+01 +3.1222e+00 -2.2887e+00 +1.5093e-01 +4.7857e+00 +4.7962e+00 +4.5072e+00 +8.8528e-01 -1.3577e+00 -3.5111e+00 +6.1031e-01 +3.7682e+00 +3.0758e+00 +4.0908e+00 -2.1474e+00 +5.4232e-01 -3.6734e+00 +1.4943e+00 +1.1838e+00 +4.3278e+00 -2.8166e+00
30135 +4.049146940e+01 +4.049146940e+01 +3.678146940e+01 +3.678146940e+01 +3.1121e+00 -2.3154e+00 +3.8997e-02 +4.8160e+00 +4.7589e+00 +4.4894e+00 +8.8759e-01 -1.3768e+00 -3.4960e+00 +6.9928e-01 +3.7722e+00 +3.0311e+00 +4.0942e+00 -2.1524e+00 +5.4190e-01 -3.6649e+00 +1.4822e+00 +1.1791e+00 +4.3219e+00 -2.8621e+00
30685 +3.929605889e+01 +3.929605889e+01 +3.558605889e+01 +3.558605889e+01 +3.1213e+00 -2.2856e+00 +1.0928e-01 +4.7817e+00 +4.8163e+00 +4.4516e+00 +9.4418e-01 -1.2441e+00 -3.5200e+00 +6.7536e-01 +3.7464e+00 +2.9934e+00 +4.1250e+00 -2.1558e+00 +5.1563e-01 -3.6683e+00 +1.4932e+00 +1.1759e+00 +4.2448e+00 -2.8614e+00
30692 +3.871467808e+01 +3.871467808e+01 +3.500467808e+01 +3.500467808e+01 +3.1074e+00 -2.2584e+00 +1.0866e-01 +4.7770e+00 +4.7775e+00 +4.4979e+00 +9.6460e-01 -1.2896e+00 -3.5023e+00 +6.7423e-01 +3.7641e+00 +2.9879e+00 +4.1194e+00 -2.1742e+00 +5.0999e-01 -3.6734e+00 +1.4974e+00 +1.1670e+00 +4.2887e+00 -2.8578e+00
30983 +3.677363558e+01 +3.677363558e+01 +3.306363558e+01 +3.306363558e+01 +3.1294e+00 -2.2848e+00 +1.0740e-01 +4.8289e+00 +4.7867e+00 +4.4468e+00 +9.4418e-01 -1.3333e+00 -3.4849e+00 +7.0321e-01 +3.7695e+00 +3.1093e+00 +4.1228e+00 -2.1762e+00 +5.0101e-01 -3.6701e+00 +1.5174e+00 +1.1759e+00 +4.2428e+00 -2.8409e+00
31798 +3.614659195e+01 +3.614659195e+01 +3.243659195e+01 +3.243659195e+01 +3.1109e+00 -2.3348e+00 +1.8319e-01 +4.7913e+00 +4.8203e+00 +4.5026e+00 +9.1985e-01 -1.3478e+00 -3.4881e+00 +6.8982e-01 +3.7546e+00 +3.1087e+00 +4.1003e+00 -2.1600e+00 +5.0851e-01 -3.6753e+00 +1.4985e+00 +1.1740e+00 +4.2424e+00 -2.8575e+00
33268 +3.499548136e+01 +3.499548136e+01 +3.128548136e+01 +3.128548136e+01 +3.1353e+00 -2.2538e+00 +1.2688e-01 +4.8075e+00 +4.8129e+00 +4.5106e+00 +8.3586e-01 -1.3565e+00 -3.4964e+00 +6.6337e-01 +3.7415e+00 +3.1508e+00 +4.1114e+00 -2.1707e+00 +5.0589e-01 -3.6626e+00 +1.5109e+00 +1.1803e+00 +4.2391e+00 -2.8417e+00
34928 +3.448688141e+01 +3.448688141e+01 +3.077688141e+01 +3.077688141e+01 +3.1025e+00 -2.2875e+00 +1.3375e-01 +4.8085e+00 +4.8164e+00 +4.4542e+00 +8.7908e-01 -1.3868e+00 -3.4938e+00 +6.6611e-01 +3.7547e+00 +3.1255e+00 +4.1091e+00 -2.1751e+00 +5.3038e-01 -3.6639e+00 +1.5023e+00 +1.1817e+00 +4.2734e+00 -2.8559e+00
40430 +3.388358818e+01 +3.388358818e+01 +3.017358818e+01 +3.017358818e+01 +3.1208e+00 -2.3009e+00 +1.3497e-01 +4.8157e+00 +4.8184e+00 +4.4885e+00 +8.6397e-01 -1.3737e+00 -3.4908e+00 +6.7058e-01 +3.7477e+00 +3.1224e+00 +4.1079e+00 -2.1784e+00 +5.1129e-01 -3.6633e+00 +1.5098e+00 +1.1803e+00 +4.2748e+00 -2.8551e+00
131329 +3.283132325e+01 +3.283132325e+01 +2.912132325e+01 +2.912132325e+01 +3.0851e+00 -2.3629e+00 +1.7528e+00 +2.3845e+00 +4.7989e+00 +4.4489e+00 +8.3922e-01 -1.3754e+00 -1.7343e+00 +7.0282e-01 +4.2565e+00 +1.0994e+00 +3.1078e+00 -2.2438e+00 +1.2584e-01 -3.2853e+00 +1.4993e+00 +2.3013e+00 +3.5727e+00 -2.8944e+00
131631 +2.964476295e+01 +2.964476295e+01 +2.593476295e+01 +2.593476295e+01 +3.0438e+00 -2.2249e+00 +1.8072e+00 +2.4253e+00 +4.8348e+00 +4.4806e+00 +8.5954e-01 -1.3381e+00 -1.6982e+00 +6.6615e-01 +4.2973e+00 +1.0963e+00 +3.0820e+00 -2.1927e+00 +9.9273e-02 -3.2752e+00 +1.5134e+00 +2.2739e+00 +3.5684e+00 -2.8605e+00
131635 +2.918698648e+01 +2.918698648e+01 +2.547698648e+01 +2.547698648e+01 +3.0391e+00 -2.3101e+00 +1.7811e+00 +2.4338e+00 +4.8076e+00 +4.4606e+00 +8.2034e-01 -1.3532e+00 -1.7003e+00 +6.8446e-01 +4.3189e+00 +1.0710e+00 +3.0806e+00 -2.2018e+00 +1.0400e-01 -3.2859e+00 +1.5039e+00 +2.3130e+00 +3.5571e+00 -2.8815e+00
132183 +2.862018874e+01 +2.862018874e+01 +2.491018874e+01 +2.491018874e+01 +3.1008e+00 -2.2819e+00 +1.7512e+00 +2.3251e+00 +4.7863e+00 +4.4516e+00 +8.6964e-01 -1.2646e+00 -1.7716e+00 +6.7160e-01 +4.2766e+00 +1.0447e+00 +3.0807e+00 -2.1796e+00 +1.1100e-01 -3.3013e+00 +1.4949e+00 +2.2670e+00 +3.5581e+00 -2.8544e+00
132216 +2.746017083e+01 +2.746017083e+01 +2.375017083e+01 +2.375017083e+01 +3.1147e+00 -2.3297e+00 +1.8059e+00 +2.3772e+00 +4.8466e+00 +4.5376e+00 +8.3827e-01 -1.2668e+00 -1.7433e+00 +6.6494e-01 +4.2776e+00 +1.0630e+00 +3.0822e+00 -2.1890e+00 +9.3460e-02 -3.2861e+00 +1.5107e+00 +2.3140e+00 +3.5364e+00 -2.8159e+00
132273 +2.679442811e+01 +2.679442811e+01 +2.308442811e+01 +2.308442811e+01 +3.1295e+00 -2.2838e+00 +1.7618e+00 +2.3959e+00 +4.8576e+00 +4.4952e+00 +8.0222e-01 -1.2838e+00 -1.7220e+00 +6.8673e-01 +4.2883e+00 +1.0347e+00 +3.1094e+00 -2.2113e+00 +9.2116e-02 -3.2605e+00 +1.4954e+00 +2.3099e+00 +3.5675e+00 -2.8699e+00
132637 +2.568424301e+01 +2.568424301e+01 +2.197424301e+01 +2.197424301e+01 +3.1223e+00 -2.2820e+00 +1.8065e+00 +2.3652e+00 +4.8092e+00 +4.3925e+00 +9.1669e-01 -1.3111e+00 -1.7564e+00 +6.8046e-01 +4.2976e+00 +1.0270e+00 +3.1057e+00 -2.1746e+00 +9.4642e-02 -3.2964e+00 +1.5056e+00 +2.2940e+00 +3.5434e+00 -2.8472e+00
133727 +2.460971632e+01 +2.460971632e+01 +2.089971632e+01 +2.089971632e+01 +3.1222e+00 -2.3078e+00 +1.7717e+00 +2.3762e+00 +4.7899e+00 +4.3705e+00 +9.3175e-01 -1.3902e+00 -1.7444e+00 +6.4989e-01 +4.2845e+00 +1.0693e+00 +3.0864e+00 -2.1776e+00 +9.1465e-02 -3.2830e+00 +1.5248e+00 +2.3371e+00 +3.5583e+00 -2.8315e+00
133759 +2.399166464e+01 +2.399166464e+01 +2.028166464e+01 +2.028166464e+01 +3.1271e+00 -2.2916e+00 +1.7900e+00 +2.3698e+00 +4.8067e+00 +4.4161e+00 +8.9368e-01 -1.3450e+00 -1.7466e+00 +6.7157e-01 +4.2861e+00 +1.0608e+00 +3.0729e+00 -2.1817e+00 +9.9508e-02 -3.2807e+00 +1.5008e+00 +2.3431e+00 +3.5472e+00 -2.8398e+00
135042 +2.386112544e+01 +2.386112544e+01 +2.015112544e+01 +2.015112544e+01 +3.1321e+00 -2.2559e+00 +1.7642e+00 +2.4114e+00 +4.7671e+00 +4.4908e+00 +8.1901e-01 -1.3715e+00 -1.7534e+00 +6.7883e-01 +4.2928e+00 +1.0771e+00 +3.1308e+00 -2.1674e+00 +9.3884e-02 -3.2674e+00 +1.5019e+00 +2.3343e+00 +3.5576e+00 -2.8275e+00
135234 +2.328892551e+01 +2.328892551e+01 +1.957892551e+01 +1.957892551e+01 +3.1025e+00 -2.3233e+00 +1.7875e+00 +2.3941e+00 +4.7973e+00 +4.4729e+00 +8.1496e-01 -1.3858e+00 -1.7450e+00 +6.8748e-01 +4.2988e+00 +1.0457e+00 +3.1151e+00 -2.1847e+00 +1.1209e-01 -3.2876e+00 +1.5124e+00 +2.3362e+00 +3.5547e+00 -2.8640e+00
135941 +2.274319064e+01 +2.274319064e+01 +1.903319064e+01 +1.903319064e+01 +3.1254e+00 -2.3115e+00 +1.7878e+00 +2.3755e+00 +4.8393e+00 +4.4886e+00 +8.9747e-01 -1.3781e+00 -1.7476e+00 +6.7561e-01 +4.2869e+00 +1.0582e+00 +3.1419e+00 -2.1791e+00 +1.0893e-01 -3.2818e+00 +1.5073e+00 +2.3462e+00 +3.5631e+00 -2.8627e+00
138340 +2.238705947e+01 +2.238705947e+01 +1.867705947e+01 +1.867705947e+01 +3.1027e+00 -2.2976e+00 +1.7849e+00 +2.3774e+00 +4.8150e+00 +4.4981e+00 +8.7159e-01 -1.3803e+00 -1.7561e+00 +6.7109e-01 +4.2901e+00 +1.0533e+00 +3.1120e+00 -2.1815e+00 +1.0384e-01 -3.2790e+00 +1.4980e+00 +2.3313e+00 +3.5614e+00 -2.8500e+00
% function evaluation | noise-free fitness - Fopt (1.321800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.427879767e+02 +7.427879767e+02 +8.749679767e+02 +8.749679767e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
14 +7.103975849e+02 +7.103975849e+02 +8.425775849e+02 +8.425775849e+02 -1.9403e+00 -1.0632e-01 +1.4002e-02 -1.9921e+00 +4.0138e-02 -1.0302e+00 +1.5257e+00 -2.9727e+00 -1.5449e+00 -3.4000e-01 +2.1624e+00 -2.5484e-01 +1.0009e+00 -2.9485e-01 -7.0697e-02 +6.0841e-01 -3.6294e-01 +7.3429e-01 +1.7050e-01 +4.5070e-01
16 +6.997516456e+02 +6.997516456e+02 +8.319316456e+02 +8.319316456e+02 +6.1929e-01 +6.6360e-01 +1.4062e+00 -9.6612e-01 +1.3153e+00 -3.3092e-01 +1.8937e+00 -1.1434e+00 -9.0253e-01 -5.1143e-01 -5.3634e-01 +1.4823e+00 -7.0464e-01 -5.8504e-01 -1.7133e+00 +1.7384e+00 -1.0449e+00 -1.0033e+00 -1.0999e+00 -4.2504e-01
17 +6.782472743e+02 +6.782472743e+02 +8.104272743e+02 +8.104272743e+02 -1.5176e-01 +5.3781e-01 -1.1429e+00 +1.8701e-01 +1.0233e+00 -1.9027e+00 +8.9555e-01 -1.1329e-01 -8.3086e-01 -1.7005e+00 -1.2129e+00 +5.2225e-01 +7.6825e-01 -1.5021e+00 -2.4768e-01 +1.2718e-01 +1.4054e+00 +1.7665e+00 -8.0078e-01 -1.1830e+00
24 +6.699589307e+02 +6.699589307e+02 +8.021389307e+02 +8.021389307e+02 +4.0872e-01 -3.1074e-01 -2.6008e+00 +9.3755e-01 -1.0822e+00 -2.6131e+00 +1.6565e+00 -4.7083e-02 +9.6329e-01 -2.6535e+00 -1.7037e+00 +2.9805e-01 +6.2767e-03 +1.3299e+00 -1.4946e+00 -2.0917e+00 +3.6217e-01 +2.8108e+00 -1.6587e+00 -1.6650e+00
29 +5.790155152e+02 +5.790155152e+02 +7.111955152e+02 +7.111955152e+02 -8.9858e-01 +1.3216e+00 -9.7213e-01 -1.2959e-01 +2.8788e+00 -1.8901e+00 +1.2344e+00 +1.1743e-01 -6.9376e-01 -2.8297e+00 +6.9223e-01 +8.4550e-01 +3.5531e-01 -1.6627e+00 -1.2898e+00 +5.1557e-01 +2.1326e+00 +1.4423e+00 -2.0645e+00 -1.6229e-02
43 +5.649019391e+02 +5.649019391e+02 +6.970819391e+02 +6.970819391e+02 -2.5989e+00 +1.8560e+00 -3.9273e+00 -9.9935e-01 +2.9100e+00 -3.2094e+00 +1.1694e+00 +7.6706e-01 -2.3350e+00 -2.8574e+00 +2.3586e-01 -1.2768e-01 -1.8263e+00 +7.5962e-01 -1.0195e+00 +2.3416e+00 +2.4641e+00 +3.1417e+00 -8.9695e-01 -1.0611e+00
